"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"7.003148";"29.74546";"-6.091479";"13.30104";"12.18009";"25.63435";"17.81382";"41.06368";"7.003148";"29.74546";"-6.091479";"13.30104";"12.18009";"25.63435"
"8.341666";"8.098426";"30.00369";"-5.261356";"13.77852";"12.25628";"25.68069";"19.03338";"41.14273";"8.098426";"30.00369";"-5.261356";"13.77852";"12.25628";"25.68069"
"16.68333";"9.087645";"30.33895";"-4.433894";"14.20408";"13.25688";"25.86278";"20.19757";"41.28042";"9.087645";"30.33895";"-4.433894";"14.20408";"13.25688";"25.86278"
"25.025";"10.1725";"30.66826";"-3.46665";"14.73434";"14.26554";"26.07787";"21.39722";"41.42089";"10.1725";"30.66826";"-3.46665";"14.73434";"14.26554";"26.07787"
"33.36666";"11.26522";"30.94394";"-2.578912";"15.04217";"15.32255";"26.27888";"22.62234";"41.56811";"11.26522";"30.94394";"-2.578912";"15.04217";"15.32255";"26.27888"
"41.70833";"12.39322";"31.22783";"-1.623682";"15.45177";"16.38862";"26.45934";"23.8635";"41.70388";"12.39322";"31.22783";"-1.623682";"15.45177";"16.38862";"26.45934"
"50.05";"13.54758";"31.43804";"-0.6147722";"15.84081";"17.49061";"26.66265";"25.0581";"41.80926";"13.54758";"31.43804";"-0.6147722";"15.84081";"17.49061";"26.66265"
"58.39167";"14.73184";"31.64733";"0.3978302";"16.15316";"18.63208";"26.83298";"26.29801";"41.95629";"14.73184";"31.64733";"0.3978302";"16.15316";"18.63208";"26.83298"
"66.73333";"15.92599";"31.85395";"1.567609";"16.46184";"19.79644";"27.00622";"27.47363";"42.0723";"15.92599";"31.85395";"1.567609";"16.46184";"19.79644";"27.00622"
"75.075";"17.15353";"32.03829";"2.755828";"16.67235";"21.01472";"27.14022";"28.68618";"42.23143";"17.15353";"32.03829";"2.755828";"16.67235";"21.01472";"27.14022"
"83.41666";"18.40289";"32.17305";"3.978873";"16.79433";"22.23643";"27.28707";"29.87451";"42.38663";"18.40289";"32.17305";"3.978873";"16.79433";"22.23643";"27.28707"
"91.75833";"19.59573";"32.26638";"5.298783";"16.85398";"23.46116";"27.42961";"31.04546";"42.535";"19.59573";"32.26638";"5.298783";"16.85398";"23.46116";"27.42961"
"100.1";"20.82762";"32.37334";"6.668448";"16.83276";"24.72681";"27.52447";"32.16888";"42.6912";"20.82762";"32.37334";"6.668448";"16.83276";"24.72681";"27.52447"
"108.4417";"22.05019";"32.42263";"8.100807";"16.71531";"25.97615";"27.63134";"33.32381";"42.82469";"22.05019";"32.42263";"8.100807";"16.71531";"25.97615";"27.63134"
"116.7833";"23.31102";"32.43039";"9.566134";"16.53516";"27.29235";"27.6806";"34.48354";"42.95166";"23.31102";"32.43039";"9.566134";"16.53516";"27.29235";"27.6806"
"125.125";"24.62132";"32.38589";"11.068";"16.27741";"28.62473";"27.75005";"35.59143";"43.04833";"24.62132";"32.38589";"11.068";"16.27741";"28.62473";"27.75005"
"133.4667";"25.93385";"32.26074";"12.65433";"15.92849";"29.98078";"27.75646";"36.74945";"43.14542";"25.93385";"32.26074";"12.65433";"15.92849";"29.98078";"27.75646"
"141.8083";"27.26612";"32.16187";"14.44555";"15.53044";"31.35476";"27.74369";"37.87907";"43.20311";"27.26612";"32.16187";"14.44555";"15.53044";"31.35476";"27.74369"
"150.15";"28.60454";"31.99156";"16.03774";"15.13239";"32.74853";"27.72822";"38.99411";"43.25665";"28.60454";"31.99156";"16.03774";"15.13239";"32.74853";"27.72822"
"158.4917";"29.97652";"31.80513";"17.62994";"14.73434";"34.13434";"27.70628";"40.13115";"43.30063";"29.97652";"31.80513";"17.62994";"14.73434";"34.13434";"27.70628"
"166.8333";"31.31751";"31.60343";"19.42116";"14.33629";"35.50881";"27.65825";"41.21885";"43.33812";"31.31751";"31.60343";"19.42116";"14.33629";"35.50881";"27.65825"
"175.175";"32.65509";"31.40737";"21.21238";"13.93825";"36.93116";"27.61657";"42.29398";"43.3489";"32.65509";"31.40737";"21.21238";"13.93825";"36.93116";"27.61657"
"183.5167";"34.02968";"31.19181";"22.80457";"13.5402";"38.30671";"27.58519";"43.34452";"43.38412";"34.02968";"31.19181";"22.80457";"13.5402";"38.30671";"27.58519"
"191.8583";"35.37805";"30.96914";"24.59579";"13.14215";"39.73864";"27.53873";"44.3722";"43.41861";"35.37805";"30.96914";"24.59579";"13.14215";"39.73864";"27.53873"
"200.2";"36.71974";"30.76045";"26.18799";"12.7441";"41.14264";"27.50275";"45.37752";"43.4322";"36.71974";"30.76045";"26.18799";"12.7441";"41.14264";"27.50275"
"208.5417";"38.12946";"30.45727";"27.97921";"12.34605";"42.53506";"27.46498";"46.33554";"43.48108";"38.12946";"30.45727";"27.97921";"12.34605";"42.53506";"27.46498"
"216.8833";"39.35234";"30.35242";"29.77043";"11.948";"43.91737";"27.44974";"47.30875";"43.51084";"39.35234";"30.35242";"29.77043";"11.948";"43.91737";"27.44974"
"225.225";"40.64617";"30.1419";"31.56165";"11.54995";"45.30503";"27.4361";"48.2145";"43.55241";"40.64617";"30.1419";"31.56165";"11.54995";"45.30503";"27.4361"
"233.5667";"41.92802";"29.96128";"33.35287";"11.1519";"46.65916";"27.41177";"49.11164";"43.57159";"41.92802";"29.96128";"33.35287";"11.1519";"46.65916";"27.41177"
"241.9083";"43.30409";"29.66118";"35.34312";"10.75385";"48.03996";"27.41155";"49.99629";"43.59319";"43.30409";"29.66118";"35.34312";"10.75385";"48.03996";"27.41155"
"250.25";"44.53208";"29.57606";"37.13433";"10.35581";"49.40495";"27.40866";"50.86522";"43.61605";"44.53208";"29.57606";"37.13433";"10.35581";"49.40495";"27.40866"
"258.5917";"45.85139";"29.371";"39.12458";"9.957758";"50.78189";"27.40875";"51.72296";"43.61373";"45.85139";"29.371";"39.12458";"9.957758";"50.78189";"27.40875"
"266.9333";"47.15805";"29.18314";"41.11482";"9.559708";"52.1478";"27.4382";"52.57729";"43.60891";"47.15805";"29.18314";"41.11482";"9.559708";"52.1478";"27.4382"
"275.275";"48.48099";"28.99679";"43.10507";"9.161659";"53.4953";"27.45489";"53.43398";"43.59748";"48.48099";"28.99679";"43.10507";"9.161659";"53.4953";"27.45489"
"283.6167";"49.80198";"28.81089";"44.92619";"8.928112";"54.86109";"27.48234";"54.28561";"43.57975";"49.80198";"28.81089";"44.92619";"8.928112";"54.86109";"27.48234"
"291.9583";"51.11306";"28.62989";"46.88653";"8.564587";"56.21624";"27.53425";"55.1156";"43.55406";"51.11306";"28.62989";"46.88653";"8.564587";"56.21624";"27.53425"
"300.3";"52.41733";"28.47696";"48.86499";"8.344498";"57.50472";"27.58698";"55.93867";"43.52924";"52.41733";"28.47696";"48.86499";"8.344498";"57.50472";"27.58698"
"308.6417";"53.7073";"28.31567";"50.79183";"8.103613";"58.82916";"27.64296";"56.72986";"43.48639";"53.7073";"28.31567";"50.79183";"8.103613";"58.82916";"27.64296"
"316.9833";"54.97331";"28.1915";"52.73385";"7.91761";"60.1045";"27.73039";"57.50395";"43.44488";"54.97331";"28.1915";"52.73385";"7.91761";"60.1045";"27.73039"
"325.325";"56.22992";"28.04724";"54.66777";"7.725548";"61.34668";"27.79712";"58.24822";"43.40544";"56.22992";"28.04724";"54.66777";"7.725548";"61.34668";"27.79712"
"333.6667";"57.45395";"27.93856";"56.58278";"7.577568";"62.57674";"27.88013";"58.98635";"43.36828";"57.45395";"27.93856";"56.58278";"7.577568";"62.57674";"27.88013"
"342.0083";"58.64248";"27.83509";"58.46386";"7.468605";"63.76211";"27.98013";"59.67611";"43.32225";"58.64248";"27.83509";"58.46386";"7.468605";"63.76211";"27.98013"
"350.35";"59.81333";"27.7341";"60.29923";"7.389233";"64.93134";"28.07479";"60.36735";"43.26257";"59.81333";"27.7341";"60.29923";"7.389233";"64.93134";"28.07479"
"358.6917";"60.96134";"27.6496";"62.07699";"7.34494";"66.07633";"28.1867";"61.00859";"43.21307";"60.96134";"27.6496";"62.07699";"7.34494";"66.07633";"28.1867"
"367.0333";"62.07981";"27.58517";"63.81187";"7.310734";"67.18974";"28.30377";"61.658";"43.16392";"62.07981";"27.58517";"63.81187";"7.310734";"67.18974";"28.30377"
"375.375";"63.17034";"27.52087";"65.54794";"7.312546";"68.26298";"28.42714";"62.29934";"43.11877";"63.17034";"27.52087";"65.54794";"7.312546";"68.26298";"28.42714"
"383.7167";"64.23684";"27.48221";"67.23119";"7.35833";"69.27719";"28.57449";"62.90132";"43.05922";"64.23684";"27.48221";"67.23119";"7.35833";"69.27719";"28.57449"
"392.0583";"65.27166";"27.46611";"68.83041";"7.401051";"70.29307";"28.71526";"63.50898";"43.01188";"65.27166";"27.46611";"68.83041";"7.401051";"70.29307";"28.71526"
