"Time (ms)";"Trajectory 1"
"0";"0"
"8";"-0.05183792"
"17";"-0.09109879"
"25";"-0.1098022"
"33";"-0.1084785"
"42";"-0.09448242"
"50";"-0.07566452"
"58";"-0.05566406"
"67";"-0.03405762"
"75";"-0.00976181"
"83";"0.01600647"
"92";"0.03989029"
"100";"0.05868912"
"108";"0.07089996"
"117";"0.07673264"
"125";"0.07731247"
"133";"0.07390213"
"142";"0.06800461"
"150";"0.06185913"
"158";"0.0580368"
"167";"0.05810547"
"175";"0.06186295"
"184";"0.06771088"
"192";"0.07344437"
"200";"0.07684708"
"209";"0.07593918"
"217";"0.06934357"
"225";"0.05735016"
"234";"0.04276657"
"242";"0.02972794"
"250";"0.02038956"
"259";"0.01312637"
"267";"0.004226685"
"275";"-0.009117126"
"284";"-0.02759171"
"292";"-0.05018997"
"300";"-0.07471466"
"309";"-0.09863281"
"317";"-0.120388"
"325";"-0.1398277"
"334";"-0.1574593"
"342";"-0.1737061"
"350";"-0.1885948"
"359";"-0.2015686"
"367";"-0.211853"
"375";"-0.2196922"
"384";"-0.2274208"
"392";"-0.2382164"
"400";"-0.253418"
"409";"-0.271553"
"417";"-0.2899208"
"425";"-0.3065186"
"434";"-0.3207092"
"442";"-0.3328094"
"450";"-0.3435822"
"459";"-0.3539429"
"467";"-0.3648148"
"475";"-0.3768005"
"484";"-0.3898926"
"492";"-0.4036217"
"500";"-0.4175034"
"509";"-0.4311485"
"517";"-0.4445686"
"526";"-0.4587097"
"534";"-0.4751358"
"542";"-0.4948883"
"551";"-0.5177155"
"559";"-0.5416679"
"567";"-0.5638504"
"576";"-0.5826797"
"584";"-0.5988121"
"592";"-0.6135712"
"601";"-0.627758"
"609";"-0.6422386"
"617";"-0.6579666"
"626";"-0.6748314"
"634";"-0.6921997"
"642";"-0.7105331"
"651";"-0.7301254"
"659";"-0.7491264"
"667";"-0.7648125"
"676";"-0.7757874"
"684";"-0.7824631"
"692";"-0.7862358"
"701";"-0.7886925"
"709";"-0.7911224"
"717";"-0.7937279"
"726";"-0.7951698"
"734";"-0.7937584"
"742";"-0.7883492"
"751";"-0.7779617"
"759";"-0.763031"
"767";"-0.7469254"
"776";"-0.7341042"
"784";"-0.7268791"
"792";"-0.7243156"
"801";"-0.7233315"
"809";"-0.7208176"
"817";"-0.7154274"
"826";"-0.7071991"
"834";"-0.6961937"
"843";"-0.6820259"
"851";"-0.6640701"
"859";"-0.6421623"
"868";"-0.6176491"
"876";"-0.5928688"
"884";"-0.5688477"
"893";"-0.5440941"
"901";"-0.515976"
"909";"-0.4829178"
"918";"-0.4456787"
"926";"-0.406517"
"934";"-0.3662758"
"943";"-0.3226509"
"951";"-0.2718315"
"959";"-0.2113609"
"968";"-0.1415787"
"976";"-0.06578445"
