"Time (ms)";"Trajectory 1"
"0";"0"
"8";"-0.1727638"
"17";"-0.3188362"
"25";"-0.4187584"
"33";"-0.4686432"
"42";"-0.4795837"
"50";"-0.4687462"
"58";"-0.4534683"
"67";"-0.4473038"
"75";"-0.4543076"
"83";"-0.4683762"
"92";"-0.4795876"
"100";"-0.4810143"
"108";"-0.4725151"
"117";"-0.4607086"
"125";"-0.4542236"
"133";"-0.4570007"
"142";"-0.4660568"
"150";"-0.47612"
"158";"-0.4851227"
"167";"-0.4932976"
"175";"-0.4985046"
"184";"-0.4965134"
"192";"-0.4868774"
"200";"-0.4754448"
"209";"-0.4688072"
"217";"-0.4677734"
"225";"-0.468586"
"234";"-0.4687767"
"242";"-0.4683189"
"250";"-0.4666557"
"259";"-0.4628258"
"267";"-0.4577942"
"275";"-0.4542351"
"284";"-0.4539452"
"292";"-0.4554749"
"300";"-0.4556961"
"309";"-0.4543419"
"317";"-0.4543839"
"325";"-0.4577255"
"334";"-0.4630737"
"342";"-0.4678688"
"350";"-0.4705887"
"359";"-0.4712982"
"367";"-0.4707108"
"375";"-0.4688721"
"384";"-0.4645882"
"392";"-0.4560432"
"400";"-0.4427757"
"409";"-0.4275894"
"417";"-0.4151344"
"425";"-0.4079361"
"434";"-0.4051628"
"442";"-0.4044189"
"450";"-0.4029427"
"459";"-0.3978996"
"467";"-0.3878174"
"475";"-0.3749847"
"484";"-0.3643227"
"492";"-0.3585701"
"500";"-0.3566895"
"509";"-0.3564224"
"517";"-0.3560143"
"526";"-0.3540611"
"534";"-0.3497658"
"542";"-0.3433342"
"551";"-0.3352776"
"559";"-0.3254166"
"567";"-0.3133049"
"576";"-0.299202"
"584";"-0.2842751"
"592";"-0.2702103"
"601";"-0.2587242"
"609";"-0.2507286"
"617";"-0.2458"
"626";"-0.2424927"
"634";"-0.2392464"
"642";"-0.2355804"
"651";"-0.2329826"
"659";"-0.2338066"
"667";"-0.2385139"
"676";"-0.2449417"
"684";"-0.2503433"
"692";"-0.2529945"
"701";"-0.2526016"
"709";"-0.2504692"
"717";"-0.2490921"
"726";"-0.2505302"
"734";"-0.2546196"
"742";"-0.2593689"
"751";"-0.2630157"
"759";"-0.2651482"
"767";"-0.2665558"
"776";"-0.2684517"
"784";"-0.2712593"
"792";"-0.2738228"
"801";"-0.274147"
"809";"-0.2710533"
"817";"-0.2652092"
"826";"-0.2587013"
"834";"-0.2530022"
"843";"-0.247448"
"851";"-0.2404556"
"859";"-0.231472"
"868";"-0.2208443"
"876";"-0.2088547"
"884";"-0.1954727"
"893";"-0.1802025"
"901";"-0.1618004"
"909";"-0.1385727"
"918";"-0.1097031"
"926";"-0.07645035"
"934";"-0.04124832"
