"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"-10.70016";"64.71685";"18.21674";"-2.112305";"11.28436";"45.90775";"-10.70016";"64.71685";"18.21674";"-2.112305";"11.28436";"45.90775"
"8.341666";"-10.57996";"64.71757";"18.1224";"-2.176651";"11.31562";"45.92242";"-10.57996";"64.71757";"18.1224";"-2.176651";"11.31562";"45.92242"
"16.68333";"-10.52788";"64.73101";"18.61206";"-2.343899";"11.35708";"45.92474";"-10.52788";"64.73101";"18.61206";"-2.343899";"11.35708";"45.92474"
"25.025";"-10.47957";"64.71921";"18.61206";"-2.343899";"11.37163";"45.92319";"-10.47957";"64.71921";"18.61206";"-2.343899";"11.37163";"45.92319"
"33.36666";"-10.43546";"64.73925";"18.61206";"-2.343899";"11.40233";"45.91369";"-10.43546";"64.73925";"18.61206";"-2.343899";"11.40233";"45.91369"
"41.70833";"-10.39575";"64.77637";"18.61206";"-2.343899";"11.43075";"45.91696";"-10.39575";"64.77637";"18.61206";"-2.343899";"11.43075";"45.91696"
"50.05";"-10.38776";"64.80856";"18.61206";"-2.343899";"11.46156";"45.91112";"-10.38776";"64.80856";"18.61206";"-2.343899";"11.46156";"45.91112"
"58.39167";"-10.34692";"64.82072";"18.61206";"-2.343899";"11.47786";"45.91579";"-10.34692";"64.82072";"18.61206";"-2.343899";"11.47786";"45.91579"
"66.73333";"-10.29358";"64.80998";"18.61206";"-2.343899";"11.49025";"45.91576";"-10.29358";"64.80998";"18.61206";"-2.343899";"11.49025";"45.91576"
"75.075";"-10.25577";"64.82896";"18.61206";"-2.343899";"11.52043";"45.91408";"-10.25577";"64.82896";"18.61206";"-2.343899";"11.52043";"45.91408"
"83.41666";"-10.2251";"64.84248";"18.61206";"-2.343899";"11.52913";"45.91464";"-10.2251";"64.84248";"18.61206";"-2.343899";"11.52913";"45.91464"
"91.75833";"-10.19694";"64.86922";"18.61206";"-2.343899";"11.55944";"45.90743";"-10.19694";"64.86922";"18.61206";"-2.343899";"11.55944";"45.90743"
"100.1";"-10.15261";"64.87738";"18.61206";"-2.343899";"11.58786";"45.91002";"-10.15261";"64.87738";"18.61206";"-2.343899";"11.58786";"45.91002"
"108.4417";"-10.11893";"64.86992";"18.61206";"-2.343899";"11.61413";"45.90459";"-10.11893";"64.86992";"18.61206";"-2.343899";"11.61413";"45.90459"
"116.7833";"-10.07189";"64.8854";"18.61206";"-2.343899";"11.62667";"45.90362";"-10.07189";"64.8854";"18.61206";"-2.343899";"11.62667";"45.90362"
"125.125";"-10.03393";"64.9089";"18.61206";"-2.343899";"11.66643";"45.90423";"-10.03393";"64.9089";"18.61206";"-2.343899";"11.66643";"45.90423"
"133.4667";"-9.997382";"64.92177";"18.61206";"-2.343899";"11.67873";"45.89942";"-9.997382";"64.92177";"18.61206";"-2.343899";"11.67873";"45.89942"
