"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"8.341666";"-10.35223";"64.60057";"16.11276";"-0.8280487";"11.36077";"45.58188";"-10.35223";"64.60057";"16.11276";"-0.8280487";"11.36077";"45.58188"
"16.68333";"-10.37203";"64.52558";"17.31019";"-0.8437119";"11.29914";"45.53901";"-10.37203";"64.52558";"17.31019";"-0.8437119";"11.29914";"45.53901"
"25.025";"-10.33342";"64.53646";"16.10163";"-0.7598305";"11.31436";"45.52005";"-10.33342";"64.53646";"16.10163";"-0.7598305";"11.31436";"45.52005"
"33.36666";"-10.29334";"64.53653";"15.91167";"-0.8020096";"11.34519";"45.51693";"-10.29334";"64.53653";"15.91167";"-0.8020096";"11.34519";"45.51693"
"41.70833";"-10.24711";"64.55528";"16.07398";"-0.7880287";"11.35789";"45.51644";"-10.24711";"64.55528";"16.07398";"-0.7880287";"11.35789";"45.51644"
"50.05";"-10.21469";"64.59077";"17.50097";"-0.6540298";"11.3934";"45.51592";"-10.21469";"64.59077";"17.50097";"-0.6540298";"11.3934";"45.51592"
"58.39167";"-10.18522";"64.60493";"17.15618";"-0.6813698";"11.41124";"45.50623";"-10.18522";"64.60493";"17.15618";"-0.6813698";"11.41124";"45.50623"
"66.73333";"-10.16866";"64.63093";"16.78986";"-0.6608467";"11.44403";"45.50846";"-10.16866";"64.63093";"16.78986";"-0.6608467";"11.44403";"45.50846"
"75.075";"-10.12016";"64.64093";"16.96533";"-0.7945709";"11.45588";"45.51179";"-10.12016";"64.64093";"16.96533";"-0.7945709";"11.45588";"45.51179"
"83.41666";"-10.0861";"64.65364";"16.42193";"-0.8039436";"11.4884";"45.51414";"-10.0861";"64.65364";"16.42193";"-0.8039436";"11.4884";"45.51414"
"91.75833";"-10.0533";"64.66284";"16.37373";"-0.7952042";"11.50261";"45.5208";"-10.0533";"64.66284";"16.37373";"-0.7952042";"11.50261";"45.5208"
"100.1";"-10.01346";"64.67597";"17.25653";"-0.82621";"11.53262";"45.51672";"-10.01346";"64.67597";"17.25653";"-0.82621";"11.53262";"45.51672"
"108.4417";"-9.972813";"64.68662";"17.22435";"-0.806427";"11.56215";"45.51197";"-9.972813";"64.68662";"17.22435";"-0.806427";"11.56215";"45.51197"
"116.7833";"-9.92876";"64.70675";"17.3109";"-0.7244911";"11.5882";"45.51007";"-9.92876";"64.70675";"17.3109";"-0.7244911";"11.5882";"45.51007"
"125.125";"-9.880468";"64.70408";"17.2849";"-0.7996445";"11.61675";"45.50681";"-9.880468";"64.70408";"17.2849";"-0.7996445";"11.61675";"45.50681"
"133.4667";"-9.837262";"64.74147";"17.26016";"-0.6212006";"11.64876";"45.51248";"-9.837262";"64.74147";"17.26016";"-0.6212006";"11.64876";"45.51248"
"141.8083";"-9.798856";"64.75723";"17.26561";"-0.6640587";"11.67405";"45.51285";"-9.798856";"64.75723";"17.26561";"-0.6640587";"11.67405";"45.51285"
"150.15";"-9.760426";"64.79913";"17.02526";"-0.754734";"11.69813";"45.52045";"-9.760426";"64.79913";"17.02526";"-0.754734";"11.69813";"45.52045"
"158.4917";"-9.705484";"64.78888";"14.82397";"-0.7435112";"11.72488";"45.5195";"-9.705484";"64.78888";"14.82397";"-0.7435112";"11.72488";"45.5195"
"166.8333";"-9.677357";"64.8178";"14.59186";"-0.8047791";"11.74688";"45.5239";"-9.677357";"64.8178";"14.59186";"-0.8047791";"11.74688";"45.5239"
"175.175";"-9.632659";"64.8285";"14.45234";"-0.8130302";"11.79525";"45.5129";"-9.632659";"64.8285";"14.45234";"-0.8130302";"11.79525";"45.5129"
"183.5167";"-9.608723";"64.83762";"14.43593";"-0.8255768";"11.85637";"45.51416";"-9.608723";"64.83762";"14.43593";"-0.8255768";"11.85637";"45.51416"
"191.8583";"-9.568716";"64.84842";"14.16914";"-0.8078575";"11.92054";"45.51688";"-9.568716";"64.84842";"14.16914";"-0.8078575";"11.92054";"45.51688"
"200.2";"-9.527516";"64.84141";"16.13347";"-0.8302078";"11.94196";"45.52408";"-9.527516";"64.84141";"16.13347";"-0.8302078";"11.94196";"45.52408"
"208.5417";"-9.488788";"64.8505";"17.62092";"-0.7928772";"11.97542";"45.51981";"-9.488788";"64.8505";"17.62092";"-0.7928772";"11.97542";"45.51981"
