"Time";"Angle 2.o/0/X";"Angle 2.o/0/Y";"Angle 2.a/0/X";"Angle 2.a/0/Y";"Angle 2.b/0/X";"Angle 2.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 2/o/X";"Angle 2/o/Y";"Angle 2/a/X";"Angle 2/a/Y";"Angle 2/b/X";"Angle 2/b/Y"
"0";"-0.03415817";"25.73581";"5.073647";"5.379021";"6.405119";"27.3378";"-2.693789";"41.615";"-0.03415817";"25.73581";"5.073647";"5.379021";"6.405119";"27.3378"
"8.341666";"0.3351791";"25.6117";"5.086287";"5.201694";"6.430677";"27.33879";"-2.141201";"41.40158";"0.3351791";"25.6117";"5.086287";"5.201694";"6.430677";"27.33879"
"16.68333";"0.6535705";"25.42007";"5.1481";"5.019802";"6.691496";"27.09398";"-1.658533";"41.21052";"0.6535705";"25.42007";"5.1481";"5.019802";"6.691496";"27.09398"
"25.025";"0.9517177";"25.29826";"5.340433";"4.960503";"7.006381";"26.82808";"-1.238786";"41.09809";"0.9517177";"25.29826";"5.340433";"4.960503";"7.006381";"26.82808"
"33.36666";"1.383644";"25.25282";"5.656038";"4.957191";"7.406616";"26.64065";"-0.7241604";"41.01268";"1.383644";"25.25282";"5.656038";"4.957191";"7.406616";"26.64065"
"41.70833";"1.863156";"25.30394";"6.029658";"4.95026";"7.861429";"26.5884";"-0.2291562";"40.98898";"1.863156";"25.30394";"6.029658";"4.95026";"7.861429";"26.5884"
"50.05";"2.408541";"25.3444";"6.379126";"4.94873";"8.37429";"26.68571";"0.2739757";"41.07416";"2.408541";"25.3444";"6.379126";"4.94873";"8.37429";"26.68571"
"58.39167";"2.986529";"25.36917";"6.640806";"4.918514";"8.887347";"26.79849";"0.9153745";"41.09602";"2.986529";"25.36917";"6.640806";"4.918514";"8.887347";"26.79849"
"66.73333";"3.568951";"25.34145";"6.816809";"4.874191";"9.4053";"26.91324";"1.557232";"41.1468";"3.568951";"25.34145";"6.816809";"4.874191";"9.4053";"26.91324"
"75.075";"4.001947";"25.31547";"6.884691";"4.827404";"9.856752";"26.92632";"2.217965";"41.16887";"4.001947";"25.31547";"6.884691";"4.827404";"9.856752";"26.92632"
"83.41666";"4.352251";"25.29264";"6.990804";"4.785244";"10.24404";"26.87334";"2.832065";"41.17007";"4.352251";"25.29264";"6.990804";"4.785244";"10.24404";"26.87334"
"91.75833";"4.671962";"25.27887";"7.109276";"4.755463";"10.61521";"26.73088";"3.400819";"41.14045";"4.671962";"25.27887";"7.109276";"4.755463";"10.61521";"26.73088"
"100.1";"5.014908";"25.26194";"7.255501";"4.752216";"10.96578";"26.56963";"3.895966";"41.09822";"5.014908";"25.26194";"7.255501";"4.752216";"10.96578";"26.56963"
"108.4417";"5.368476";"25.25335";"7.373027";"4.747799";"11.24904";"26.4444";"4.362343";"41.08295";"5.368476";"25.25335";"7.373027";"4.747799";"11.24904";"26.4444"
"116.7833";"5.704539";"25.25769";"7.463418";"4.743008";"11.52173";"26.31291";"4.841261";"41.08976";"5.704539";"25.25769";"7.463418";"4.743008";"11.52173";"26.31291"
"125.125";"6.084441";"25.19687";"7.566401";"4.729797";"11.76341";"26.19916";"5.336542";"41.07262";"6.084441";"25.19687";"7.566401";"4.729797";"11.76341";"26.19916"
"133.4667";"6.405267";"25.17281";"7.636604";"4.735657";"12.0259";"26.11167";"5.781413";"41.08015";"6.405267";"25.17281";"7.636604";"4.735657";"12.0259";"26.11167"
"141.8083";"6.662685";"25.17424";"7.686398";"4.746414";"12.31408";"26.06565";"6.202043";"41.08287";"6.662685";"25.17424";"7.686398";"4.746414";"12.31408";"26.06565"
"150.15";"6.864544";"25.17494";"7.718221";"4.754265";"12.56781";"26.05631";"6.566251";"41.07375";"6.864544";"25.17494";"7.718221";"4.754265";"12.56781";"26.05631"
"158.4917";"7.051964";"25.1674";"7.748125";"4.759674";"12.80026";"26.06235";"6.906745";"41.05051";"7.051964";"25.1674";"7.748125";"4.759674";"12.80026";"26.06235"
"166.8333";"7.21226";"25.16216";"7.755877";"4.765568";"12.9933";"26.06202";"7.188873";"41.06173";"7.21226";"25.16216";"7.755877";"4.765568";"12.9933";"26.06202"
"175.175";"7.343141";"25.15313";"7.785834";"4.770088";"13.16464";"26.04988";"7.448516";"41.07137";"7.343141";"25.15313";"7.785834";"4.770088";"13.16464";"26.04988"
"183.5167";"7.474608";"25.15842";"7.785819";"4.771099";"13.31091";"25.99507";"7.709685";"41.03687";"7.474608";"25.15842";"7.785819";"4.771099";"13.31091";"25.99507"
"191.8583";"7.632229";"25.14909";"7.799037";"4.778782";"13.43986";"25.92599";"7.976193";"41.05252";"7.632229";"25.14909";"7.799037";"4.778782";"13.43986";"25.92599"
"200.2";"7.787776";"25.13929";"7.80352";"4.782207";"13.55277";"25.83183";"8.217801";"41.0574";"7.787776";"25.13929";"7.80352";"4.782207";"13.55277";"25.83183"
