"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"-2.07918";"25.4691";"4.035942";"4.960327";"4.464688";"27.39347";"-5.145471";"41.40561";"-2.07918";"25.4691";"4.035942";"4.960327";"4.464688";"27.39347"
"8.341666";"-1.687029";"25.27687";"4.318594";"4.83913";"4.44081";"27.33683";"-4.624537";"41.23858";"-1.687029";"25.27687";"4.318594";"4.83913";"4.44081";"27.33683"
"16.68333";"-1.274107";"25.15187";"4.516246";"4.651821";"4.839097";"27.13258";"-4.098506";"41.112";"-1.274107";"25.15187";"4.516246";"4.651821";"4.839097";"27.13258"
"25.025";"-0.8441777";"24.98773";"4.681664";"4.539055";"5.243082";"26.92171";"-3.540914";"41.02314";"-0.8441777";"24.98773";"4.681664";"4.539055";"5.243082";"26.92171"
"33.36666";"-0.4459691";"24.89998";"4.835507";"4.483112";"5.660703";"26.73146";"-2.997293";"40.94783";"-0.4459691";"24.89998";"4.835507";"4.483112";"5.660703";"26.73146"
"41.70833";"-0.001757108";"24.89896";"5.03613";"4.456543";"6.129775";"26.59701";"-2.436981";"40.89477";"-0.001757108";"24.89896";"5.03613";"4.456543";"6.129775";"26.59701"
"50.05";"0.4563553";"24.94053";"5.247885";"4.452091";"6.585312";"26.5888";"-1.847437";"40.90815";"0.4563553";"24.94053";"5.247885";"4.452091";"6.585312";"26.5888"
"58.39167";"0.9386126";"24.96751";"5.480315";"4.450916";"7.048404";"26.65723";"-1.242104";"40.95188";"0.9386126";"24.96751";"5.480315";"4.450916";"7.048404";"26.65723"
"66.73333";"1.434583";"24.98635";"5.666481";"4.433758";"7.515698";"26.70957";"-0.6162479";"41.01496";"1.434583";"24.98635";"5.666481";"4.433758";"7.515698";"26.70957"
"75.075";"1.923121";"24.9927";"5.813931";"4.40641";"7.962117";"26.68538";"-0.01938828";"41.06642";"1.923121";"24.9927";"5.813931";"4.40641";"7.962117";"26.68538"
