"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"-1.818463";"25.9983";"2.771213";"5.64603";"4.619007";"27.39305";"-4.169928";"41.5639";"-1.818463";"25.9983";"2.771213";"5.64603";"4.619007";"27.39305"
"8.341666";"-1.468842";"25.80787";"2.920962";"5.428928";"4.644874";"27.35402";"-3.794099";"41.39586";"-1.468842";"25.80787";"2.920962";"5.428928";"4.644874";"27.35402"
"16.68333";"-1.151724";"25.64321";"3.12806";"5.324337";"4.942394";"27.1101";"-3.391229";"41.20928";"-1.151724";"25.64321";"3.12806";"5.324337";"4.942394";"27.1101"
"25.025";"-0.7542858";"25.59819";"3.464515";"5.284382";"5.364696";"26.95301";"-2.99596";"41.10663";"-0.7542858";"25.59819";"3.464515";"5.284382";"5.364696";"26.95301"
"33.36666";"-0.3061881";"25.60183";"3.862914";"5.2337";"5.827487";"26.95627";"-2.553341";"41.10568";"-0.3061881";"25.60183";"3.862914";"5.2337";"5.827487";"26.95627"
"41.70833";"0.2008407";"25.60234";"4.239375";"5.194077";"6.293035";"27.06349";"-2.057648";"41.08561";"0.2008407";"25.60234";"4.239375";"5.194077";"6.293035";"27.06349"
"50.05";"0.7297993";"25.6049";"4.534044";"5.129677";"6.799999";"27.15429";"-1.51617";"41.08406";"0.7297993";"25.6049";"4.534044";"5.129677";"6.799999";"27.15429"
"58.39167";"1.277083";"25.56594";"4.73281";"5.060261";"7.238804";"27.1498";"-0.9517884";"41.13894";"1.277083";"25.56594";"4.73281";"5.060261";"7.238804";"27.1498"
"66.73333";"1.662181";"25.52332";"4.846401";"5.017479";"7.621827";"27.07293";"-0.3578124";"41.13453";"1.662181";"25.52332";"4.846401";"5.017479";"7.621827";"27.07293"
"75.075";"1.979364";"25.48187";"4.934458";"4.97385";"7.974876";"26.906";"0.1992992";"41.11475";"1.979364";"25.48187";"4.934458";"4.97385";"7.974876";"26.906"
"83.41666";"2.299604";"25.47714";"5.043717";"4.979988";"8.301118";"26.74673";"0.7363507";"41.0841";"2.299604";"25.47714";"5.043717";"4.979988";"8.301118";"26.74673"
"91.75833";"2.641972";"25.47614";"5.106011";"4.982937";"8.611104";"26.58185";"1.220239";"41.08039";"2.641972";"25.47614";"5.106011";"4.982937";"8.611104";"26.58185"
"100.1";"2.948521";"25.4738";"5.191806";"4.992435";"8.869256";"26.51669";"1.717906";"41.06209";"2.948521";"25.4738";"5.191806";"4.992435";"8.869256";"26.51669"
"108.4417";"3.263958";"25.49158";"5.257184";"4.98629";"9.16326";"26.489";"2.172363";"41.09039";"3.263958";"25.49158";"5.257184";"4.98629";"9.16326";"26.489"
"116.7833";"3.596409";"25.47247";"5.303444";"4.982456";"9.457867";"26.50113";"2.617673";"41.11069";"3.596409";"25.47247";"5.303444";"4.982456";"9.457867";"26.50113"
"125.125";"3.85901";"25.46272";"5.371981";"4.991203";"9.75426";"26.49492";"3.037238";"41.12802";"3.85901";"25.46272";"5.371981";"4.991203";"9.75426";"26.49492"
"133.4667";"4.061611";"25.45916";"5.425135";"4.99107";"9.995708";"26.47043";"3.398859";"41.11372";"4.061611";"25.45916";"5.425135";"4.99107";"9.995708";"26.47043"
"141.8083";"4.23527";"25.45302";"5.429979";"4.988506";"10.19843";"26.41266";"3.722977";"41.08075";"4.23527";"25.45302";"5.429979";"4.988506";"10.19843";"26.41266"
"150.15";"4.35467";"25.43604";"5.431778";"4.991158";"10.34271";"26.33973";"3.981751";"41.08284";"4.35467";"25.43604";"5.431778";"4.991158";"10.34271";"26.33973"
"158.4917";"4.456939";"25.43863";"5.440364";"4.987881";"10.4709";"26.26746";"4.220021";"41.08447";"4.456939";"25.43863";"5.440364";"4.987881";"10.4709";"26.26746"
"166.8333";"4.555007";"25.41422";"5.446945";"4.989162";"10.57179";"26.17011";"4.454401";"41.08796";"4.555007";"25.41422";"5.446945";"4.989162";"10.57179";"26.17011"
"175.175";"4.668377";"25.42019";"5.448039";"4.989033";"10.69309";"26.10513";"4.669761";"41.04907";"4.668377";"25.42019";"5.448039";"4.989033";"10.69309";"26.10513"
"183.5167";"4.796797";"25.40379";"5.449405";"4.986683";"10.83281";"26.0928";"4.886349";"41.05478";"4.796797";"25.40379";"5.449405";"4.986683";"10.83281";"26.0928"
"191.8583";"4.872233";"25.41681";"5.450233";"4.983986";"10.96513";"26.10607";"5.070985";"41.06702";"4.872233";"25.41681";"5.450233";"4.983986";"10.96513";"26.10607"
"200.2";"4.961828";"25.41285";"5.450018";"4.983067";"11.05512";"26.1042";"5.249864";"41.11401";"4.961828";"25.41285";"5.450018";"4.983067";"11.05512";"26.1042"
"208.5417";"5.036276";"25.42549";"5.445431";"4.974663";"11.1553";"26.10356";"5.390784";"41.10235";"5.036276";"25.42549";"5.445431";"4.974663";"11.1553";"26.10356"
"216.8833";"5.072621";"25.44274";"5.441918";"4.968048";"11.22413";"26.0882";"5.543116";"41.09077";"5.072621";"25.44274";"5.441918";"4.968048";"11.22413";"26.0882"
"225.225";"5.166268";"25.42058";"5.434971";"4.959667";"11.28715";"26.03796";"5.694705";"41.07897";"5.166268";"25.42058";"5.434971";"4.959667";"11.28715";"26.03796"
"233.5667";"5.210673";"25.4412";"5.435358";"4.955185";"11.35647";"25.99272";"5.805144";"41.1088";"5.210673";"25.4412";"5.435358";"4.955185";"11.35647";"25.99272"
"241.9083";"5.267068";"25.45281";"5.431627";"4.947285";"11.41363";"25.96904";"5.949522";"41.09898";"5.267068";"25.45281";"5.431627";"4.947285";"11.41363";"25.96904"
"250.25";"5.310198";"25.45975";"5.430857";"4.946915";"11.46714";"25.95214";"6.076885";"41.08271";"5.310198";"25.45975";"5.430857";"4.946915";"11.46714";"25.95214"
"258.5917";"5.390949";"25.45025";"5.426724";"4.938946";"11.55476";"25.94557";"6.189559";"41.1078";"5.390949";"25.45025";"5.426724";"4.938946";"11.55476";"25.94557"
"266.9333";"5.454634";"25.46491";"5.428249";"4.935246";"11.62078";"25.93502";"6.340931";"41.09642";"5.454634";"25.46491";"5.428249";"4.935246";"11.62078";"25.93502"
"275.275";"5.516838";"25.47286";"5.427832";"4.930637";"11.69183";"25.93708";"6.454164";"41.1243";"5.516838";"25.47286";"5.427832";"4.930637";"11.69183";"25.93708"
"283.6167";"5.603692";"25.47547";"5.431228";"4.926643";"11.76892";"25.90549";"6.595347";"41.11497";"5.603692";"25.47547";"5.431228";"4.926643";"11.76892";"25.90549"
"291.9583";"5.674084";"25.47927";"5.436996";"4.928173";"11.83845";"25.89294";"6.748885";"41.10201";"5.674084";"25.47927";"5.436996";"4.928173";"11.83845";"25.89294"
"300.3";"5.741138";"25.47835";"5.439089";"4.926853";"11.91455";"25.8759";"6.904498";"41.09";"5.741138";"25.47835";"5.439089";"4.926853";"11.91455";"25.8759"
"308.6417";"5.829875";"25.48899";"5.449528";"4.928173";"11.99843";"25.84898";"7.050162";"41.12291";"5.829875";"25.48899";"5.449528";"4.928173";"11.99843";"25.84898"
"316.9833";"5.914275";"25.51144";"5.456492";"4.928795";"12.07712";"25.83005";"7.208909";"41.11443";"5.914275";"25.51144";"5.456492";"4.928795";"12.07712";"25.83005"
"325.325";"6.023266";"25.49802";"5.481869";"4.928551";"12.18603";"25.78227";"7.389875";"41.10774";"6.023266";"25.49802";"5.481869";"4.928551";"12.18603";"25.78227"
"333.6667";"6.11502";"25.51268";"5.480247";"4.929523";"12.28302";"25.78714";"7.572773";"41.09789";"6.11502";"25.51268";"5.480247";"4.929523";"12.28302";"25.78714"
"342.0083";"6.231551";"25.51701";"5.493058";"4.932198";"12.41429";"25.7357";"7.74401";"41.09178";"6.231551";"25.51701";"5.493058";"4.932198";"12.41429";"25.7357"
"350.35";"6.328942";"25.51687";"5.504044";"4.937759";"12.52098";"25.71064";"7.940753";"41.09306";"6.328942";"25.51687";"5.504044";"4.937759";"12.52098";"25.71064"
"358.6917";"6.437432";"25.54218";"5.540074";"4.943954";"12.62182";"25.68407";"8.12941";"41.09353";"6.437432";"25.54218";"5.540074";"4.943954";"12.62182";"25.68407"
"367.0333";"6.548985";"25.54755";"5.546567";"4.960224";"12.73153";"25.6415";"8.326039";"41.09578";"6.548985";"25.54755";"5.546567";"4.960224";"12.73153";"25.6415"
"375.375";"6.655429";"25.56709";"5.586869";"4.965157";"12.83106";"25.63331";"8.514245";"41.09745";"6.655429";"25.56709";"5.586869";"4.965157";"12.83106";"25.63331"
"383.7167";"6.777588";"25.57082";"5.59219";"4.979599";"12.95382";"25.59553";"8.709533";"41.09651";"6.777588";"25.57082";"5.59219";"4.979599";"12.95382";"25.59553"
"392.0583";"6.872122";"25.61275";"5.603776";"4.996799";"13.067";"25.58578";"8.891121";"41.1054";"6.872122";"25.61275";"5.603776";"4.996799";"13.067";"25.58578"
"400.4";"6.982759";"25.60666";"5.613389";"5.006653";"13.19203";"25.56256";"9.059402";"41.10489";"6.982759";"25.60666";"5.613389";"5.006653";"13.19203";"25.56256"
"408.7417";"7.059301";"25.62795";"5.644528";"5.021275";"13.28932";"25.54608";"9.190024";"41.15258";"7.059301";"25.62795";"5.644528";"5.021275";"13.28932";"25.54608"
"417.0833";"7.177997";"25.66137";"5.650221";"5.029522";"13.40249";"25.52304";"9.380366";"41.15243";"7.177997";"25.66137";"5.650221";"5.029522";"13.40249";"25.52304"
"425.425";"7.268218";"25.67469";"5.674418";"5.058609";"13.49467";"25.49998";"9.547942";"41.15603";"7.268218";"25.67469";"5.674418";"5.058609";"13.49467";"25.49998"
"433.7667";"7.380125";"25.66912";"5.681267";"5.065483";"13.60944";"25.48237";"9.744519";"41.15924";"7.380125";"25.66912";"5.681267";"5.065483";"13.60944";"25.48237"
"442.1083";"7.4765";"25.70037";"5.718713";"5.105671";"13.71571";"25.45949";"9.915894";"41.15898";"7.4765";"25.70037";"5.718713";"5.105671";"13.71571";"25.45949"
"450.45";"7.599517";"25.70763";"5.751372";"5.141022";"13.82319";"25.43968";"10.09738";"41.16262";"7.599517";"25.70763";"5.751372";"5.141022";"13.82319";"25.43968"
"458.7917";"7.693423";"25.72071";"5.757473";"5.150059";"13.93473";"25.42383";"10.27922";"41.16071";"7.693423";"25.72071";"5.757473";"5.150059";"13.93473";"25.42383"
"467.1333";"7.805304";"25.71778";"5.764165";"5.161312";"14.02464";"25.41576";"10.45384";"41.15788";"7.805304";"25.71778";"5.764165";"5.161312";"14.02464";"25.41576"
"475.475";"7.896783";"25.73723";"5.788349";"5.184608";"14.1355";"25.39267";"10.63055";"41.20444";"7.896783";"25.73723";"5.788349";"5.184608";"14.1355";"25.39267"
"483.8167";"8.031585";"25.75225";"5.796054";"5.192085";"14.23337";"25.37669";"10.81934";"41.20795";"8.031585";"25.75225";"5.796054";"5.192085";"14.23337";"25.37669"
"492.1583";"8.11767";"25.76155";"5.812882";"5.213169";"14.34358";"25.34204";"10.99347";"41.20272";"8.11767";"25.76155";"5.812882";"5.213169";"14.34358";"25.34204"
"500.5";"8.240675";"25.80511";"5.817549";"5.227909";"14.44232";"25.33129";"11.1871";"41.2046";"8.240675";"25.80511";"5.817549";"5.227909";"14.44232";"25.33129"
"508.8417";"8.310554";"25.83093";"5.827518";"5.262047";"14.54669";"25.3168";"11.36516";"41.20936";"8.310554";"25.83093";"5.827518";"5.262047";"14.54669";"25.3168"
"517.1833";"8.439563";"25.83753";"5.845896";"5.275257";"14.63924";"25.31118";"11.55492";"41.20636";"8.439563";"25.83753";"5.845896";"5.275257";"14.63924";"25.31118"
"525.525";"8.541004";"25.85118";"5.859368";"5.318974";"14.74817";"25.29646";"11.72181";"41.20854";"8.541004";"25.85118";"5.859368";"5.318974";"14.74817";"25.29646"
"533.8666";"8.653291";"25.87796";"5.860326";"5.329796";"14.84043";"25.29554";"11.91821";"41.20933";"8.653291";"25.87796";"5.860326";"5.329796";"14.84043";"25.29554"
"542.2083";"8.750723";"25.89092";"5.870157";"5.370319";"14.95346";"25.28032";"12.1137";"41.22858";"8.750723";"25.89092";"5.870157";"5.370319";"14.95346";"25.28032"
"550.55";"8.869357";"25.91725";"5.891503";"5.393311";"15.04634";"25.2781";"12.29257";"41.22461";"8.869357";"25.91725";"5.891503";"5.393311";"15.04634";"25.2781"
"558.8917";"8.989581";"25.94181";"5.900491";"5.426437";"15.17014";"25.259";"12.50118";"41.24038";"8.989581";"25.94181";"5.900491";"5.426437";"15.17014";"25.259"
"567.2333";"9.096004";"25.97846";"5.903805";"5.464706";"15.27344";"25.25649";"12.69699";"41.24469";"9.096004";"25.97846";"5.903805";"5.464706";"15.27344";"25.25649"
"575.575";"9.221366";"26.01179";"5.91564";"5.485275";"15.40692";"25.24599";"12.91091";"41.26826";"9.221366";"26.01179";"5.91564";"5.485275";"15.40692";"25.24599"
"583.9167";"9.34756";"26.04713";"5.948347";"5.537209";"15.55242";"25.23206";"13.15151";"41.27634";"9.34756";"26.04713";"5.948347";"5.537209";"15.55242";"25.23206"
"592.2584";"9.488146";"26.07808";"5.965329";"5.563496";"15.66269";"25.21823";"13.36899";"41.29453";"9.488146";"26.07808";"5.965329";"5.563496";"15.66269";"25.21823"
"600.6";"9.649217";"26.11292";"5.970661";"5.607151";"15.81421";"25.20588";"13.57878";"41.3115";"9.649217";"26.11292";"5.970661";"5.607151";"15.81421";"25.20588"
"608.9417";"9.809681";"26.13809";"6.001587";"5.650246";"15.96634";"25.17361";"13.85415";"41.30854";"9.809681";"26.13809";"6.001587";"5.650246";"15.96634";"25.17361"
"617.2833";"9.983811";"26.17768";"6.011259";"5.693447";"16.12575";"25.15925";"14.14276";"41.32643";"9.983811";"26.17768";"6.011259";"5.693447";"16.12575";"25.15925"
"625.625";"10.14366";"26.22277";"6.052968";"5.748089";"16.29958";"25.13841";"14.43946";"41.3107";"10.14366";"26.22277";"6.052968";"5.748089";"16.29958";"25.13841"
"633.9667";"10.33401";"26.25448";"6.083405";"5.793701";"16.47557";"25.13094";"14.73606";"41.33112";"10.33401";"26.25448";"6.083405";"5.793701";"16.47557";"25.13094"
"642.3083";"10.54408";"26.28185";"6.101973";"5.841381";"16.64865";"25.10376";"15.04297";"41.31314";"10.54408";"26.28185";"6.101973";"5.841381";"16.64865";"25.10376"
"650.65";"10.74926";"26.32523";"6.158751";"5.901047";"16.85692";"25.0985";"15.38255";"41.3436";"10.74926";"26.32523";"6.158751";"5.901047";"16.85692";"25.0985"
"658.9916";"10.9872";"26.36168";"6.202549";"5.958187";"17.05468";"25.06842";"15.74805";"41.33508";"10.9872";"26.36168";"6.202549";"5.958187";"17.05468";"25.06842"
"667.3333";"11.21447";"26.41489";"6.244971";"6.008091";"17.26612";"25.05972";"16.10959";"41.32352";"11.21447";"26.41489";"6.244971";"6.008091";"17.26612";"25.05972"
"675.675";"11.44517";"26.45776";"6.288719";"6.092934";"17.50219";"25.03439";"16.49812";"41.31668";"11.44517";"26.45776";"6.288719";"6.092934";"17.50219";"25.03439"
"684.0167";"11.69296";"26.49564";"6.333919";"6.169796";"17.72952";"25.01456";"16.89153";"41.31261";"11.69296";"26.49564";"6.333919";"6.169796";"17.72952";"25.01456"
"692.3583";"11.96381";"26.54367";"6.4024";"6.244755";"17.96468";"24.98317";"17.28655";"41.30755";"11.96381";"26.54367";"6.4024";"6.244755";"17.96468";"24.98317"
"700.7";"12.22874";"26.59766";"6.453172";"6.349564";"18.20704";"24.97807";"17.68854";"41.30893";"12.22874";"26.59766";"6.453172";"6.349564";"18.20704";"24.97807"
"709.0417";"12.49781";"26.65115";"6.520307";"6.429104";"18.44792";"24.95807";"18.10466";"41.31313";"12.49781";"26.65115";"6.520307";"6.429104";"18.44792";"24.95807"
"717.3834";"12.81071";"26.69543";"6.611137";"6.529087";"18.70897";"24.93644";"18.54666";"41.3176";"12.81071";"26.69543";"6.611137";"6.529087";"18.70897";"24.93644"
"725.725";"13.08856";"26.77117";"6.674317";"6.627998";"18.98435";"24.92226";"18.99105";"41.32493";"13.08856";"26.77117";"6.674317";"6.627998";"18.98435";"24.92226"
"734.0667";"13.40005";"26.83562";"6.74588";"6.752167";"19.24338";"24.91704";"19.45075";"41.29699";"13.40005";"26.83562";"6.74588";"6.752167";"19.24338";"24.91704"
"742.4083";"13.70608";"26.89993";"6.838907";"6.865463";"19.55413";"24.89687";"19.93621";"41.31194";"13.70608";"26.89993";"6.838907";"6.865463";"19.55413";"24.89687"
"750.75";"14.04683";"26.96794";"6.910042";"7.0005";"19.84451";"24.90134";"20.43592";"41.28982";"14.04683";"26.96794";"6.910042";"7.0005";"19.84451";"24.90134"
"759.0917";"14.39578";"27.03332";"7.029791";"7.140877";"20.15603";"24.88611";"20.93107";"41.30559";"14.39578";"27.03332";"7.029791";"7.140877";"20.15603";"24.88611"
"767.4333";"14.74571";"27.10692";"7.114545";"7.279263";"20.4634";"24.88349";"21.44894";"41.29165";"14.74571";"27.10692";"7.114545";"7.279263";"20.4634";"24.88349"
"775.775";"15.11976";"27.18251";"7.233528";"7.423805";"20.79588";"24.87501";"21.98238";"41.30382";"15.11976";"27.18251";"7.233528";"7.423805";"20.79588";"24.87501"
"784.1166";"15.50783";"27.26297";"7.341436";"7.597176";"21.14584";"24.87174";"22.56576";"41.29298";"15.50783";"27.26297";"7.341436";"7.597176";"21.14584";"24.87174"
"792.4583";"15.90645";"27.36904";"7.482946";"7.774677";"21.49773";"24.86596";"23.13144";"41.28741";"15.90645";"27.36904";"7.482946";"7.774677";"21.49773";"24.86596"
"800.8";"16.35969";"27.47449";"7.647696";"7.971848";"21.88683";"24.86997";"23.75378";"41.28772";"16.35969";"27.47449";"7.647696";"7.971848";"21.88683";"24.86997"
"809.1417";"16.84902";"27.59961";"7.834398";"8.18335";"22.28594";"24.90877";"24.43055";"41.28839";"16.84902";"27.59961";"7.834398";"8.18335";"22.28594";"24.90877"
"817.4833";"17.34867";"27.73327";"8.028581";"8.426798";"22.73701";"24.9642";"25.10718";"41.29763";"17.34867";"27.73327";"8.028581";"8.426798";"22.73701";"24.9642"
"825.825";"17.86646";"27.86374";"8.233396";"8.709219";"23.21143";"25.01972";"25.84121";"41.3149";"17.86646";"27.86374";"8.233396";"8.709219";"23.21143";"25.01972"
"834.1667";"18.42528";"28.00892";"8.463154";"8.968052";"23.73026";"25.05596";"26.62082";"41.31065";"18.42528";"28.00892";"8.463154";"8.968052";"23.73026";"25.05596"
"842.5084";"19.02105";"28.16747";"8.735536";"9.27911";"24.24097";"25.13451";"27.40126";"41.31307";"19.02105";"28.16747";"8.735536";"9.27911";"24.24097";"25.13451"
"850.85";"19.64412";"28.35119";"9.050007";"9.607586";"24.81889";"25.19204";"28.24735";"41.31925";"19.64412";"28.35119";"9.050007";"9.607586";"24.81889";"25.19204"
"859.1917";"20.33707";"28.52696";"9.398346";"9.959309";"25.42264";"25.24721";"29.16445";"41.33762";"20.33707";"28.52696";"9.398346";"9.959309";"25.42264";"25.24721"
"867.5333";"21.08377";"28.70932";"9.79683";"10.34815";"26.0768";"25.32164";"30.11102";"41.34013";"21.08377";"28.70932";"9.79683";"10.34815";"26.0768";"25.32164"
"875.875";"21.86064";"28.91124";"10.24786";"10.73804";"26.79695";"25.41722";"31.11957";"41.35619";"21.86064";"28.91124";"10.24786";"10.73804";"26.79695";"25.41722"
"884.2167";"22.71354";"29.11455";"10.75159";"11.14399";"27.57021";"25.52427";"32.14674";"41.37053";"22.71354";"29.11455";"10.75159";"11.14399";"27.57021";"25.52427"
"892.5583";"23.6248";"29.34499";"11.31363";"11.56947";"28.41433";"25.61585";"33.28052";"41.38363";"23.6248";"29.34499";"11.31363";"11.56947";"28.41433";"25.61585"
"900.9";"24.58673";"29.57769";"11.95828";"12.00321";"29.33821";"25.7487";"34.47006";"41.40337";"24.58673";"29.57769";"11.95828";"12.00321";"29.33821";"25.7487"
"909.2416";"25.63526";"29.81413";"12.68363";"12.51417";"30.33386";"25.85102";"35.71156";"41.41947";"25.63526";"29.81413";"12.68363";"12.51417";"30.33386";"25.85102"
"917.5833";"26.78465";"30.06108";"13.58006";"12.82832";"31.38213";"25.95544";"37.01197";"41.44806";"26.78465";"30.06108";"13.58006";"12.82832";"31.38213";"25.95544"
"925.925";"27.95318";"30.25731";"14.54408";"13.21497";"32.51022";"26.07815";"38.35561";"41.49557";"27.95318";"30.25731";"14.54408";"13.21497";"32.51022";"26.07815"
"934.2667";"29.20177";"30.44472";"15.49437";"13.5733";"33.6717";"26.16083";"39.74673";"41.52265";"29.20177";"30.44472";"15.49437";"13.5733";"33.6717";"26.16083"
