sub_id,sexo,talla_cm,masa_kg,r_ang,rmse_crudo,rmse_cal,rmsenorm_crudo,rmsenorm_cal
40,M,183.6,136.136570143127,0.434890230016386,24.6665126952329,17.3871896000896,5.99169171242082,5.86170216066058
37,M,186.6,90.3777449015748,0.364507070231268,20.2069292786643,12.9961442714742,4.404430535557,3.72832534043666
43,M,179,61.0226744015572,0.237918415352631,25.3192973063113,20.3548777330292,5.23316940464494,5.43406054967183
46,F,165,64.6102763234205,0.23294175660329,22.0761653716856,17.3903925365375,4.59021821027258,4.52159097627179
19,F,169,63.2347601966772,0.0417140717817732,19.3977708676145,15.4850832644832,4.22549779750547,4.41310445630196
28,M,172.5,103.593135418738,0.43540402211779,26.9774494270454,20.4256833678852,5.53376127531048,4.69836903984262
