sub_id,sexo,talla_cm,masa_kg,r_ang,rmse_crudo,rmse_cal,rmsenorm_crudo,rmsenorm_cal
40,M,183.6,136.136570143127,0.313725389349526,33.8842377289641,15.2990663903369,12.7639072195587,3.29939066818821
37,M,186.6,90.3777449015748,0.397120913442203,33.427387674062,12.7764152513691,12.4025550644446,2.61648048500872
43,M,179,61.0226744015572,0.238216461665333,35.6935330420648,20.2246607188499,12.5372408864195,4.23034664475886
46,F,165,64.6102763234205,0.188870938282059,31.185109851919,17.6519745205627,11.0130326238989,3.65839713321746
19,F,169,63.2347601966772,0.411438346436395,32.0931747914953,13.6899686296196,11.4863958523816,2.89340580326261
28,M,172.5,103.593135418738,0.243257795752147,35.3668261212987,20.9482522882135,11.7806659766517,4.20205194724583
