"Time (ms)";"Trajectory 1"
"0";"0"
"8";"1.292029"
"17";"2.586343"
"25";"3.885146"
"33";"5.186002"
"42";"6.482936"
"50";"7.767919"
"58";"9.033782"
"67";"10.27648"
"75";"11.49508"
"83";"12.69068"
"92";"13.86547"
"100";"15.02175"
"108";"16.16096"
"117";"17.28337"
"125";"18.38863"
"133";"19.47634"
"142";"20.54678"
"150";"21.60133"
"158";"22.64165"
"167";"23.66862"
"175";"24.68206"
"184";"25.68044"
"192";"26.66063"
"200";"27.61866"
"209";"28.55164"
"217";"29.45902"
"225";"30.34196"
"234";"31.20191"
"242";"32.04004"
"250";"32.85709"
"259";"33.65363"
"267";"34.43033"
"275";"35.18821"
"284";"35.92877"
"292";"36.65339"
"300";"37.3625"
"309";"38.05525"
"317";"38.72987"
"325";"39.38445"
"334";"40.01771"
"342";"40.62889"
"350";"41.21739"
"359";"41.78335"
"367";"42.32863"
"375";"42.85703"
"384";"43.37323"
"392";"43.88118"
"400";"44.38295"
"409";"44.87911"
"417";"45.36988"
"425";"45.85614"
"434";"46.33931"
"442";"46.8203"
"450";"47.2986"
"459";"47.77308"
"467";"48.24358"
"475";"48.71057"
"484";"49.17399"
"492";"49.63368"
"500";"50.09023"
"509";"50.54451"
"517";"50.99672"
"526";"51.4459"
"534";"51.89019"
"542";"52.32796"
"551";"52.75912"
"559";"53.1858"
"567";"53.61237"
