"Time (ms)";"Trajectory 1"
"0";"0"
"8";"1.117298"
"17";"2.240091"
"25";"3.368074"
"33";"4.496952"
"42";"5.623352"
"50";"6.745533"
"58";"7.860714"
"67";"8.96476"
"75";"10.05501"
"83";"11.13181"
"92";"12.19702"
"100";"13.25287"
"108";"14.3025"
"117";"15.34924"
"125";"16.39418"
"133";"17.43579"
"142";"18.47154"
"150";"19.49812"
"158";"20.51085"
"167";"21.50366"
"175";"22.46973"
"184";"23.40332"
"192";"24.30215"
"200";"25.16756"
"209";"26.00251"
"217";"26.81095"
"225";"27.5985"
"234";"28.37252"
"242";"29.14094"
"250";"29.90931"
"259";"30.67781"
"267";"31.44191"
"275";"32.19588"
"284";"32.93546"
"292";"33.6581"
"300";"34.36221"
"309";"35.04672"
"317";"35.71102"
"325";"36.35417"
"334";"36.97351"
"342";"37.56596"
"350";"38.13125"
"359";"38.67179"
"367";"39.19002"
"375";"39.68851"
"384";"40.17178"
"392";"40.64564"
"400";"41.11423"
"409";"41.57859"
"417";"42.03897"
"425";"42.49725"
"434";"42.95596"
"442";"43.41681"
"450";"43.88052"
"459";"44.34664"
"467";"44.81353"
"475";"45.27951"
"484";"45.74393"
"492";"46.20795"
"500";"46.67356"
"509";"47.14132"
"517";"47.60999"
"526";"48.07804"
"534";"48.54409"
"542";"49.00666"
"551";"49.46547"
"559";"49.92263"
