frame,t_s,cadera_y_mm,cadera_z_mm,rodilla_y_mm,rodilla_z_mm,tobillo_y_mm,tobillo_z_mm,Force_Fx1_N_Nm,Force_Fy1_N_Nm,Force_Fz1_N_Nm,Moment_Mx1_N_Nm,Moment_My1_N_Nm,Moment_Mz1_N_Nm,Force_Fx2_N_Nm,Force_Fy2_N_Nm,Force_Fz2_N_Nm,Moment_Mx2_N_Nm,Moment_My2_N_Nm,Moment_Mz2_N_Nm,Force_Fx3_N_Nm,Force_Fy3_N_Nm,Force_Fz3_N_Nm,Moment_Mx3_N_Nm,Moment_My3_N_Nm,Moment_Mz3_N_Nm,Force_Fx4_N_Nm,Force_Fy4_N_Nm,Force_Fz4_N_Nm,Moment_Mx4_N_Nm,Moment_My4_N_Nm,Moment_Mz4_N_Nm,Force_Fx5_N_Nm,Force_Fy5_N_Nm,Force_Fz5_N_Nm,Moment_Mx5_N_Nm,Moment_My5_N_Nm,Moment_Mz5_N_Nm
395,3.95,-2219.5833,923.5514,-2042.46,475.018,-2075.2844,14.821264,5.565078381322018e-21,1.0695154009755568e-21,-4.135668414889812e-20,-4.038624037789488e-18,-1.6867097773211666e-18,-6.057415966874089e-19,2.2197542876066858e-13,2.8488853799895493e-13,-2.7641784911339175e-12,-6.628276330578054e-11,6.811015501595464e-11,9.573106109911356e-12,5.840688562393188,0.12454822435975074,0.7231334269046783,73.47132720947266,-85.73134689331054,269.5724578857422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,3.97,-2187.149,929.98804,-2034.61,472.232,-2073.7053,14.557733,1.2699488344423616e-20,1.597164540162313e-22,-5.84537073716205e-20,-5.866666411559348e-18,-3.296962878392781e-18,-1.26007192731279e-18,3.287661511303455e-13,9.881484519524975e-13,-6.497514245390468e-12,-7.971585405663895e-11,1.795852661024e-10,3.0040647920615005e-11,5.2974871635437015,0.19377716034650802,0.6269581496715546,69.60695419311523,-101.41232070922851,248.01427612304687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,3.98,-2174.3027,932.62427,-2032.0602,475.047,-2076.6956,16.043623,1.6129867979330178e-20,-1.2297928679395767e-21,-5.1680371237472705e-20,-5.347557885777303e-18,-3.840758899069685e-18,-1.5236698936475506e-18,3.059073122851225e-13,1.4673871818159101e-12,-8.371751816088623e-12,-5.6313347387981774e-11,2.4326860803558505e-10,4.33024387180847e-11,4.971377658843994,0.2262355849146843,0.5748250961303711,63.5471134185791,-104.01601104736328,233.3872283935547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,3.99,-2157.8274,934.9565,-2028.19,473.95,-2076.6277,16.270643,1.782956015603256e-20,-3.5517569595197486e-21,-2.2598528987437352e-20,-2.6916184266270956e-18,-3.714809173677487e-18,-1.5667437627428434e-18,1.6726250443824426e-13,1.94692597547258e-12,-9.436235300086526e-12,6.5167172954563524e-12,2.921235142672174e-10,5.574220113269135e-11,4.631706237792969,0.2542389199137688,0.5330420672893524,57.3984073638916,-102.99847793579102,218.5755874633789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,4.0,-2142.4204,937.9169,-2020.6599,472.102,-2073.927,16.03295,1.5641915832351638e-20,-6.970956691070097e-21,4.088649239362053e-20,3.29958525871572e-18,-2.3258975587073927e-18,-1.1679291562736957e-18,-1.5372930784458122e-13,2.279356694709356e-12,-8.598993305602987e-12,1.2662945830799188e-10,2.971105417248765e-10,6.275296324242951e-11,4.291008377075196,0.27626188695430753,0.5033381104469299,53.09090805053711,-98.78378601074219,204.452685546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,4.03,-2103.3005,944.73486,-2002.65,474.325,-2076.1023,17.61866,-4.724840730877777e-20,-2.1673106247931062e-20,5.49447990706114e-19,5.2780666410400704e-17,1.7368552693078666e-17,5.817655712111397e-18,-2.8661219231285174e-12,-5.524905152245931e-13,2.242116986864162e-11,9.57724549666139e-10,-4.448908616505598e-10,-3.6034042192971664e-11,3.38558886051178,0.32074369490146637,0.5214277148246765,54.74558715820312,-75.91631393432617,166.11383056640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,4.04,-2089.5144,946.8739,-2000.1199,472.487,-2074.1902,16.714294,-9.910849128914586e-20,-2.4700471613836358e-20,8.255577152104716e-19,8.022582761191807e-17,3.1407059543242585e-17,1.1090608358645196e-17,-4.393808537492272e-12,-4.235730277808714e-12,4.875714589014368e-11,1.3577516666529733e-09,-1.1530954968641538e-09,-1.5017571144970708e-10,3.155591368675232,0.3258776217699051,0.5424500405788422,55.35792083740235,-69.42462539672852,153.14610443115234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,4.05,-2073.6,949.1473,-2000.2802,474.122,-2073.4053,17.357836,-1.6938243836191294e-19,-2.2977217875931998e-20,1.1079588513768157e-18,1.088612375256837e-16,4.902009952843171e-17,1.792364266560809e-17,-6.009868384199146e-12,-1.0090122314065919e-11,8.492861067188606e-11,1.7170968313884317e-09,-2.1744618439178966e-09,-3.257754122021339e-10,2.9659515619277954,0.3222034364938736,0.5630711555480957,55.77943229675293,-65.84957580566406,139.15577087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,4.07,-2048.2634,951.41693,-1991.15,475.16,-2074.142,18.567375,-3.3971981796692713e-19,1.1579077288771303e-20,1.3140291254647771e-18,1.3365962193735635e-16,8.435903340414179e-17,3.285832377429298e-17,-7.559195500453365e-12,-2.878285717405893e-11,1.7513099720423143e-10,1.6352650122897217e-09,-4.97191767756533e-09,-8.605590129384666e-10,2.6978732347488403,0.28692919611930845,0.6052253365516662,60.629770278930664,-62.349030303955075,107.19186782836914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,4.08,-2034.4213,952.3149,-1987.57,475.22,-2074.7983,19.101913,-4.020830348837707e-19,5.491365901634653e-20,9.062487496951978e-19,9.76816017029429e-17,8.987026386336375e-17,3.668192645114995e-17,-5.73490985603109e-12,-4.017381323440095e-11,2.1070696160085943e-10,6.429294749366044e-10,-6.32108685394428e-09,-1.1665893917545133e-09,2.611426830291748,0.2580102100968361,0.6322830438613891,64.05001258850098,-60.36311569213867,90.91682662963868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,4.09,-2020.494,953.481,-1985.92,476.715,-2073.5337,19.554932,-3.9945949973914863e-19,1.2222838134175448e-19,-1.6544640281465593e-19,-2.3317234227808767e-18,7.290339520426062e-17,3.2816160558673805e-17,-4.2286053944431275e-13,-4.9940899332634456e-11,2.1495946966876288e-10,-1.4838391765303882e-09,-6.996597212705069e-09,-1.4021129035590719e-09,2.5505149602890014,0.22375889718532563,0.6518076181411743,66.05106811523437,-58.54496421813965,75.99977340698243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,4.1,-2005.0109,953.67114,-1984.69,476.455,-2073.5496,20.152426,-2.71332323489512e-19,2.1542017055522617e-19,-2.1974940744063604e-18,-1.9600471704337863e-16,1.7472472137896253e-17,1.519554093141622e-17,1.0032151585154248e-11,-5.3543622660634504e-11,1.5702036129661144e-10,-5.160536176163078e-09,-6.1547001717343616e-09,-1.428057527785853e-09,2.5107301235198975,0.18571648895740508,0.6512171864509583,65.34624099731445,-57.02214660644531,62.981702423095705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,4.11,-1992.5503,953.7498,-1975.95,476.786,-2073.8367,21.035736,6.126891722783599e-20,3.302062172865593e-19,-5.470290933241951e-18,-5.12070994229685e-16,-9.564724329972509e-17,-2.3732832287547587e-17,2.7263298736646123e-11,-4.4055376707818897e-11,-3.953192287409202e-12,-1.0717384135716657e-08,-2.6227836208425615e-09,-1.0386630777681206e-09,2.4867029905319216,0.14552517980337143,0.6349696457386017,62.0613395690918,-55.628672409057614,51.94050750732422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,4.12,-1977.9287,953.91864,-1969.01,478.043,-2071.5864,21.687412,6.888601193417034e-19,4.516114847716942e-19,-1.014669709338348e-17,-9.686832315098557e-16,-2.8605463460962157e-16,-9.208667446236488e-17,5.23579436750854e-11,-1.2045087551069284e-11,-3.156122904690584e-10,-1.8217160935307675e-08,5.049814688629084e-09,3.807791582044473e-11,2.4718391418457033,0.1047458216547966,0.6090830147266388,57.23499641418457,-54.35866241455078,42.41857833862305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,4.13,-1966.719,952.7195,-1963.28,476.491,-2079.6174,24.195862,1.6965199842896807e-18,5.484911185132703e-19,-1.6110964199779187e-17,-1.5578378714753112e-15,-5.680395803101516e-16,-1.9658138501480325e-16,8.500769602126645e-11,5.388150463997432e-11,-8.241650584217553e-10,-2.7183487816273554e-08,1.8407405733000813e-08,2.119160658065056e-09,2.4642800092697144,0.0631137739866972,0.5640616834163665,51.71185646057129,-52.88998031616211,33.84081382751465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,4.14,-1952.1552,951.9186,-1958.2,476.561,-2073.0618,24.138302,3.1325560167183755e-18,5.678638487255059e-19,-2.274147491428705e-17,-2.223157338187003e-15,-9.411720566632453e-16,-3.391384448474217e-16,1.2228628179511425e-10,1.654251312321886e-10,-1.558783524480134e-09,-3.6238779443920065e-08,3.8700697402305197e-08,5.511390011037065e-09,2.464075207710266,0.0205069494782947,0.4866236984729767,45.62826843261719,-49.60850143432617,25.727056884765624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,4.16,-1926.7651,949.816,-1946.27,475.67,-2068.2861,24.136593,6.981478361253346e-18,3.1250246839363916e-20,-3.124397129018265e-17,-3.142123139706688e-15,-1.7987995384970808e-15,-6.896875405190581e-16,1.7632959398161675e-10,5.516107570713302e-10,-3.5766777761736533e-09,-4.2049588344639234e-08,9.932505591336849e-08,1.6717875261917924e-08,2.4776916027069094,-0.06155599281191826,0.23102009743452073,30.017811584472657,-33.73110389709473,9.585187864303588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,4.17,-1913.6031,948.67145,-1940.84,475.433,-2069.19,24.71337,8.762416707566706e-18,-7.546173746341256e-19,-2.6711972625660368e-17,-2.777930990232745e-15,-2.065512330604361e-15,-8.230834136019961e-16,1.5943622394543054e-10,8.099716009013491e-10,-4.555080979073978e-09,-2.787733635045697e-08,1.3307025668041205e-07,2.3834618367857276e-08,2.4868186712265015,-0.09539680406451226,0.061332289854181,19.272397899627684,-21.336462020874023,1.5753750026226043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,4.18,-1899.2952,947.45856,-1935.87,475.544,-2068.8647,25.125067,9.525240021485147e-18,-2.0496592489768137e-18,-9.676429343472054e-18,-1.2145041528420946e-15,-1.947760605485794e-15,-8.288604430000665e-16,7.749726086553332e-11,1.0626753477183115e-09,-5.053855556269582e-09,8.254422478870538e-09,1.5767540446631755e-07,3.032636772815067e-08,2.4936413288116457,-0.12137289494276046,-0.10700030997395515,5.943938893079758,-7.815513396263123,-6.09233660697937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
