frame,t_s,cadera_y_mm,cadera_z_mm,rodilla_y_mm,rodilla_z_mm,tobillo_y_mm,tobillo_z_mm,Force_Fx1_N_Nm,Force_Fy1_N_Nm,Force_Fz1_N_Nm,Moment_Mx1_N_Nm,Moment_My1_N_Nm,Moment_Mz1_N_Nm,Force_Fx2_N_Nm,Force_Fy2_N_Nm,Force_Fz2_N_Nm,Moment_Mx2_N_Nm,Moment_My2_N_Nm,Moment_Mz2_N_Nm,Force_Fx3_N_Nm,Force_Fy3_N_Nm,Force_Fz3_N_Nm,Moment_Mx3_N_Nm,Moment_My3_N_Nm,Moment_Mz3_N_Nm,Force_Fx4_N_Nm,Force_Fy4_N_Nm,Force_Fz4_N_Nm,Moment_Mx4_N_Nm,Moment_My4_N_Nm,Moment_Mz4_N_Nm,Force_Fx5_N_Nm,Force_Fy5_N_Nm,Force_Fz5_N_Nm,Moment_Mx5_N_Nm,Moment_My5_N_Nm,Moment_Mz5_N_Nm
296,2.96,-2068.0146,756.05786,-1888.43,395.187,-1841.1011,-2.5216844,8.90039367848575e-21,-9.887182102184509e-21,6.657898329839841e-20,2.1344498991448083e-18,-1.0094854127518149e-17,-1.6666891010254818e-18,2.659157914480445e-13,4.178396994722333e-13,-3.974698716859015e-12,-3.165006340344334e-10,9.762086208842114e-11,-8.710975170356238e-12,3.4697298765182496,1.7774386882781983,-0.5477051615715027,-290.4642395019531,31.258562088012695,671.0359252929687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,2.97,-2052.8237,759.1928,-1877.67,395.589,-1841.3147,-3.020747,-2.2353639031842245e-21,-1.7294198362271873e-20,1.6642856734719811e-19,6.1279180490673286e-18,-2.1726113855664536e-17,-2.1092739385886e-18,2.960749321493511e-13,6.754791441899305e-13,-5.208780325463569e-12,-3.8597291196484915e-10,1.3653368297061873e-10,-2.3429485551651995e-12,3.5091546058654783,1.8621011972427368,-0.5171522438526154,-292.46222534179685,27.644975662231445,690.8086669921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2.98,-2039.7847,760.9045,-1864.19,396.853,-1840.8853,-3.1312063,-2.319094478644758e-20,-2.6364492111298528e-20,3.0924376742914925e-19,1.2002519314729684e-17,-3.764189933051979e-17,-2.3198782584476635e-18,2.6350687311414015e-13,9.682025363735857e-13,-6.0031745633543075e-12,-4.021286165167837e-10,1.7011622388540816e-10,1.0755877156813642e-11,3.534728455543518,1.9511780738830566,-0.47956980764865875,-295.3613525390625,25.49432506561279,709.0176574707032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,3.05,-1947.4702,781.7296,-1819.73,400.151,-1843.6599,-1.0217304,-2.6633016070012956e-19,1.6665726727693255e-19,-7.957950213555503e-19,-2.033577153876721e-17,1.43578160035767e-16,3.3359069138630534e-17,-5.586627514764242e-12,-7.404887770665058e-12,7.838745902377653e-11,6.430021137759923e-09,-1.8690388459141617e-09,2.3106387775362335e-10,3.3639679193496703,2.144770956039429,-0.4320418804883957,-274.6505523681641,33.706888580322264,734.3992980957031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,3.06,-1935.1245,785.01404,-1815.03,400.586,-1844.941,-0.78033376,-8.8278744310658e-20,3.168935621683732e-19,-2.686832318243833e-18,-9.490444073448063e-17,3.6856745845831563e-16,4.450073240817148e-17,-6.652368196233271e-12,-1.2779332713569458e-11,1.081010218839662e-10,8.289342279255151e-09,-2.7502115917954485e-09,1.3653043348660355e-10,3.324148726463318,2.115358519554138,-0.4632601082324982,-277.3941650390625,31.784188270568848,723.2261352539062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,3.14,-1840.3062,802.1713,-1786.82,401.375,-1847.0201,0.3479692,6.955829144819302e-18,-2.643326350676058e-18,4.9547949378394726e-18,-4.4837495833515295e-17,-1.6530142018449266e-15,-6.52771626510185e-16,1.1454652851239366e-10,1.2594583639891076e-10,-1.5108102324745688e-09,-1.2770601003353478e-07,3.48949763306905e-08,-5.64318738405234e-09,3.0173428297042846,1.8878031253814698,-0.5223611950874328,-312.4992645263672,52.31473236083984,649.9814819335937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,3.15,-1828.6515,803.01746,-1784.76,400.816,-1846.265,-0.05727591,4.358465395072483e-18,-5.622389926427996e-18,3.983303625308498e-17,1.3082833463712225e-15,-5.901091730404194e-15,-9.159528682686102e-16,1.4454094726668032e-10,2.354200459575573e-10,-2.1914033254688546e-09,-1.733621857624712e-07,5.4161715112854836e-08,-4.444556256366638e-09,2.9898178815841674,1.8758566737174989,-0.5289582192897797,-310.2138336181641,59.78769798278809,645.76962890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,3.16,-1816.65,803.89465,-1781.35,400.939,-1846.4099,0.23117162,-2.0322532789651818e-18,-9.68103626385512e-18,9.53561931837534e-17,3.535346898755475e-15,-1.2340424279097323e-14,-1.145385193974431e-15,1.5832307825869307e-10,3.7569375943569126e-10,-2.8393181805697056e-09,-2.08708802063029e-07,7.492851068491291e-08,-7.459734441273014e-10,2.969199514389038,1.871071207523346,-0.5233979463577271,-307.0803649902344,67.59480361938476,642.0951721191407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,3.17,-1804.7826,804.2472,-1777.7,400.639,-1846.5507,0.45440638,-1.3827682913852221e-17,-1.4588010292990346e-17,1.7390554009924125e-16,6.775146807445095e-15,-2.105556922798969e-14,-1.2385591358097593e-15,1.3634946019469575e-10,5.326286856011109e-10,-3.2241692649037645e-09,-2.131309585706731e-07,9.221500505418589e-08,6.672535590723783e-09,2.952031445503235,1.8736709117889405,-0.5099172472953797,-304.42890014648435,74.60107116699218,638.8424926757813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,3.18,-1794.3375,803.69086,-1774.41,399.575,-1845.6786,0.33665633,-3.249516468473036e-17,-1.963255909908998e-17,2.7301768714412357e-16,1.0985541293371918e-14,-3.150996190994003e-14,-1.0381981402300525e-15,5.164666207722879e-11,6.73613453905375e-10,-2.9791868527695444e-09,-1.5608472523354066e-07,9.741301028043381e-08,1.9036490517265746e-08,2.934641623497009,1.8817629098892212,-0.4992601811885834,-302.3567687988281,80.14260559082031,635.7543212890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
