frame,t_s,cadera_y_mm,cadera_z_mm,rodilla_y_mm,rodilla_z_mm,tobillo_y_mm,tobillo_z_mm,Force_Fx1_N_Nm,Force_Fy1_N_Nm,Force_Fz1_N_Nm,Moment_Mx1_N_Nm,Moment_My1_N_Nm,Moment_Mz1_N_Nm,Force_Fx2_N_Nm,Force_Fy2_N_Nm,Force_Fz2_N_Nm,Moment_Mx2_N_Nm,Moment_My2_N_Nm,Moment_Mz2_N_Nm,Force_Fx3_N_Nm,Force_Fy3_N_Nm,Force_Fz3_N_Nm,Moment_Mx3_N_Nm,Moment_My3_N_Nm,Moment_Mz3_N_Nm,Force_Fx4_N_Nm,Force_Fy4_N_Nm,Force_Fz4_N_Nm,Moment_Mx4_N_Nm,Moment_My4_N_Nm,Moment_Mz4_N_Nm,Force_Fx5_N_Nm,Force_Fy5_N_Nm,Force_Fz5_N_Nm,Moment_Mx5_N_Nm,Moment_My5_N_Nm,Moment_Mz5_N_Nm
311,3.11,-2023.6879,841.36566,-1904.79,458.986,-1943.3425,6.0530176,8.080198783920317e-21,1.9372220777222595e-21,-4.099491283058893e-20,-2.192827204108397e-18,5.715071709033745e-18,-1.8332599318058115e-19,3.0785349584231544e-13,1.0409181546225388e-12,-5.63831962889505e-12,-8.09882733099343e-10,1.3842244295236837e-10,-1.3980309531563817e-11,0.21614878624677658,0.22613523453474044,0.20687487572431565,53.72575378417969,125.7629508972168,-4.287806987762451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,3.12,-2013.237,843.0045,-1899.3,458.965,-1943.1665,6.194495,1.0527996418569283e-20,1.4946741694114067e-21,-4.498282972747664e-20,-2.4610489342914494e-18,5.999871441501825e-18,-4.082382357482638e-19,2.7813161658767765e-13,1.2203296966689648e-12,-5.6258186043739444e-12,-7.693870651692691e-10,1.4164536626948277e-10,-2.61581751810451e-12,0.2079550579190254,0.23758921176195144,0.1759605810046196,53.691592407226565,124.53387222290038,-3.2703091144561767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,3.13,-2002.8489,844.7416,-1893.86,459.095,-1942.6665,6.392435,1.2043188625360482e-20,1.741762614716136e-22,-3.8879870488545084e-20,-2.224409952512407e-18,4.705546616427946e-18,-7.196577673618842e-19,1.3470195858527548e-13,1.1931989467653393e-12,-3.8688474732900825e-12,-4.5371715967634783e-10,1.042848050969436e-10,2.0278438910698027e-11,0.2032815396785736,0.24633747488260269,0.17086761444807053,54.106103134155276,121.73651351928712,-1.40038623213768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,3.14,-1992.4056,846.27057,-1888.47,458.702,-1942.3364,6.511213,1.1279062359159367e-20,-2.4460564659076703e-21,-1.5043385389449316e-20,-1.0793792015737254e-18,7.405861986088094e-19,-1.1033046059229519e-18,-1.8556174735246377e-13,7.729775722492907e-13,7.376441932315306e-13,2.9957396077695544e-10,-4.493785985687504e-13,5.85314387235858e-11,0.1978196233510971,0.25133688747882843,0.19294529110193254,55.089514923095706,117.50042114257812,1.170532801002264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,3.15,-1982.0039,847.7635,-1882.66,458.294,-1942.4457,6.5920997,6.320073046119785e-21,-6.785526829594324e-21,3.591960732255567e-20,1.4785964130028738e-18,-7.194008233501342e-18,-1.5091782683420503e-18,-7.508926287832715e-13,-2.818529040531353e-13,9.463878595725173e-12,1.6714454265098766e-09,-2.0387782920239239e-10,1.148551032059686e-10,0.19006312340497972,0.2518499106168747,0.2419808566570282,55.88427734375,114.05349502563476,3.6489465475082397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,3.16,-1971.5957,849.26465,-1877.52,458.144,-1943.0743,6.8457546,-5.2649719520492306e-21,-1.3130101203757033e-20,1.239112111508643e-19,5.99502457670257e-18,-2.0400447405335208e-17,-1.8332497135403073e-18,-1.6184349108279429e-12,-2.2452698988234545e-12,2.3509902184748466e-11,3.82310496593874e-09,-5.364804767094e-10,1.889549641753696e-10,0.1827412113547325,0.24674635976552964,0.3051689833402634,56.10664939880371,112.83825073242187,5.237984848022461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,3.17,-1962.2563,850.4123,-1872.4,457.875,-1944.1155,7.043047,-2.616073426197199e-20,-2.14178612522345e-20,2.5677338636166524e-19,1.2927007386591918e-17,-3.978612220833567e-17,-1.898516941867974e-18,-2.8061802230874843e-12,-5.369958254106133e-12,4.356976932018419e-11,6.827719678526023e-09,-1.0177160114643869e-09,2.7478386510626506e-10,0.18009634017944337,0.2358780473470688,0.3564157098531723,55.91259574890137,114.03951797485351,6.093379402160645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,3.18,-1951.7367,851.5814,-1867.31,457.332,-1944.5314,7.169398,-5.871769172435913e-20,-3.0929984316609694e-20,4.359286495907534e-19,2.241903461755796e-17,-6.521156477998844e-17,-1.4406568287665385e-18,-4.250479937635554e-12,-9.789394208453705e-12,6.914029661297949e-11,1.0564804853174792e-08,-1.639628166572038e-09,3.5697579614524244e-10,0.18293768167495728,0.22343714386224747,0.3784789741039276,55.3371467590332,117.32917785644531,6.6997113704681395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,3.19,-1941.1897,852.7017,-1863.47,457.159,-1944.5739,7.346589,-1.0391287131665778e-19,-3.989224133061225e-20,6.498842813618179e-19,3.3963487034372825e-17,-9.45455389780947e-17,-1.0703404284143571e-19,-5.748608186695314e-12,-1.5364244685539542e-11,9.754627036673291e-11,1.4574586693072434e-08,-2.3434266749333688e-09,4.0678482804423766e-10,0.18903815150260925,0.21548425108194352,0.37953969538211824,54.18823089599609,121.89937286376953,7.294201517105103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,3.2,-1930.7424,853.5215,-1859.81,456.634,-1945.0363,7.4158487,-1.5975288246930163e-19,-4.502550255356157e-20,8.655843905158473e-19,4.594160923596169e-17,-1.2244188220513442e-16,2.5180301289870503e-18,-6.889957961803139e-12,-2.1467844515954405e-11,1.2271472241143223e-10,1.7879440683543636e-08,-2.9896238151749797e-09,3.783122343170575e-10,0.1954056739807129,0.21398073583841323,0.3732584208250046,51.9382984161377,127.06787872314453,7.763262748718262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
