frame,t_s,cadera_y_mm,cadera_z_mm,rodilla_y_mm,rodilla_z_mm,tobillo_y_mm,tobillo_z_mm,Force_Fx1_N_Nm,Force_Fy1_N_Nm,Force_Fz1_N_Nm,Moment_Mx1_N_Nm,Moment_My1_N_Nm,Moment_Mz1_N_Nm,Force_Fx2_N_Nm,Force_Fy2_N_Nm,Force_Fz2_N_Nm,Moment_Mx2_N_Nm,Moment_My2_N_Nm,Moment_Mz2_N_Nm,Force_Fx3_N_Nm,Force_Fy3_N_Nm,Force_Fz3_N_Nm,Moment_Mx3_N_Nm,Moment_My3_N_Nm,Moment_Mz3_N_Nm,Force_Fx4_N_Nm,Force_Fy4_N_Nm,Force_Fz4_N_Nm,Moment_Mx4_N_Nm,Moment_My4_N_Nm,Moment_Mz4_N_Nm,Force_Fx5_N_Nm,Force_Fy5_N_Nm,Force_Fz5_N_Nm,Moment_Mx5_N_Nm,Moment_My5_N_Nm,Moment_Mz5_N_Nm
269,2.69,-2660.3315,870.6794,-2526.34,442.691,-2726.9153,65.653336,1.3086473645725629e-27,-4.4021946477170365e-26,1.1517450093728856e-25,1.7529144808119314e-24,-2.1193670239388505e-23,-5.879269767756334e-24,2.1544568597519612e-18,6.068361872144123e-18,-2.917730668639709e-17,-2.7968955708778245e-15,2.423492991382584e-17,-1.8234795321872734e-16,-0.18617492765188218,0.6323952615261078,0.6247440934181213,282.936328125,523.9225524902344,163.0167465209961,4.150323152542114,0.6739944696426392,143.06744689941405,27242.4060546875,34481.66953125,1146.11455078125,8.791790960497559e-15,3.5404990008108232e-15,-4.5993697622344294e-14,1.625567105375354e-11,1.0743526882473104e-11,3.7087509831209035e-12
270,2.7,-2650.4617,868.60645,-2508.2,445.351,-2685.6348,56.49629,-5.269280602673477e-26,-9.51242178667291e-26,4.647113352992845e-25,1.9245259691911688e-23,-6.115909666752155e-23,-8.76838286354205e-24,1.8879893728529813e-18,7.522405967720101e-18,-3.4714019437005464e-17,-3.1427426384284863e-15,1.0116130635623666e-16,-1.313431019701571e-16,-0.17951917350292207,0.6373090028762818,0.5821350634098053,278.32301330566406,526.5218566894531,165.70381622314454,4.104652261734008,0.6876037836074829,143.07828369140626,27243.27734375,34473.7390625,1144.3478515625,-4.197100278408679e-14,-1.6901936156275918e-14,2.1956864020640684e-13,-7.760270811368875e-11,-5.128836643580881e-11,-1.770515223147029e-11
274,2.74,-2619.9119,859.7967,-2442.2,450.198,-2517.3445,29.538801,-6.279959654156065e-25,-4.0671716582012047e-25,3.552450512932528e-24,1.9440176840182287e-22,-3.7292525615093584e-22,-8.943748614924944e-24,-1.2000346642132752e-17,-8.384514674548971e-18,5.708203669766748e-17,7.603417593752886e-15,7.864378354521952e-16,1.3436943051789734e-15,-0.16929134130477905,0.6652013182640075,0.5081081867218018,263.29705810546875,530.174658203125,167.77336578369142,3.806256890296936,0.6631354987621307,143.04501342773438,27240.922265625,34431.2234375,1157.1229614257813,-6.216689706420309e-13,-2.5034925846788293e-13,3.2522217991576287e-12,-1.1494411200629883e-09,-7.596765494444213e-10,-2.6224637877936276e-10
275,2.75,-2606.595,858.3092,-2427.6,449.994,-2475.1992,25.883228,-8.0460354656588e-25,-4.1313671865158276e-25,4.2565556700154826e-24,2.438798728485116e-22,-4.249375667893162e-22,2.7318314977858573e-24,-2.049873896141917e-17,-2.5301306584510194e-17,1.430513194392091e-16,1.643308597109195e-14,9.453490461179082e-16,2.1535784414215972e-15,-0.16879864186048507,0.6698053121566773,0.51439208984375,261.3804138183594,527.2355163574218,166.84873046875,3.7806161403656007,0.6254257321357727,143.03698272705077,27236.2779296875,34430.425390625,1192.2719970703124,-8.145339491869713e-13,-3.280169620081472e-13,4.261182682749332e-12,-1.506040714360779e-09,-9.953566248999123e-10,-3.4360501666164113e-10
276,2.76,-2593.2063,856.2711,-2413.38,448.946,-2433.348,23.494003,-9.000606711301834e-25,-2.983737691063313e-25,4.314131787588306e-24,2.6493654697874454e-22,-3.9515659086960845e-22,2.4583733163057132e-23,-3.0703334313624115e-17,-5.0389219761571915e-17,2.660879120792891e-16,2.853373055411793e-14,9.630629720284544e-16,3.0644393340700966e-15,-0.17104753404855727,0.6745185256004333,0.5243854880332947,259.9897186279297,524.0804443359375,166.1600112915039,3.815034103393555,0.5758277416229248,143.02713317871093,27229.5220703125,34436.537109375,1231.2548583984376,-9.385313489915227e-13,-3.779513540243945e-13,4.909867347760444e-12,-1.7353071091186223e-09,-1.1468808902570515e-09,-3.959124056374108e-10
277,2.77,-2579.9465,853.8179,-2399.69,447.298,-2392.8987,22.922707,-8.0839007398056025e-25,1.6580448604067915e-26,3.0973476045316383e-24,2.2426664504305504e-22,-2.155700354267971e-22,5.948479272318715e-23,-4.108132293496018e-17,-8.363222950456085e-17,4.232769300626887e-16,4.32651896758009e-14,7.008826796917116e-16,3.891032021054435e-15,-0.17715107500553132,0.677050793170929,0.534351134300232,258.78981323242186,521.9612243652343,166.49212188720702,3.896216034889221,0.5288414895534516,143.01298065185546,27219.780859375,34446.305078125,1264.7614013671875,-8.904847182984038e-13,-3.586027254223051e-13,4.658514416236437e-12,-1.6464707153218684e-09,-1.0881681333785308e-09,-3.7564428234659885e-10
278,2.78,-2570.559,861.0342,-2386.59,444.88,-2352.8835,23.166277,-3.8124146125161734e-25,6.236354011765293e-25,-2.2159751789012282e-25,7.614750549766702e-23,1.998763415994773e-22,1.0899983005973652e-22,-4.860005390465483e-17,-1.2248752669307957e-16,5.984343623586591e-16,5.857294866956544e-14,-2.4566675240228784e-17,4.299257432401277e-15,-0.18602021187543868,0.674619483947754,0.5491183578968049,257.60341186523436,521.6822875976562,167.69440002441405,3.9967835187911986,0.48894050121307375,142.99363555908204,27209.5130859375,34457.035546875,1284.2553833007812,-5.228419341354526e-13,-2.105511057658941e-13,2.7352144095667276e-12,-9.667138645141904e-10,-6.389103440751498e-10,-2.2055693868483494e-10
282,2.82,-2524.6033,838.9052,-2336.02,433.006,-2211.3467,33.453133,8.274569505281266e-24,6.929913375514033e-24,-5.1099235063934535e-23,-2.6370223689383764e-21,5.682949276009481e-21,3.2433859103287327e-22,8.356320293680452e-17,-1.0137492277157827e-16,2.6525425795126225e-16,-2.8150829140905028e-15,-1.1268101997806944e-14,-1.141848393080094e-14,-0.22388245463371276,0.6457621634006501,0.6614585161209107,264.24932861328125,532.1664001464844,166.02574768066407,4.182916831970215,0.36660985052585604,142.89353942871094,27220.9255859375,34469.42421875,1294.7377807617188,7.9287466349387e-12,3.192946579876066e-12,-4.1478736417799314e-11,1.46599363759492e-08,9.688891111636621e-09,3.344682286687828e-09
283,2.83,-2507.347,836.6852,-2322.09,430.361,-2182.76,36.260014,1.2505133273431938e-23,8.804132462044856e-24,-7.266579922213229e-23,-3.9049961400316185e-21,7.771314114335889e-21,2.7079964900280533e-22,2.0548875172439394e-16,7.184928660692235e-17,-6.799137279258531e-16,-1.0769170962160544e-13,-1.6066839597314325e-14,-2.3934480394523835e-14,-0.2313419207930565,0.6435032308101654,0.677984082698822,265.1601593017578,535.3813354492188,163.97328491210936,4.1567147731781,0.36895540952682493,142.87828521728517,27232.0830078125,34466.575,1294.8205688476562,1.2261316094386299e-11,4.937694350615196e-12,-6.414429751244732e-11,2.2670683463843487e-08,1.4983270180124464e-08,5.1723439753459385e-09
285,2.85,-2489.4707,799.00214,-2289.31,427.71,-2138.5938,38.09526,2.0175118597660463e-23,8.547128599985906e-24,-1.0178102260731039e-22,-6.0280379204050584e-21,9.767823494084802e-21,-3.066943190260813e-22,5.999984669292793e-16,8.787934534632252e-16,-4.7605155977515345e-15,-5.243695668649683e-13,-2.2659311933574418e-14,-6.125141152201093e-14,-0.24332765191793443,0.6445101976394654,0.6838803768157959,263.4425537109375,533.857958984375,161.42662048339844,4.097600507736206,0.41064099967479706,142.88628692626952,27246.4177734375,34467.740234375,1319.04287109375,2.072686831194881e-11,8.346815252857632e-12,-1.0843129866211498e-10,3.832315371710138e-08,2.532813567768244e-08,8.743473589589712e-09
