frame,t_s,cadera_y_mm,cadera_z_mm,rodilla_y_mm,rodilla_z_mm,tobillo_y_mm,tobillo_z_mm,Force_Fx1_N_Nm,Force_Fy1_N_Nm,Force_Fz1_N_Nm,Moment_Mx1_N_Nm,Moment_My1_N_Nm,Moment_Mz1_N_Nm,Force_Fx2_N_Nm,Force_Fy2_N_Nm,Force_Fz2_N_Nm,Moment_Mx2_N_Nm,Moment_My2_N_Nm,Moment_Mz2_N_Nm,Force_Fx3_N_Nm,Force_Fy3_N_Nm,Force_Fz3_N_Nm,Moment_Mx3_N_Nm,Moment_My3_N_Nm,Moment_Mz3_N_Nm,Force_Fx4_N_Nm,Force_Fy4_N_Nm,Force_Fz4_N_Nm,Moment_Mx4_N_Nm,Moment_My4_N_Nm,Moment_Mz4_N_Nm,Force_Fx5_N_Nm,Force_Fy5_N_Nm,Force_Fz5_N_Nm,Moment_Mx5_N_Nm,Moment_My5_N_Nm,Moment_Mz5_N_Nm
328,3.28,-2011.8721,885.955,-1876.08,453.894,-1953.7397,42.305317,1.0168472381963339e-20,-4.015367721581621e-21,-1.4100225782705355e-20,-2.2690457758531705e-18,1.1080941736013853e-18,-2.188588472155734e-18,1.3414508117867448e-13,1.0764984173169956e-12,-5.952439062484327e-12,-8.35274510668782e-10,8.304585075169513e-11,3.1252078640520426e-12,1.3214529156684875,-0.29634256958961486,-0.14401820302009583,94.82440719604492,-134.8367156982422,-418.8899383544922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,3.29,-1998.525,888.3426,-1871.89,453.158,-1953.2009,42.346035,9.37223212094956e-21,-1.0484460303499353e-20,4.2167587559518464e-20,4.3306722453979146e-18,-1.138175872890712e-17,-3.4420513711308326e-18,-1.6779596615900193e-13,1.3675143699723447e-12,-3.1198606415330786e-12,-2.431157396926009e-10,8.171674170665e-11,5.913839869198245e-11,1.293427050113678,-0.21709228903055192,-0.17775730937719345,87.57323455810547,-129.71654052734374,-395.1434051513672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,3.3,-1986.1165,890.8057,-1868.34,452.529,-1953.5288,42.580215,4.9381013768880634e-21,-1.9829060553021807e-20,1.385456272171368e-19,1.5824443228533475e-17,-3.215226804601671e-17,-4.818243895110794e-18,-7.029855809883439e-13,1.5119728819651402e-12,3.3465604446685294e-12,9.827113567340007e-10,5.3965798496591334e-11,1.4979476894994015e-10,1.259316635131836,-0.1252622589468956,-0.21112317442893982,81.63546905517578,-122.33877258300781,-366.9863647460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,3.31,-1975.5282,892.0374,-1864.49,452.109,-1953.5431,42.818436,-5.201173230867354e-21,-3.188464153949281e-20,2.832009164211063e-19,3.329063135803422e-17,-6.26204694876416e-17,-6.009132142049662e-18,-1.526698407451621e-12,1.3270835493885137e-12,1.4884341415638547e-11,3.06263163718512e-09,-1.6593095068806202e-11,2.798645495905028e-10,1.225434124469757,-0.023689771210774778,-0.24215734302997588,77.0765998840332,-113.08686981201171,-336.4198425292969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,3.32,-1962.826,894.23236,-1861.84,451.749,-1953.9023,43.014034,-2.330650991517755e-20,-4.549647657612939e-20,4.77138599007568e-19,5.698578099850714e-17,-1.0255382852152273e-16,-6.473076365011821e-18,-2.6575080894555848e-12,5.589998272213445e-13,3.2725607120032143e-11,6.16202591174897e-09,-1.4862460845366242e-10,4.464806108162023e-10,1.1927436113357544,0.08467812053859233,-0.26612519323825834,73.16552352905273,-103.73271026611329,-304.98016967773435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,3.33,-1951.9979,895.4933,-1858.62,451.262,-1953.8286,43.181686,-5.131891172748036e-20,-5.794087348641352e-20,7.071340202432841e-19,8.549008907175577e-17,-1.4858525832235133e-16,-5.3812057732986126e-18,-4.036933743019333e-12,-1.1060520324602217e-12,5.7323797444941424e-11,1.0288353013976347e-08,-3.594736758261163e-10,6.328145119027795e-10,1.158019232749939,0.1978086695075035,-0.28097973167896273,70.03821716308593,-95.22374954223633,-273.3799072265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,3.34,-1939.4982,897.55237,-1857.18,450.881,-1953.5516,43.28021,-8.995977484037679e-20,-6.42834792272639e-20,9.363777953810703e-19,1.14562808861299e-16,-1.9229217692951896e-16,-1.6016529973007198e-18,-5.474738414348868e-12,-4.001685463030091e-12,8.747919957863282e-11,1.5139830811250478e-08,-6.58578125367626e-10,8.000848816802631e-10,1.1200390934944153,0.3123439371585846,-0.28594750463962554,69.16688232421875,-88.48219604492188,-242.32249908447267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,3.35,-1928.0145,899.11975,-1855.49,450.619,-1953.7234,43.51993,-1.3735782816925334e-19,-5.681288638228359e-20,1.0935567270135936e-18,1.3578632446805386e-16,-2.1801992919964148e-16,6.2377705295465146e-18,-6.5831882046368806e-12,-8.397326931031124e-12,1.1914845152172227e-10,1.9906560133620132e-08,-1.0371003167364278e-09,8.787853889025143e-10,1.0816056728363037,0.42143305838108064,-0.2851867377758026,70.68870620727539,-84.71070251464843,-212.27288665771485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,3.36,-1917.8461,900.6077,-1852.33,450.914,-1953.9282,43.743244,-1.871788789817007e-19,-2.4795078755566427e-20,1.062257784277751e-18,1.3521717259054715e-16,-2.0087866108891013e-16,1.9553737306673985e-17,-6.710099533305258e-12,-1.4354667021015955e-11,1.4400640957479283e-10,2.304048294377026e-08,-1.4534035530644474e-09,7.610981733741085e-10,1.0464038372039794,0.5192346960306168,-0.27495561838150023,72.29552841186523,-83.69992752075196,-183.70433197021484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,3.37,-1905.9005,901.4514,-1852.0,450.275,-1954.2594,44.108562,-2.2636521116302614e-19,4.5072945198710927e-20,6.742629612996778e-19,9.246594934636575e-17,-1.0569416810101007e-16,3.941307334736936e-17,-4.890154167019878e-12,-2.1512628484154916e-11,1.479696851158785e-10,2.2035593261193752e-08,-1.814924299736731e-09,2.979476072112464e-10,1.0150580286979676,0.6037280440330506,-0.2465811178088188,72.97927322387696,-84.30061721801758,-157.05517578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
