frame,t_s,cadera_y_mm,cadera_z_mm,rodilla_y_mm,rodilla_z_mm,tobillo_y_mm,tobillo_z_mm,Force_Fx1_N_Nm,Force_Fy1_N_Nm,Force_Fz1_N_Nm,Moment_Mx1_N_Nm,Moment_My1_N_Nm,Moment_Mz1_N_Nm,Force_Fx2_N_Nm,Force_Fy2_N_Nm,Force_Fz2_N_Nm,Moment_Mx2_N_Nm,Moment_My2_N_Nm,Moment_Mz2_N_Nm,Force_Fx3_N_Nm,Force_Fy3_N_Nm,Force_Fz3_N_Nm,Moment_Mx3_N_Nm,Moment_My3_N_Nm,Moment_Mz3_N_Nm,Force_Fx4_N_Nm,Force_Fy4_N_Nm,Force_Fz4_N_Nm,Moment_Mx4_N_Nm,Moment_My4_N_Nm,Moment_Mz4_N_Nm,Force_Fx5_N_Nm,Force_Fy5_N_Nm,Force_Fz5_N_Nm,Moment_Mx5_N_Nm,Moment_My5_N_Nm,Moment_Mz5_N_Nm
272,2.72,-2201.8474,864.229,-2097.46,472.764,-2210.7751,29.007406,-7.370613623594553e-22,-1.1166777972929933e-22,-6.465850663995507e-21,-1.2457440701976433e-18,9.040083148502266e-19,9.445904521959101e-20,-1.4583107616449042e-12,-6.130223376989673e-13,1.0447686682804603e-11,2.5400498593342035e-09,2.3928992537447514e-10,3.1600543431986595e-10,0.08577940464019776,0.3388404190540314,0.3907149791717529,41.38640594482422,102.12235260009766,69.50083923339844,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739217272007294e-44,1.0930128021733573e-44,3.9236357001094875e-45,-3.222986467947079e-42,-5.0446744715693415e-42,-2.3121424661359482e-42
273,2.73,-2190.0747,865.31946,-2093.37,471.871,-2210.7437,29.142452,-2.193667232516074e-21,1.3294763838683738e-22,1.0454328401859326e-20,2.1175095529773913e-18,-1.9093416651782692e-18,4.0590333493863443e-19,-2.7092726282915146e-12,-2.9252076455543728e-12,2.9220309331889904e-11,6.592840362529273e-09,5.210194192750705e-10,5.727418012080321e-10,0.08543359339237214,0.3415002167224884,0.426645889878273,45.31461524963379,102.32434310913087,69.36197509765626,0.0,0.0,0.0,0.0,0.0,0.0,-4.414090162623174e-44,2.3261554507791965e-44,8.127531093083939e-45,-6.726232628759122e-42,-1.1140322791382296e-41,-4.414090162623174e-42
274,2.74,-2178.4854,866.437,-2089.3,471.405,-2210.0842,29.451586,-4.349183849088533e-21,5.6744896477822155e-22,4.012148700568051e-20,8.002341990746685e-18,-6.78946546332881e-18,8.862302240691057e-19,-4.306289548040854e-12,-6.518369047650574e-12,5.670831547399668e-11,1.2439553476184528e-08,9.081369489738478e-10,8.953516039689191e-10,0.0852796733379364,0.34254836440086367,0.44130541384220123,49.19032745361328,102.3793930053711,70.23679275512696,0.0,0.0,0.0,0.0,0.0,0.0,-7.595037676640509e-44,4.0357395772554733e-44,1.401298464324817e-44,-1.1630777253895982e-41,-1.8357009882655104e-41,-7.006492321624085e-42
275,2.75,-2166.6633,867.365,-2085.6,470.453,-2210.5244,29.76203,-7.199271101324698e-21,1.2372021474352902e-21,8.542727421680942e-20,1.6975800803511647e-17,-1.4183669272169216e-17,1.5468721443935406e-18,-6.084058300562245e-12,-1.1494659130778517e-11,9.267007369806457e-11,1.9972323173078622e-08,1.3808653553937234e-09,1.2466372489861044e-09,0.08453659117221832,0.34326219856739043,0.4377135753631592,52.8325798034668,102.50788726806641,71.85866470336914,0.0,0.0,0.0,0.0,0.0,0.0,-1.1448608453533756e-43,6.095648319812954e-44,2.1019476964872256e-44,-1.723597111119525e-41,-2.7675644670415137e-41,-1.0264511251179285e-41
276,2.76,-2155.3606,868.17615,-2081.1,469.91,-2210.131,29.967108,-1.0521575186726269e-20,2.1579285467994865e-21,1.4717556765122046e-19,2.9188776041898504e-17,-2.418705972325166e-17,2.354515495340617e-18,-7.665618053515067e-12,-1.7626643027124356e-11,1.3402614851276696e-10,2.8462214096691695e-08,1.8743978036361852e-09,1.5454673762960169e-09,0.08216639012098312,0.34182829558849337,0.4251921236515045,56.885793685913086,102.37506866455078,73.76346054077149,0.0,0.0,0.0,0.0,0.0,0.0,-1.5372244153643244e-43,8.169570047013683e-44,2.802596928649634e-44,-2.3261554507791963e-41,-3.7414668997472616e-41,-1.390788725842381e-41
277,2.77,-2143.7893,868.79364,-2076.42,469.076,-2210.1252,30.206633,-1.373848139673856e-20,3.2828888484340622e-21,2.218647696043089e-19,4.393682121615367e-17,-3.618089719842617e-17,3.1991355981071308e-18,-8.378717511470235e-12,-2.4116329246093306e-11,1.7312980216122043e-10,3.6197643993318707e-08,2.2563652946061553e-09,1.6503070909834606e-09,0.07903086990118027,0.3358041882514954,0.4148714512586594,62.01570091247559,102.27112121582032,75.54304275512695,0.0,0.0,0.0,0.0,0.0,0.0,-1.8272931974795615e-43,9.739024327057479e-44,3.3210773604498164e-44,-2.774570959363138e-41,-4.431606393427234e-41,-1.643022449420848e-41
278,2.78,-2134.0415,869.33545,-2074.26,469.142,-2213.2527,31.458084,-1.575976895558063e-20,4.458336773068601e-21,2.987033796996011e-19,5.90699684309529e-17,-4.8349537623931715e-17,3.855494418578797e-18,-7.184206918600667e-12,-2.9302530714370165e-11,1.958121553791159e-10,4.00842658621059e-08,2.3038479790571388e-09,1.3458075320826878e-09,0.07558959797024727,0.32619417905807496,0.4100018352270126,67.53595123291015,103.03256225585938,76.57174377441406,0.0,0.0,0.0,0.0,0.0,0.0,-1.8357009882655104e-43,9.739024327057479e-44,3.3491033297363126e-44,-2.774570959363138e-41,-4.438612885748858e-41,-1.6710484187073444e-41
279,2.79,-2120.5293,869.2589,-2067.77,467.266,-2210.1475,30.909758,-1.4834660821376407e-20,5.369893483562768e-21,3.560544533759838e-19,7.029081604617232e-17,-5.711016216198326e-17,3.943789455601024e-18,-2.649858610803083e-12,-3.035793526284802e-11,1.795913612268052e-10,3.5293113143097796e-08,1.6865851493186312e-09,3.3947642526926947e-10,0.07269309908151626,0.31660884618759155,0.4058826923370361,72.05795974731446,105.2744041442871,76.8750389099121,0.0,0.0,0.0,0.0,0.0,0.0,-1.2765829009999083e-43,6.782284567332114e-44,2.3261554507791965e-44,-1.9478048654114957e-41,-3.10387609847947e-41,-1.1770907100328463e-41
284,2.84,-2067.4485,867.8738,-2047.42,464.507,-2214.0166,34.142696,1.3487982769859175e-19,-2.0894176437601446e-20,-1.4546505016830395e-18,-2.894380441899578e-16,2.431440778506167e-16,-2.836822230410488e-17,1.2199589324857208e-10,2.0994925936657083e-10,-1.7453983813808804e-09,-3.789342372328974e-07,-2.6809596498367227e-08,-2.5162085570684668e-08,0.054792844131588934,0.32351462841033934,0.47428554594516753,68.70577239990234,115.94800262451172,71.02873382568359,0.0,0.0,0.0,0.0,0.0,0.0,2.231287544744406e-42,-1.1849379814330653e-42,-4.059561651148995e-43,3.3785165845024907e-40,5.382715305312275e-40,1.9954490131985395e-40
285,2.85,-2056.3765,867.0589,-2042.6901,463.529,-2214.1235,34.69142,2.0782824743960796e-19,-3.958570047406232e-20,-2.713131729658617e-18,-5.385084383486205e-16,4.477140185264104e-16,-4.569284823249841e-17,1.6206814917874013e-10,3.4098270040860967e-10,-2.659604603216792e-09,-5.685174130576342e-07,-3.827272330170217e-08,-3.292891417316923e-08,0.045257638394832614,0.3308433681726456,0.5249434888362885,65.58527450561523,113.56066207885742,69.19056091308593,0.0,0.0,0.0,0.0,0.0,0.0,3.155163622273758e-42,-1.6749720544074538e-42,-5.7355146144814764e-43,4.777012451898658e-40,7.613575454025062e-40,2.82466737946275e-40
