"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"-287.7454";"-71.15424";"-72.66211";"-300.4717";"-146.2628";"-17.65613";"-287.7454";"-71.15424";"-72.66211";"-300.4717";"-146.2628";"-17.65613"
"8.341666";"-287.9409";"-71.05182";"-73.02893";"-299.9266";"-146";"-18";"-287.9409";"-71.05182";"-73.02893";"-299.9266";"-146";"-18"
"16.68333";"-287.9063";"-71.07007";"-73.27545";"-300.324";"-145.9179";"-18.08856";"-287.9063";"-71.07007";"-73.27545";"-300.324";"-145.9179";"-18.08856"
"25.025";"-287.8824";"-71.04993";"-74.10437";"-300.0071";"-145.7737";"-18.09326";"-287.8824";"-71.04993";"-74.10437";"-300.0071";"-145.7737";"-18.09326"
"33.36666";"-287.8428";"-71.08813";"-72.35504";"-300.4235";"-145.7587";"-18.10791";"-287.8428";"-71.08813";"-72.35504";"-300.4235";"-145.7587";"-18.10791"
"41.70833";"-287.824";"-71.25641";"-72.35504";"-300.4235";"-145.66";"-18.10809";"-287.824";"-71.25641";"-72.35504";"-300.4235";"-145.66";"-18.10809"
"50.05";"-287.7901";"-71.26239";"-72.35504";"-300.4235";"-145.6035";"-18.12238";"-287.7901";"-71.26239";"-72.35504";"-300.4235";"-145.6035";"-18.12238"
"58.39167";"-287.7977";"-71.57538";"-72.35504";"-300.4235";"-145.4584";"-18.09924";"-287.7977";"-71.57538";"-72.35504";"-300.4235";"-145.4584";"-18.09924"
"66.73333";"-287.7996";"-71.7262";"-72.35504";"-300.4235";"-145.4424";"-18.1004";"-287.7996";"-71.7262";"-72.35504";"-300.4235";"-145.4424";"-18.1004"
"75.075";"-287.8038";"-72.28455";"-72.35504";"-300.4235";"-145.2666";"-18.08826";"-287.8038";"-72.28455";"-72.35504";"-300.4235";"-145.2666";"-18.08826"
"83.41666";"-288";"-74";"-72.35504";"-300.4235";"-145.2404";"-18.10498";"-288";"-74";"-72.35504";"-300.4235";"-145.2404";"-18.10498"
"91.75833";"-288.0453";"-74.97919";"-72.35504";"-300.4235";"-145.1461";"-18.10321";"-288.0453";"-74.97919";"-72.35504";"-300.4235";"-145.1461";"-18.10321"
"100.1";"-288.1068";"-74.89374";"-72.35504";"-300.4235";"-145.1059";"-18.09845";"-288.1068";"-74.89374";"-72.35504";"-300.4235";"-145.1059";"-18.09845"
"108.4417";"-288.1701";"-75.12854";"-72.35504";"-300.4235";"-145.0154";"-18.09454";"-288.1701";"-75.12854";"-72.35504";"-300.4235";"-145.0154";"-18.09454"
"116.7833";"-286.3232";"-73.01385";"-72.35504";"-300.4235";"-144.9792";"-18.10675";"-286.3232";"-73.01385";"-72.35504";"-300.4235";"-144.9792";"-18.10675"
"125.125";"-287.9282";"-72.93365";"-72.35504";"-300.4235";"-144.9229";"-18.11884";"-287.9282";"-72.93365";"-72.35504";"-300.4235";"-144.9229";"-18.11884"
"133.4667";"-288.079";"-72.98999";"-72.35504";"-300.4235";"-144.8185";"-18.13361";"-288.079";"-72.98999";"-72.35504";"-300.4235";"-144.8185";"-18.13361"
"141.8083";"-288.0884";"-73.06024";"-72.35504";"-300.4235";"-144.7381";"-18.12823";"-288.0884";"-73.06024";"-72.35504";"-300.4235";"-144.7381";"-18.12823"
"150.15";"-288.0938";"-73.07825";"-72.35504";"-300.4235";"-144.7136";"-18.1449";"-288.0938";"-73.07825";"-72.35504";"-300.4235";"-144.7136";"-18.1449"
"158.4917";"-288.1108";"-73.14636";"-72.35504";"-300.4235";"-144.6553";"-18.14587";"-288.1108";"-73.14636";"-72.35504";"-300.4235";"-144.6553";"-18.14587"
"166.8333";"-288.1238";"-73.26349";"-72.35504";"-300.4235";"-144.6046";"-18.16296";"-288.1238";"-73.26349";"-72.35504";"-300.4235";"-144.6046";"-18.16296"
"175.175";"-288.1573";"-73.26318";"-72.35504";"-300.4235";"-144.4271";"-18.11133";"-288.1573";"-73.26318";"-72.35504";"-300.4235";"-144.4271";"-18.11133"
"183.5167";"-288.163";"-73.41986";"-72.35504";"-300.4235";"-144.4042";"-18.11969";"-288.163";"-73.41986";"-72.35504";"-300.4235";"-144.4042";"-18.11969"
"191.8583";"-288.2209";"-73.31873";"-72.35504";"-300.4235";"-144.3493";"-18.13452";"-288.2209";"-73.31873";"-72.35504";"-300.4235";"-144.3493";"-18.13452"
"200.2";"-288.2936";"-73.50421";"-72.35504";"-300.4235";"-144.2855";"-18.16321";"-288.2936";"-73.50421";"-72.35504";"-300.4235";"-144.2855";"-18.16321"
"208.5417";"-288.2849";"-73.47705";"-72.35504";"-300.4235";"-144.1412";"-18.14203";"-288.2849";"-73.47705";"-72.35504";"-300.4235";"-144.1412";"-18.14203"
