"Time (ms)";"Trajectory 1"
"0";"0"
"8";"0.07629776"
"17";"0.1478004"
"25";"0.2124481"
"33";"0.2731018"
"42";"0.337513"
"50";"0.4154129"
"58";"0.5142365"
"67";"0.6358719"
"75";"0.776001"
"83";"0.9261322"
"92";"1.077602"
"100";"1.224613"
"108";"1.364159"
"117";"1.494804"
"125";"1.616589"
"133";"1.730701"
"142";"1.837963"
"150";"1.93766"
"158";"2.027653"
"167";"2.105362"
"175";"2.169456"
"184";"2.220802"
"192";"2.261177"
"200";"2.291817"
"209";"2.313759"
"217";"2.328419"
"225";"2.337059"
"234";"2.340351"
"242";"2.338718"
"250";"2.332615"
"259";"2.322208"
"267";"2.307465"
"275";"2.288746"
"284";"2.266888"
"292";"2.242702"
"300";"2.216797"
"309";"2.189396"
"317";"2.159954"
"325";"2.127083"
"334";"2.089443"
"342";"2.047009"
"350";"2.000725"
"359";"1.950905"
"367";"1.897381"
"375";"1.841171"
"384";"1.784332"
"392";"1.728214"
"400";"1.67334"
"409";"1.620289"
"417";"1.569523"
"425";"1.521175"
"434";"1.475262"
"442";"1.43116"
"450";"1.386902"
"459";"1.340046"
"467";"1.289055"
"475";"1.233036"
"484";"1.170918"
"492";"1.102272"
"500";"1.028297"
"509";"0.9508286"
"517";"0.8709869"
"526";"0.789032"
"534";"0.7043839"
"542";"0.6161537"
"551";"0.5242424"
"559";"0.4296722"
"567";"0.3337212"
