"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"-10.4547";"64.92961";"22.1619";"-0.5228386";"11.40659";"45.86033";"-10.4547";"64.92961";"22.1619";"-0.5228386";"11.40659";"45.86033"
"8.341666";"-10.37496";"64.91449";"22.2186";"-0.4598007";"11.5385";"45.92062";"-10.37496";"64.91449";"22.2186";"-0.4598007";"11.5385";"45.92062"
"16.68333";"-10.32904";"64.94357";"21.49017";"-0.4183502";"11.55528";"45.92252";"-10.32904";"64.94357";"21.49017";"-0.4183502";"11.55528";"45.92252"
"25.025";"-10.28089";"64.93263";"20.78991";"-0.4246559";"11.58174";"45.91889";"-10.28089";"64.93263";"20.78991";"-0.4246559";"11.58174";"45.91889"
"33.36666";"-10.24648";"64.94695";"22.38694";"-0.4980278";"11.6069";"45.90693";"-10.24648";"64.94695";"22.38694";"-0.4980278";"11.6069";"45.90693"
"41.70833";"-10.20189";"64.96386";"22.55226";"-0.2519379";"11.62003";"45.90785";"-10.20189";"64.96386";"22.55226";"-0.2519379";"11.62003";"45.90785"
"50.05";"-10.16359";"65.00028";"23.866";"-0.4197845";"11.65932";"45.90937";"-10.16359";"65.00028";"23.866";"-0.4197845";"11.65932";"45.90937"
"58.39167";"-10.17149";"65.01013";"21.68146";"-0.3320961";"11.67109";"45.90983";"-10.17149";"65.01013";"21.68146";"-0.3320961";"11.67109";"45.90983"
"66.73333";"-10.13014";"65.03699";"19.87447";"-0.4484253";"11.69804";"45.9143";"-10.13014";"65.03699";"19.87447";"-0.4484253";"11.69804";"45.9143"
"75.075";"-10.07997";"65.02592";"19.91357";"-0.4250717";"11.70777";"45.91363";"-10.07997";"65.02592";"19.91357";"-0.4250717";"11.70777";"45.91363"
"83.41666";"-10.04996";"65.04375";"20.29649";"-0.3789291";"11.73905";"45.9096";"-10.04996";"65.04375";"20.29649";"-0.3789291";"11.73905";"45.9096"
"91.75833";"-10.01463";"65.05872";"22.46145";"-0.4619026";"11.75691";"45.90623";"-10.01463";"65.05872";"22.46145";"-0.4619026";"11.75691";"45.90623"
"100.1";"-9.969327";"65.0788";"19.5144";"-0.2317505";"11.78868";"45.89629";"-9.969327";"65.0788";"19.5144";"-0.2317505";"11.78868";"45.89629"
"108.4417";"-9.928772";"65.09016";"19.24798";"-0.2233467";"11.80651";"45.89457";"-9.928772";"65.09016";"19.24798";"-0.2233467";"11.80651";"45.89457"
"116.7833";"-9.882009";"65.08622";"19.79983";"-0.165432";"11.84978";"45.8989";"-9.882009";"65.08622";"19.79983";"-0.165432";"11.84978";"45.8989"
"125.125";"-9.840104";"65.11229";"19.5039";"-0.2496719";"11.86889";"45.89342";"-9.840104";"65.11229";"19.5039";"-0.2496719";"11.86889";"45.89342"
"133.4667";"-9.801005";"65.1316";"19.8963";"-0.1670685";"11.89957";"45.89765";"-9.801005";"65.1316";"19.8963";"-0.1670685";"11.89957";"45.89765"
"141.8083";"-9.761142";"65.14239";"19.60496";"-0.2581367";"11.92589";"45.89953";"-9.761142";"65.14239";"19.60496";"-0.2581367";"11.92589";"45.89953"
"150.15";"-9.707048";"65.14109";"20.35883";"-0.1395988";"11.94825";"45.89709";"-9.707048";"65.14109";"20.35883";"-0.1395988";"11.94825";"45.89709"
"158.4917";"-9.665049";"65.15726";"20.18588";"-0.2385101";"11.99176";"45.88662";"-9.665049";"65.15726";"20.18588";"-0.2385101";"11.99176";"45.88662"
"166.8333";"-9.615587";"65.18808";"19.15751";"-0.424881";"12.02178";"45.88713";"-9.615587";"65.18808";"19.15751";"-0.424881";"12.02178";"45.88713"
"175.175";"-9.596055";"65.20786";"18.9085";"-0.332634";"12.04924";"45.88931";"-9.596055";"65.20786";"18.9085";"-0.332634";"12.04924";"45.88931"
"183.5167";"-9.557721";"65.22681";"19.12007";"-0.4589653";"12.07627";"45.89241";"-9.557721";"65.22681";"19.12007";"-0.4589653";"12.07627";"45.89241"
"191.8583";"-9.523875";"65.21426";"18.32188";"-0.4179916";"12.11044";"45.89371";"-9.523875";"65.21426";"18.32188";"-0.4179916";"12.11044";"45.89371"
"200.2";"-9.485934";"65.22405";"18.40508";"-0.457798";"12.12419";"45.89049";"-9.485934";"65.22405";"18.40508";"-0.457798";"12.12419";"45.89049"
"208.5417";"-9.438168";"65.23467";"18.71132";"-0.3975296";"12.15179";"45.8911";"-9.438168";"65.23467";"18.71132";"-0.3975296";"12.15179";"45.8911"
"216.8833";"-9.411486";"65.24687";"18.60067";"-0.5243301";"12.17401";"45.89325";"-9.411486";"65.24687";"18.60067";"-0.5243301";"12.17401";"45.89325"
"225.225";"-9.375538";"65.26111";"19.43834";"-0.4182434";"12.21076";"45.88228";"-9.375538";"65.26111";"19.43834";"-0.4182434";"12.21076";"45.88228"
"233.5667";"-9.352019";"65.27904";"19.09897";"-0.3733177";"12.2401";"45.887";"-9.352019";"65.27904";"19.09897";"-0.3733177";"12.2401";"45.887"
"241.9083";"-9.303549";"65.26842";"18.72702";"-0.3949623";"12.27603";"45.89058";"-9.303549";"65.26842";"18.72702";"-0.3949623";"12.27603";"45.89058"
"250.25";"-9.275469";"65.27536";"19.49971";"-0.5885849";"12.28812";"45.89";"-9.275469";"65.27536";"19.49971";"-0.5885849";"12.28812";"45.89"
"258.5917";"-9.244787";"65.28407";"18.18357";"-0.3762932";"12.31362";"45.88811";"-9.244787";"65.28407";"18.18357";"-0.3762932";"12.31362";"45.88811"
"266.9333";"-9.223572";"65.29205";"18.82621";"-0.4202271";"12.34275";"45.8938";"-9.223572";"65.29205";"18.82621";"-0.4202271";"12.34275";"45.8938"
"275.275";"-9.177";"65.30487";"18.13776";"-0.4231377";"12.35428";"45.89606";"-9.177";"65.30487";"18.13776";"-0.4231377";"12.35428";"45.89606"
"283.6167";"-9.140432";"65.30037";"20.12345";"-0.3700485";"12.40333";"45.88921";"-9.140432";"65.30037";"20.12345";"-0.3700485";"12.40333";"45.88921"
"291.9583";"-9.092904";"65.30807";"20.17611";"-0.4055786";"12.42659";"45.89145";"-9.092904";"65.30807";"20.17611";"-0.4055786";"12.42659";"45.89145"
"300.3";"-9.051131";"65.32191";"19.01797";"-0.4612579";"12.46439";"45.89173";"-9.051131";"65.32191";"19.01797";"-0.4612579";"12.46439";"45.89173"
"308.6417";"-9.023602";"65.33332";"18.52017";"-0.4437218";"12.48487";"45.89727";"-9.023602";"65.33332";"18.52017";"-0.4437218";"12.48487";"45.89727"
"316.9833";"-8.991749";"65.34055";"18.15163";"-0.4511948";"12.51664";"45.89693";"-8.991749";"65.34055";"18.15163";"-0.4511948";"12.51664";"45.89693"
"325.325";"-8.941547";"65.33385";"18.21026";"-0.4461441";"12.55701";"45.90302";"-8.941547";"65.33385";"18.21026";"-0.4461441";"12.55701";"45.90302"
"333.6667";"-8.897207";"65.36214";"17.24563";"-0.358551";"12.5798";"45.89583";"-8.897207";"65.36214";"17.24563";"-0.358551";"12.5798";"45.89583"
"342.0083";"-8.856748";"65.3714";"17.83271";"-0.322113";"12.6272";"45.90025";"-8.856748";"65.3714";"17.83271";"-0.322113";"12.6272";"45.90025"
"350.35";"-8.847543";"65.39708";"16.40645";"-0.4222794";"12.65465";"45.90376";"-8.847543";"65.39708";"16.40645";"-0.4222794";"12.65465";"45.90376"
"358.6917";"-8.80916";"65.40159";"16.34359";"-0.4113083";"12.68339";"45.90868";"-8.80916";"65.40159";"16.34359";"-0.4113083";"12.68339";"45.90868"
"367.0333";"-8.774395";"65.40956";"16.65903";"-0.4139824";"12.71174";"45.90974";"-8.774395";"65.40956";"16.65903";"-0.4139824";"12.71174";"45.90974"
"375.375";"-8.724241";"65.40369";"16.12993";"-0.3365974";"12.74881";"45.90853";"-8.724241";"65.40369";"16.12993";"-0.3365974";"12.74881";"45.90853"
"383.7167";"-8.695959";"65.40997";"16.06458";"-0.4348984";"12.77444";"45.89724";"-8.695959";"65.40997";"16.06458";"-0.4348984";"12.77444";"45.89724"
