"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"-10.66398";"63.65398";"18.60545";"-2.993263";"11.34473";"44.67048";"-10.66398";"63.65398";"18.60545";"-2.993263";"11.34473";"44.67048"
"8.341666";"-10.57059";"63.76123";"18.71824";"-2.93541";"11.29981";"44.74682";"-10.57059";"63.76123";"18.71824";"-2.93541";"11.29981";"44.74682"
"16.68333";"-10.53426";"63.769";"18.45458";"-3.102715";"11.31238";"44.74415";"-10.53426";"63.769";"18.45458";"-3.102715";"11.31238";"44.74415"
"25.025";"-10.49256";"63.75556";"18.71003";"-2.972954";"11.33531";"44.73497";"-10.49256";"63.75556";"18.71003";"-2.972954";"11.33531";"44.73497"
"33.36666";"-10.44613";"63.76555";"18.41684";"-3.129555";"11.37191";"44.73368";"-10.44613";"63.76555";"18.41684";"-3.129555";"11.37191";"44.73368"
"41.70833";"-10.40827";"63.7969";"18.41684";"-3.129555";"11.39706";"44.72448";"-10.40827";"63.7969";"18.41684";"-3.129555";"11.39706";"44.72448"
"50.05";"-10.36861";"63.81028";"18.41684";"-3.129555";"11.43842";"44.72592";"-10.36861";"63.81028";"18.41684";"-3.129555";"11.43842";"44.72592"
"58.39167";"-10.35087";"63.83844";"18.41684";"-3.129555";"11.45181";"44.72796";"-10.35087";"63.83844";"18.41684";"-3.129555";"11.45181";"44.72796"
"66.73333";"-10.30354";"63.86041";"18.41684";"-3.129555";"11.47374";"44.73619";"-10.30354";"63.86041";"18.41684";"-3.129555";"11.47374";"44.73619"
"75.075";"-10.263";"63.90189";"18.41684";"-3.129555";"11.49879";"44.7444";"-10.263";"63.90189";"18.41684";"-3.129555";"11.49879";"44.7444"
"83.41666";"-10.22486";"63.91549";"18.41684";"-3.129555";"11.50927";"44.74932";"-10.22486";"63.91549";"18.41684";"-3.129555";"11.50927";"44.74932"
"91.75833";"-10.18346";"63.9277";"18.41684";"-3.129555";"11.54106";"44.7451";"-10.18346";"63.9277";"18.41684";"-3.129555";"11.54106";"44.7451"
"100.1";"-10.14025";"63.93233";"18.41684";"-3.129555";"11.56445";"44.73537";"-10.14025";"63.93233";"18.41684";"-3.129555";"11.56445";"44.73537"
"108.4417";"-10.11923";"63.92356";"18.41684";"-3.129555";"11.5906";"44.73209";"-10.11923";"63.92356";"18.41684";"-3.129555";"11.5906";"44.73209"
"116.7833";"-10.06153";"63.9323";"18.41684";"-3.129555";"11.61218";"44.71235";"-10.06153";"63.9323";"18.41684";"-3.129555";"11.61218";"44.71235"
"125.125";"-10.02698";"63.94098";"18.41684";"-3.129555";"11.64264";"44.70638";"-10.02698";"63.94098";"18.41684";"-3.129555";"11.64264";"44.70638"
"133.4667";"-9.995019";"63.96046";"18.41684";"-3.129555";"11.66826";"44.70581";"-9.995019";"63.96046";"18.41684";"-3.129555";"11.66826";"44.70581"
"141.8083";"-9.962116";"63.98006";"18.41684";"-3.129555";"11.69453";"44.71143";"-9.962116";"63.98006";"18.41684";"-3.129555";"11.69453";"44.71143"
"150.15";"-9.917441";"63.97999";"18.41684";"-3.129555";"11.70764";"44.71821";"-9.917441";"63.97999";"18.41684";"-3.129555";"11.70764";"44.71821"
"158.4917";"-9.872004";"64.01302";"18.41684";"-3.129555";"11.73893";"44.71572";"-9.872004";"64.01302";"18.41684";"-3.129555";"11.73893";"44.71572"
"166.8333";"-9.843518";"64.02936";"18.41684";"-3.129555";"11.77067";"44.71666";"-9.843518";"64.02936";"18.41684";"-3.129555";"11.77067";"44.71666"
