"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"-11.1174";"64.66521";"18.74816";"-0.817543";"10.98073";"45.82219";"-11.1174";"64.66521";"18.74816";"-0.817543";"10.98073";"45.82219"
"8.341666";"-11.16759";"64.74446";"19.1499";"-0.7781563";"10.91675";"45.7172";"-11.16759";"64.74446";"19.1499";"-0.7781563";"10.91675";"45.7172"
"16.68333";"-11.12865";"64.7612";"20.21205";"-0.7503624";"10.95001";"45.71965";"-11.12865";"64.7612";"20.21205";"-0.7503624";"10.95001";"45.71965"
"25.025";"-11.0809";"64.75544";"19.44238";"-0.7967911";"10.99438";"45.72241";"-11.0809";"64.75544";"19.44238";"-0.7967911";"10.99438";"45.72241"
"33.36666";"-11.03594";"64.77962";"19.63847";"-0.8066177";"11.01131";"45.70712";"-11.03594";"64.77962";"19.63847";"-0.8066177";"11.01131";"45.70712"
"41.70833";"-10.99471";"64.79563";"20.10059";"-0.7933311";"11.05101";"45.71033";"-10.99471";"64.79563";"20.10059";"-0.7933311";"11.05101";"45.71033"
"50.05";"-10.97963";"64.8387";"21.15367";"-0.7556877";"11.06259";"45.71331";"-10.97963";"64.8387";"21.15367";"-0.7556877";"11.06259";"45.71331"
"58.39167";"-10.92852";"64.85374";"21.00248";"-0.7958984";"11.10057";"45.71665";"-10.92852";"64.85374";"21.00248";"-0.7958984";"11.10057";"45.71665"
"66.73333";"-10.86995";"64.86046";"20.88068";"-0.7859383";"11.11718";"45.71529";"-10.86995";"64.86046";"20.88068";"-0.7859383";"11.11718";"45.71529"
"75.075";"-10.83403";"64.87624";"20.40829";"-0.7981186";"11.15225";"45.71954";"-10.83403";"64.87624";"20.40829";"-0.7981186";"11.15225";"45.71954"
"83.41666";"-10.79296";"64.89992";"22.46493";"-0.7754936";"11.16956";"45.71792";"-10.79296";"64.89992";"22.46493";"-0.7754936";"11.16956";"45.71792"
"91.75833";"-10.74919";"64.90675";"22.36871";"-0.7824669";"11.21626";"45.7049";"-10.74919";"64.90675";"22.36871";"-0.7824669";"11.21626";"45.7049"
"100.1";"-10.70708";"64.92549";"23.1391";"-0.7511253";"11.23578";"45.70634";"-10.70708";"64.92549";"23.1391";"-0.7511253";"11.23578";"45.70634"
"108.4417";"-10.66001";"64.92019";"23.24526";"-0.8455963";"11.26835";"45.70816";"-10.66001";"64.92019";"23.24526";"-0.8455963";"11.26835";"45.70816"
"116.7833";"-10.61952";"64.95229";"23.61625";"-0.6438217";"11.28318";"45.70827";"-10.61952";"64.95229";"23.61625";"-0.6438217";"11.28318";"45.70827"
"125.125";"-10.58699";"64.9621";"22.64226";"-0.537571";"11.31776";"45.71258";"-10.58699";"64.9621";"22.64226";"-0.537571";"11.31776";"45.71258"
"133.4667";"-10.53874";"64.98235";"23.41536";"-0.6788635";"11.33148";"45.7105";"-10.53874";"64.98235";"23.41536";"-0.6788635";"11.33148";"45.7105"
"141.8083";"-10.49966";"64.98062";"23.32329";"-0.6221085";"11.36518";"45.71046";"-10.49966";"64.98062";"23.32329";"-0.6221085";"11.36518";"45.71046"
"150.15";"-10.47907";"65.00893";"21.64879";"-0.4328804";"11.38339";"45.71021";"-10.47907";"65.00893";"21.64879";"-0.4328804";"11.38339";"45.71021"
"158.4917";"-10.44577";"65.039";"18.732";"-0.4273529";"11.39806";"45.69442";"-10.44577";"65.039";"18.732";"-0.4273529";"11.39806";"45.69442"
"166.8333";"-10.41664";"65.04599";"18.70383";"-0.4156532";"11.42765";"45.69826";"-10.41664";"65.04599";"18.70383";"-0.4156532";"11.42765";"45.69826"
"175.175";"-10.37981";"65.0563";"18.71175";"-0.4192238";"11.43444";"45.7005";"-10.37981";"65.0563";"18.71175";"-0.4192238";"11.43444";"45.7005"
"183.5167";"-10.34459";"65.07304";"19.41724";"-0.4182663";"11.47415";"45.70249";"-10.34459";"65.07304";"19.41724";"-0.4182663";"11.47415";"45.70249"
"191.8583";"-10.29597";"65.07018";"19.47771";"-0.4322014";"11.48906";"45.69941";"-10.29597";"65.07018";"19.47771";"-0.4322014";"11.48906";"45.69941"
"200.2";"-10.25243";"65.09314";"17.83733";"-0.4074631";"11.51766";"45.7038";"-10.25243";"65.09314";"17.83733";"-0.4074631";"11.51766";"45.7038"
"208.5417";"-10.22556";"65.10463";"17.87618";"-0.395153";"11.53367";"45.70135";"-10.22556";"65.10463";"17.87618";"-0.395153";"11.53367";"45.70135"
"216.8833";"-10.19012";"65.1167";"17.66094";"-0.4391708";"11.56611";"45.69941";"-10.19012";"65.1167";"17.66094";"-0.4391708";"11.56611";"45.69941"
"225.225";"-10.13475";"65.14674";"18.17262";"-0.4486885";"11.5938";"45.68819";"-10.13475";"65.14674";"18.17262";"-0.4486885";"11.5938";"45.68819"
"233.5667";"-10.0872";"65.14471";"17.45421";"-0.4828453";"11.62997";"45.68709";"-10.0872";"65.14471";"17.45421";"-0.4828453";"11.62997";"45.68709"
"241.9083";"-10.04809";"65.15723";"17.35242";"-0.4199982";"11.6533";"45.69557";"-10.04809";"65.15723";"17.35242";"-0.4199982";"11.6533";"45.69557"
"250.25";"-10.01";"65.17249";"17.83317";"-0.4772682";"11.68314";"45.69103";"-10.01";"65.17249";"17.83317";"-0.4772682";"11.68314";"45.69103"
"258.5917";"-9.972968";"65.19186";"17.83751";"-0.4207039";"11.71717";"45.69308";"-9.972968";"65.19186";"17.83751";"-0.4207039";"11.71717";"45.69308"
"266.9333";"-9.929368";"65.22414";"17.06854";"-0.398819";"11.73559";"45.69157";"-9.929368";"65.22414";"17.06854";"-0.398819";"11.73559";"45.69157"
"275.275";"-9.886939";"65.21527";"16.16792";"-0.4184456";"11.7793";"45.69642";"-9.886939";"65.21527";"16.16792";"-0.4184456";"11.7793";"45.69642"
"283.6167";"-9.85443";"65.22717";"17.96204";"-0.4364624";"11.80704";"45.68539";"-9.85443";"65.22717";"17.96204";"-0.4364624";"11.80704";"45.68539"
"291.9583";"-9.819498";"65.23908";"17.7312";"-0.4145889";"11.83525";"45.6908";"-9.819498";"65.23908";"17.7312";"-0.4145889";"11.83525";"45.6908"
"300.3";"-9.790236";"65.25217";"17.73729";"-0.3625488";"11.86374";"45.69044";"-9.790236";"65.25217";"17.73729";"-0.3625488";"11.86374";"45.69044"
"308.6417";"-9.735856";"65.26322";"17.6956";"-0.4392662";"11.88452";"45.69755";"-9.735856";"65.26322";"17.6956";"-0.4392662";"11.88452";"45.69755"
"316.9833";"-9.693737";"65.25843";"17.65966";"-0.435997";"11.9121";"45.6913";"-9.693737";"65.25843";"17.65966";"-0.435997";"11.9121";"45.6913"
"325.325";"-9.662159";"65.27084";"17.27198";"-0.4255638";"11.92075";"45.69248";"-9.662159";"65.27084";"17.27198";"-0.4255638";"11.92075";"45.69248"
"333.6667";"-9.638891";"65.27771";"17.55797";"-0.4209785";"11.96474";"45.69205";"-9.638891";"65.27771";"17.55797";"-0.4209785";"11.96474";"45.69205"
"342.0083";"-9.602681";"65.28418";"17.73304";"-0.4118195";"11.99256";"45.68234";"-9.602681";"65.28418";"17.73304";"-0.4118195";"11.99256";"45.68234"
"350.35";"-9.575151";"65.31347";"16.5008";"-0.4602661";"12.02386";"45.69104";"-9.575151";"65.31347";"16.5008";"-0.4602661";"12.02386";"45.69104"
"358.6917";"-9.534787";"65.31732";"17.82306";"-0.4484253";"12.03981";"45.69384";"-9.534787";"65.31732";"17.82306";"-0.4484253";"12.03981";"45.69384"
"367.0333";"-9.495127";"65.30869";"17.53479";"-0.443409";"12.07356";"45.69598";"-9.495127";"65.30869";"17.53479";"-0.443409";"12.07356";"45.69598"
"375.375";"-9.468885";"65.32333";"18.18641";"-0.4258728";"12.09842";"45.69582";"-9.468885";"65.32333";"18.18641";"-0.4258728";"12.09842";"45.69582"
"383.7167";"-9.438418";"65.33302";"18.72473";"-0.4803123";"12.1211";"45.69753";"-9.438418";"65.33302";"18.72473";"-0.4803123";"12.1211";"45.69753"
"392.0583";"-9.394532";"65.34003";"18.69578";"-0.4242363";"12.16795";"45.69947";"-9.394532";"65.34003";"18.69578";"-0.4242363";"12.16795";"45.69947"
"400.4";"-9.347877";"65.35911";"18.26297";"-0.4060059";"12.19736";"45.6923";"-9.347877";"65.35911";"18.26297";"-0.4060059";"12.19736";"45.6923"
"408.7417";"-9.304838";"65.35068";"18.54466";"-0.3923149";"12.22113";"45.69004";"-9.304838";"65.35068";"18.54466";"-0.3923149";"12.22113";"45.69004"
"417.0833";"-9.271302";"65.3623";"18.88943";"-0.4105797";"12.2563";"45.69768";"-9.271302";"65.3623";"18.88943";"-0.4105797";"12.2563";"45.69768"
"425.425";"-9.235057";"65.3776";"18.79694";"-0.3290749";"12.29116";"45.70046";"-9.235057";"65.3776";"18.79694";"-0.3290749";"12.29116";"45.70046"
"433.7667";"-9.221137";"65.39668";"18.68919";"-0.2512589";"12.31546";"45.7005";"-9.221137";"65.39668";"18.68919";"-0.2512589";"12.31546";"45.7005"
"442.1083";"-9.19381";"65.40653";"18.74611";"-0.25354";"12.35798";"45.70935";"-9.19381";"65.40653";"18.74611";"-0.25354";"12.35798";"45.70935"
"450.45";"-9.13592";"65.40166";"19.53501";"-0.2426643";"12.37975";"45.69527";"-9.13592";"65.40166";"19.53501";"-0.2426643";"12.37975";"45.69527"
"458.7917";"-9.091329";"65.41501";"20.69698";"-0.2411575";"12.42564";"45.70398";"-9.091329";"65.41501";"20.69698";"-0.2411575";"12.42564";"45.70398"
"467.1333";"-9.066496";"65.42264";"21.06583";"-0.2310715";"12.4444";"45.7062";"-9.066496";"65.42264";"21.06583";"-0.2310715";"12.4444";"45.7062"
"475.475";"-9.023935";"65.43898";"21.27007";"-0.2317886";"12.48737";"45.70801";"-9.023935";"65.43898";"21.27007";"-0.2317886";"12.48737";"45.70801"
"483.8167";"-8.988012";"65.45327";"18.3408";"-0.2317505";"12.51468";"45.70789";"-8.988012";"65.45327";"18.3408";"-0.2317505";"12.51468";"45.70789"
"492.1583";"-8.953379";"65.46101";"18.43849";"-0.2479744";"12.53705";"45.71403";"-8.953379";"65.46101";"18.43849";"-0.2479744";"12.53705";"45.71403"
