"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"-11.14954";"64.51768";"19.02874";"-1.173813";"10.94812";"45.78661";"-11.14954";"64.51768";"19.02874";"-1.173813";"10.94812";"45.78661"
"8.341666";"-11.16334";"64.51194";"17.83213";"-1.222176";"10.92196";"45.71469";"-11.16334";"64.51194";"17.83213";"-1.222176";"10.92196";"45.71469"
"16.68333";"-11.14844";"64.5207";"17.78845";"-1.131241";"10.95567";"45.71313";"-11.14844";"64.5207";"17.78845";"-1.131241";"10.95567";"45.71313"
"25.025";"-11.10614";"64.55073";"18.14519";"-0.6229553";"10.96634";"45.70918";"-11.10614";"64.55073";"18.14519";"-0.6229553";"10.96634";"45.70918"
"33.36666";"-11.05779";"64.5421";"18.14676";"-0.6112328";"10.97719";"45.70537";"-11.05779";"64.5421";"18.14676";"-0.6112328";"10.97719";"45.70537"
"41.70833";"-11.01944";"64.55938";"17.98316";"-0.6470833";"11.02024";"45.69341";"-11.01944";"64.55938";"17.98316";"-0.6470833";"11.02024";"45.69341"
"50.05";"-10.98327";"64.57742";"15.98918";"-0.581852";"11.05736";"45.69525";"-10.98327";"64.57742";"15.98918";"-0.581852";"11.05736";"45.69525"
"58.39167";"-10.95642";"64.62175";"16.08195";"-0.6197433";"11.07515";"45.69774";"-10.95642";"64.62175";"16.08195";"-0.6197433";"11.07515";"45.69774"
"66.73333";"-10.9067";"64.64012";"15.99681";"-0.6171875";"11.1139";"45.69829";"-10.9067";"64.64012";"15.99681";"-0.6171875";"11.1139";"45.69829"
"75.075";"-10.85704";"64.64595";"16.11127";"-0.6160889";"11.12816";"45.70316";"-10.85704";"64.64595";"16.11127";"-0.6160889";"11.12816";"45.70316"
"83.41666";"-10.81699";"64.65936";"16.04486";"-0.5839996";"11.15926";"45.70181";"-10.81699";"64.65936";"16.04486";"-0.5839996";"11.15926";"45.70181"
"91.75833";"-10.77511";"64.67705";"16.35955";"-0.5571251";"11.18158";"45.70469";"-10.77511";"64.67705";"16.35955";"-0.5571251";"11.18158";"45.70469"
"100.1";"-10.73032";"64.69408";"14.00522";"-0.5732079";"11.23103";"45.69278";"-10.73032";"64.69408";"14.00522";"-0.5732079";"11.23103";"45.69278"
"108.4417";"-10.69383";"64.6977";"13.6375";"-0.6132355";"11.24686";"45.69057";"-10.69383";"64.6977";"13.6375";"-0.6132355";"11.24686";"45.69057"
"116.7833";"-10.64308";"64.70979";"13.68736";"-0.6121025";"11.28867";"45.69625";"-10.64308";"64.70979";"13.68736";"-0.6121025";"11.28867";"45.69625"
"125.125";"-10.60463";"64.71956";"14.59472";"-0.5998039";"11.30206";"45.69489";"-10.60463";"64.71956";"14.59472";"-0.5998039";"11.30206";"45.69489"
"133.4667";"-10.56392";"64.73679";"14.23829";"-0.4323082";"11.32771";"45.69498";"-10.56392";"64.73679";"14.23829";"-0.4323082";"11.32771";"45.69498"
"141.8083";"-10.51558";"64.77347";"14.58523";"-0.5839767";"11.35172";"45.69809";"-10.51558";"64.77347";"14.58523";"-0.5839767";"11.35172";"45.69809"
"150.15";"-10.47721";"64.78119";"14.23704";"-0.5672607";"11.38248";"45.69359";"-10.47721";"64.78119";"14.23704";"-0.5672607";"11.38248";"45.69359"
"158.4917";"-10.43847";"64.7969";"14.97857";"-0.5863266";"11.4027";"45.6808";"-10.43847";"64.7969";"14.97857";"-0.5863266";"11.4027";"45.6808"
"166.8333";"-10.41837";"64.81142";"15.24779";"-0.6269646";"11.4184";"45.6822";"-10.41837";"64.81142";"15.24779";"-0.6269646";"11.4184";"45.6822"
"175.175";"-10.38338";"64.82806";"14.57538";"-0.6261177";"11.45205";"45.68409";"-10.38338";"64.82806";"14.57538";"-0.6261177";"11.45205";"45.68409"
"183.5167";"-10.3493";"64.83867";"15.92469";"-0.5857201";"11.46072";"45.68522";"-10.3493";"64.83867";"15.92469";"-0.5857201";"11.46072";"45.68522"
"191.8583";"-10.31112";"64.85092";"14.02478";"-0.6325874";"11.49018";"45.679";"-10.31112";"64.85092";"14.02478";"-0.6325874";"11.49018";"45.679"
"200.2";"-10.26488";"64.85942";"14.23095";"-0.6608849";"11.51438";"45.68176";"-10.26488";"64.85942";"14.23095";"-0.6608849";"11.51438";"45.68176"
"208.5417";"-10.2387";"64.87168";"14.39092";"-0.6274071";"11.53567";"45.68603";"-10.2387";"64.87168";"14.39092";"-0.6274071";"11.53567";"45.68603"
"216.8833";"-10.19899";"64.88432";"14.76603";"-0.609787";"11.54633";"45.68513";"-10.19899";"64.88432";"14.76603";"-0.609787";"11.54633";"45.68513"
"225.225";"-10.16007";"64.90672";"13.47688";"-0.6217957";"11.58861";"45.68561";"-10.16007";"64.90672";"13.47688";"-0.6217957";"11.58861";"45.68561"
"233.5667";"-10.11257";"64.90133";"13.57534";"-0.6486931";"11.60412";"45.66653";"-10.11257";"64.90133";"13.57534";"-0.6486931";"11.60412";"45.66653"
"241.9083";"-10.07219";"64.91959";"14.48993";"-0.567215";"11.63853";"45.67012";"-10.07219";"64.91959";"14.48993";"-0.567215";"11.63853";"45.67012"
"250.25";"-10.02826";"64.93716";"14.82035";"-0.6200066";"11.66497";"45.67022";"-10.02826";"64.93716";"14.82035";"-0.6200066";"11.66497";"45.67022"
"258.5917";"-9.994303";"64.96239";"15.35036";"-0.6480484";"11.69307";"45.67126";"-9.994303";"64.96239";"15.35036";"-0.6480484";"11.69307";"45.67126"
"266.9333";"-9.94465";"64.97449";"16.53808";"-0.6218567";"11.71287";"45.66984";"-9.94465";"64.97449";"16.53808";"-0.6218567";"11.71287";"45.66984"
"275.275";"-9.896192";"64.9826";"14.14149";"-0.634201";"11.74405";"45.67492";"-9.896192";"64.9826";"14.14149";"-0.634201";"11.74405";"45.67492"
"283.6167";"-9.869807";"65.00528";"14.34092";"-0.6423187";"11.77496";"45.67075";"-9.869807";"65.00528";"14.34092";"-0.6423187";"11.77496";"45.67075"
"291.9583";"-9.831496";"65.0294";"13.93685";"-0.5515022";"11.81234";"45.65755";"-9.831496";"65.0294";"13.93685";"-0.5515022";"11.81234";"45.65755"
"300.3";"-9.789389";"65.03477";"13.85014";"-0.5661163";"11.84182";"45.65971";"-9.789389";"65.03477";"13.85014";"-0.5661163";"11.84182";"45.65971"
"308.6417";"-9.754755";"65.04243";"13.7056";"-0.644577";"11.86705";"45.66749";"-9.754755";"65.04243";"13.7056";"-0.644577";"11.86705";"45.66749"
"316.9833";"-9.705627";"65.03893";"14.29416";"-0.6002007";"11.89386";"45.66407";"-9.705627";"65.03893";"14.29416";"-0.6002007";"11.89386";"45.66407"
"325.325";"-9.670158";"65.04897";"12.81474";"-0.558773";"11.91771";"45.66991";"-9.670158";"65.04897";"12.81474";"-0.558773";"11.91771";"45.66991"
"333.6667";"-9.641327";"65.05946";"12.88769";"-0.572155";"11.9512";"45.66939";"-9.641327";"65.05946";"12.88769";"-0.572155";"11.9512";"45.66939"
"342.0083";"-9.598515";"65.07219";"13.36986";"-0.6308098";"11.97201";"45.67254";"-9.598515";"65.07219";"13.36986";"-0.6308098";"11.97201";"45.67254"
"350.35";"-9.583496";"65.07684";"13.25548";"-0.6481209";"11.99312";"45.66018";"-9.583496";"65.07684";"13.25548";"-0.6481209";"11.99312";"45.66018"
"358.6917";"-9.536828";"65.08173";"12.95982";"-0.5821724";"12.03277";"45.66318";"-9.536828";"65.08173";"12.95982";"-0.5821724";"12.03277";"45.66318"
