"Time (ms)";"Trajectory 1"
"0";"0"
"8";"0.377775"
"17";"0.7677691"
"25";"1.182278"
"33";"1.633064"
"42";"2.126908"
"50";"2.661075"
"58";"3.222903"
"67";"3.793339"
"75";"4.353281"
"83";"4.890364"
"92";"5.401378"
"100";"5.88832"
"108";"6.3523"
"117";"6.7901"
"125";"7.194357"
"133";"7.557142"
"142";"7.875201"
"150";"8.153032"
"158";"8.401093"
"167";"8.630045"
"175";"8.845795"
"184";"9.048873"
"192";"9.237188"
"200";"9.409559"
"209";"9.567581"
"217";"9.714468"
"225";"9.852962"
"234";"9.98539"
"242";"10.11416"
"250";"10.24125"
"259";"10.36843"
"267";"10.49758"
"275";"10.63061"
"284";"10.7694"
"292";"10.91462"
"300";"11.06547"
"309";"11.22193"
"317";"11.38547"
"325";"11.55692"
"334";"11.73529"
"342";"11.91932"
"350";"12.10822"
"359";"12.30073"
"367";"12.49448"
"375";"12.68624"
"384";"12.87208"
"392";"13.04873"
"400";"13.21659"
"409";"13.38119"
"417";"13.54944"
"425";"13.72424"
"434";"13.90379"
"442";"14.08486"
"450";"14.26535"
"459";"14.44479"
"467";"14.62378"
"475";"14.8035"
"484";"14.98478"
"492";"15.16752"
"500";"15.35093"
"509";"15.53405"
"517";"15.71669"
"526";"15.9001"
"534";"16.08592"
"542";"16.27493"
"551";"16.46781"
"559";"16.66605"
"567";"16.87117"
"576";"17.08372"
"584";"17.30314"
"592";"17.53042"
"601";"17.77051"
"609";"18.0288"
"617";"18.30562"
"626";"18.59735"
"634";"18.9019"
"642";"19.2211"
"651";"19.55779"
"659";"19.91222"
"667";"20.28192"
"676";"20.6635"
"684";"21.054"
"692";"21.45222"
"701";"21.85954"
"709";"22.27883"
"717";"22.71232"
"726";"23.16091"
"734";"23.62481"
"742";"24.10329"
"751";"24.5948"
"759";"25.09905"
"767";"25.61863"
"776";"26.15769"
"784";"26.72015"
"792";"27.31012"
"801";"27.93213"
"809";"28.58899"
"817";"29.28129"
"826";"30.00925"
"834";"30.77391"
"843";"31.57841"
"851";"32.42799"
"859";"33.32658"
"868";"34.27537"
"876";"35.27614"
"884";"36.33392"
"893";"37.45452"
"901";"38.64008"
"909";"39.8878"
"918";"41.19086"
"926";"42.53736"
"934";"43.90907"
