"Time (ms)";"Trajectory 1"
"0";"0"
"8";"-0.134964"
"17";"-0.256813"
"25";"-0.3530159"
"33";"-0.413372"
"42";"-0.4333076"
"50";"-0.4166145"
"58";"-0.3748627"
"67";"-0.3239136"
"75";"-0.2788467"
"83";"-0.2488594"
"92";"-0.235199"
"100";"-0.2336006"
"108";"-0.2385292"
"117";"-0.245697"
"125";"-0.2527428"
"133";"-0.2589912"
"142";"-0.2644272"
"150";"-0.2693138"
"158";"-0.2745781"
"167";"-0.2807693"
"175";"-0.2866859"
"184";"-0.2905464"
"192";"-0.2924767"
"200";"-0.2943497"
"209";"-0.2974281"
"217";"-0.3016853"
"225";"-0.3070793"
"234";"-0.3139763"
"242";"-0.3224525"
"250";"-0.3317528"
"259";"-0.3405037"
"267";"-0.3478203"
"275";"-0.354248"
"284";"-0.3609047"
"292";"-0.3678017"
"300";"-0.3744812"
"309";"-0.382"
"317";"-0.3923874"
"325";"-0.4059029"
"334";"-0.4202423"
"342";"-0.4326515"
"350";"-0.4422722"
"359";"-0.44981"
"367";"-0.455677"
"375";"-0.4599648"
"384";"-0.4631386"
"392";"-0.4655418"
"400";"-0.4672699"
"409";"-0.4683113"
"417";"-0.4681854"
"425";"-0.4664574"
"434";"-0.4632721"
"442";"-0.4590225"
"450";"-0.4546967"
"459";"-0.4520226"
"467";"-0.4520836"
"475";"-0.4545364"
"484";"-0.4582405"
"492";"-0.4621468"
"500";"-0.4658241"
"509";"-0.4694061"
"517";"-0.4731598"
"526";"-0.4769897"
"534";"-0.4802475"
"542";"-0.4820633"
"551";"-0.4818115"
"559";"-0.4793892"
"567";"-0.4750595"
"576";"-0.4691544"
"584";"-0.4620132"
"592";"-0.4542351"
"601";"-0.4471359"
"609";"-0.4422226"
"617";"-0.4395599"
"626";"-0.4377403"
"634";"-0.435894"
"642";"-0.4341774"
"651";"-0.4327583"
"659";"-0.4314919"
"667";"-0.430191"
"676";"-0.4289894"
"684";"-0.4287071"
"692";"-0.4302711"
"701";"-0.4333305"
"709";"-0.4360275"
"717";"-0.4362602"
"726";"-0.4325638"
"734";"-0.4245071"
"742";"-0.4131508"
"751";"-0.4009285"
"759";"-0.3903923"
"767";"-0.3825302"
"776";"-0.3761711"
"784";"-0.3688354"
"792";"-0.3583031"
"801";"-0.3435211"
"809";"-0.3244247"
"817";"-0.3015251"
"826";"-0.2756081"
"834";"-0.2474174"
"843";"-0.2178192"
"851";"-0.1881065"
"859";"-0.160244"
"868";"-0.1364098"
"876";"-0.1169586"
"884";"-0.09932327"
"893";"-0.08009338"
"901";"-0.05761719"
"909";"-0.03252411"
"918";"-0.006622314"
"926";"0.0188942"
"934";"0.04422379"
"943";"0.06987"
