"Time (ms)";"Trajectory 1"
"0";"0"
"8";"-0.1653328"
"17";"-0.3214035"
"25";"-0.4576416"
"33";"-0.5623589"
"42";"-0.6260948"
"50";"-0.6459808"
"58";"-0.6273079"
"67";"-0.5828743"
"75";"-0.5303421"
"83";"-0.4862175"
"92";"-0.4596596"
"100";"-0.4511604"
"108";"-0.4556885"
"117";"-0.4665222"
"125";"-0.4784431"
"133";"-0.489357"
"142";"-0.4994354"
"150";"-0.5092697"
"158";"-0.5188255"
"167";"-0.5276566"
"175";"-0.5356026"
"184";"-0.542778"
"192";"-0.5490265"
"200";"-0.5536766"
"209";"-0.555748"
"217";"-0.5550423"
"225";"-0.5534058"
"234";"-0.5538902"
"242";"-0.5583382"
"250";"-0.5666161"
"259";"-0.5774231"
"267";"-0.588562"
"275";"-0.5976563"
"284";"-0.603714"
"292";"-0.607254"
"300";"-0.6091194"
"309";"-0.610527"
"317";"-0.6128998"
"325";"-0.6164017"
"334";"-0.6203003"
"342";"-0.625309"
"350";"-0.6333923"
"359";"-0.6445618"
"367";"-0.6553535"
"375";"-0.6615791"
"384";"-0.6622658"
"392";"-0.660347"
"400";"-0.6600647"
"409";"-0.6639977"
"417";"-0.6714287"
"425";"-0.6796112"
"434";"-0.6867523"
"442";"-0.6927147"
"450";"-0.6978989"
"459";"-0.7033501"
"467";"-0.7102814"
"475";"-0.7183075"
"484";"-0.7259827"
"492";"-0.7332535"
"500";"-0.7415695"
"509";"-0.7517624"
"517";"-0.7632446"
"526";"-0.7747879"
"534";"-0.7850952"
"542";"-0.7934189"
"551";"-0.8005943"
"559";"-0.8089714"
"567";"-0.8202515"
"576";"-0.8344688"
"584";"-0.8518028"
"592";"-0.8731003"
"601";"-0.8978691"
"609";"-0.9237022"
"617";"-0.9478951"
"626";"-0.9690971"
"634";"-0.9877319"
"642";"-1.004593"
"651";"-1.019886"
"659";"-1.034054"
"667";"-1.047749"
"676";"-1.060486"
"684";"-1.070786"
"692";"-1.077515"
"701";"-1.080353"
"709";"-1.07962"
"717";"-1.07626"
"726";"-1.071827"
"734";"-1.067764"
"742";"-1.064308"
"751";"-1.060261"
"759";"-1.053822"
"767";"-1.043625"
"776";"-1.029575"
"784";"-1.012512"
"792";"-0.9936981"
"801";"-0.9751663"
"809";"-0.9588203"
"817";"-0.9449539"
"826";"-0.9330139"
"834";"-0.9229355"
"843";"-0.9146194"
"851";"-0.9069405"
"859";"-0.8979683"
"868";"-0.8855934"
"876";"-0.8675804"
"884";"-0.8412209"
"893";"-0.8029747"
"901";"-0.7491341"
"909";"-0.6782341"
"918";"-0.593029"
"926";"-0.4997864"
