"Time (ms)";"Trajectory 1"
"0";"0"
"8";"-0.2000237"
"17";"-0.373745"
"25";"-0.5011711"
"33";"-0.572525"
"42";"-0.5899467"
"50";"-0.5676231"
"58";"-0.5270157"
"67";"-0.4883652"
"75";"-0.4650803"
"83";"-0.4620972"
"92";"-0.475872"
"100";"-0.4971161"
"108";"-0.5164642"
"117";"-0.5292816"
"125";"-0.5358963"
"133";"-0.5390587"
"142";"-0.5418587"
"150";"-0.5458984"
"158";"-0.5504837"
"167";"-0.5543709"
"175";"-0.5574608"
"184";"-0.5598564"
"192";"-0.5616341"
"200";"-0.5643959"
"209";"-0.5703163"
"217";"-0.5791855"
"225";"-0.5885849"
"234";"-0.5971642"
"242";"-0.606041"
"250";"-0.6165619"
"259";"-0.6275711"
"267";"-0.636055"
"275";"-0.6407661"
"284";"-0.6443672"
"292";"-0.6511841"
"300";"-0.6634026"
"309";"-0.6801338"
"317";"-0.6992111"
"325";"-0.7187004"
"334";"-0.7373924"
"342";"-0.754818"
"350";"-0.7707634"
"359";"-0.7846832"
"367";"-0.7955093"
"375";"-0.8018608"
"384";"-0.8032913"
"392";"-0.8020172"
"400";"-0.8019981"
"409";"-0.8057861"
"417";"-0.8134384"
"425";"-0.8238716"
"434";"-0.8358917"
"442";"-0.8483734"
"450";"-0.8606949"
"459";"-0.8733139"
"467";"-0.8872185"
"475";"-0.9027023"
"484";"-0.9191093"
"492";"-0.9353371"
"500";"-0.9503975"
"509";"-0.9641037"
"517";"-0.9767838"
"526";"-0.9881325"
"534";"-0.9975243"
"542";"-1.005455"
"551";"-1.013901"
"559";"-1.025284"
"567";"-1.040775"
"576";"-1.05901"
"584";"-1.077137"
"592";"-1.093857"
"601";"-1.110664"
"609";"-1.12962"
"617";"-1.150295"
"626";"-1.170151"
"634";"-1.187401"
"642";"-1.201946"
"651";"-1.214336"
"659";"-1.224789"
"667";"-1.232895"
"676";"-1.238197"
"684";"-1.240818"
"692";"-1.241074"
"701";"-1.23912"
"709";"-1.235729"
"717";"-1.232315"
"726";"-1.229103"
"734";"-1.224331"
"742";"-1.215645"
"751";"-1.202175"
"759";"-1.18549"
"767";"-1.168293"
"776";"-1.152363"
"784";"-1.137897"
"792";"-1.12426"
"801";"-1.11039"
"809";"-1.095013"
"817";"-1.077648"
"826";"-1.059052"
"834";"-1.040291"
"843";"-1.022411"
"851";"-1.00647"
"859";"-0.9932671"
"868";"-0.9833603"
"876";"-0.9756889"
"884";"-0.965786"
"893";"-0.947773"
"901";"-0.9178505"
"909";"-0.8746834"
"918";"-0.8182144"
"926";"-0.7498131"
"934";"-0.6738319"
