"Time (ms)";"Trajectory 1"
"0";"0"
"8";"0.6126785"
"17";"1.217126"
"25";"1.81527"
"33";"2.415947"
"42";"3.029842"
"50";"3.667664"
"58";"4.334528"
"67";"5.023309"
"75";"5.716526"
"83";"6.393779"
"92";"7.037276"
"100";"7.635512"
"108";"8.184865"
"117";"8.686966"
"125";"9.14381"
"133";"9.554453"
"142";"9.915502"
"150";"10.22491"
"158";"10.48613"
"167";"10.70916"
"175";"10.9073"
"184";"11.09223"
"192";"11.271"
"200";"11.447"
"209";"11.62253"
"217";"11.79957"
"225";"11.97851"
"234";"12.15708"
"242";"12.33148"
"250";"12.49833"
"259";"12.65543"
"267";"12.80222"
"275";"12.94056"
"284";"13.07445"
"292";"13.20851"
"300";"13.34679"
"309";"13.49166"
"317";"13.64287"
"325";"13.79808"
"334";"13.95455"
"342";"14.11005"
"350";"14.26244"
"359";"14.40924"
"367";"14.54874"
"375";"14.68153"
"384";"14.81014"
"392";"14.93771"
"400";"15.06684"
"409";"15.19854"
"417";"15.33267"
"425";"15.46937"
"434";"15.60908"
"442";"15.7516"
"450";"15.89634"
"459";"16.04305"
"467";"16.19172"
"475";"16.34259"
"484";"16.49666"
"492";"16.65529"
"500";"16.81897"
"509";"16.98714"
"517";"17.15974"
"526";"17.33854"
"534";"17.52654"
"542";"17.72668"
"551";"17.94074"
"559";"18.16768"
"567";"18.40436"
"576";"18.6491"
"584";"18.90283"
"592";"19.16666"
"601";"19.44043"
"609";"19.72355"
"617";"20.01627"
"626";"20.32066"
"634";"20.63991"
"642";"20.97487"
"651";"21.322"
"659";"21.6771"
"667";"22.03957"
"676";"22.4111"
"684";"22.79229"
"692";"23.18253"
"701";"23.58166"
"709";"23.99132"
"717";"24.41585"
"726";"24.861"
"734";"25.33082"
"742";"25.82699"
"751";"26.35124"
"759";"26.90639"
"767";"27.49493"
"776";"28.11816"
"784";"28.77668"
"792";"29.47091"
"801";"30.20118"
"809";"30.96917"
"817";"31.78026"
"826";"32.64241"
"834";"33.56138"
"843";"34.53818"
"851";"35.57107"
"859";"36.65788"
"868";"37.79657"
"876";"38.98552"
"884";"40.22364"
"893";"41.50763"
"901";"42.82891"
"909";"44.1762"
"918";"45.53976"
