"Time (ms)";"Trajectory 1"
"0";"0"
"8";"0.1145794"
"17";"0.3751219"
"25";"0.8114467"
"33";"1.365584"
"42";"1.977731"
"50";"2.61414"
"58";"3.251586"
"67";"3.867537"
"75";"4.446161"
"83";"4.987205"
"92";"5.50197"
"100";"5.997372"
"108";"6.468384"
"117";"6.905238"
"125";"7.300858"
"133";"7.652185"
"142";"7.960941"
"150";"8.233702"
"158";"8.479262"
"167";"8.707118"
"175";"8.92629"
"184";"9.142426"
"192";"9.356934"
"200";"9.569326"
"209";"9.779541"
"217";"9.988522"
"225";"10.19728"
"234";"10.40542"
"242";"10.61036"
"250";"10.80781"
"259";"10.99419"
"267";"11.17033"
"275";"11.34284"
"284";"11.52081"
"292";"11.70937"
"300";"11.90508"
"309";"12.09989"
"317";"12.28992"
"325";"12.47742"
"334";"12.66615"
"342";"12.85817"
"350";"13.05276"
"359";"13.24666"
"367";"13.43538"
"375";"13.61653"
"384";"13.7926"
"392";"13.96715"
"400";"14.14096"
"409";"14.31589"
"417";"14.49526"
"425";"14.67797"
"434";"14.86042"
"442";"15.04231"
"450";"15.22552"
"459";"15.41151"
"467";"15.60126"
"475";"15.79532"
"484";"15.99419"
"492";"16.19876"
"500";"16.40932"
"509";"16.62418"
"517";"16.84043"
"526";"17.05662"
"534";"17.27562"
"542";"17.50437"
"551";"17.74697"
"559";"17.99783"
"567";"18.24648"
"576";"18.48908"
"584";"18.72982"
"592";"18.97293"
"601";"19.21955"
"609";"19.47044"
"617";"19.72556"
"626";"19.98326"
"634";"20.24389"
"642";"20.51184"
"651";"20.79329"
"659";"21.09127"
"667";"21.39935"
"676";"21.70578"
"684";"22.00504"
"692";"22.29921"
"701";"22.59474"
"709";"22.90189"
"717";"23.22584"
"726";"23.56115"
"734";"23.90365"
"742";"24.25325"
"751";"24.60456"
"759";"24.95436"
"767";"25.31142"
"776";"25.68708"
"784";"26.08486"
"792";"26.50229"
"801";"26.93547"
"809";"27.3828"
"817";"27.84777"
"826";"28.33674"
"834";"28.85507"
"843";"29.40413"
"851";"29.97816"
"859";"30.57036"
"868";"31.18663"
"876";"31.8454"
"884";"32.56034"
"893";"33.32962"
"901";"34.14261"
"909";"34.99447"
"918";"35.89485"
"926";"36.85904"
"934";"37.89143"
"943";"38.98539"
"951";"40.13498"
"959";"41.33498"
"968";"42.57227"
"976";"43.82685"
