"Time (ms)";"Trajectory 1"
"0";"0"
"8";"0.510484"
"17";"1.016037"
"25";"1.521882"
"33";"2.042519"
"42";"2.593199"
"50";"3.182205"
"58";"3.807678"
"67";"4.459149"
"75";"5.119247"
"83";"5.765941"
"92";"6.379793"
"100";"6.951891"
"108";"7.484226"
"117";"7.983238"
"125";"8.453391"
"133";"8.893981"
"142";"9.299643"
"150";"9.66505"
"158";"9.990058"
"167";"10.28087"
"175";"10.54805"
"184";"10.80329"
"192";"11.05524"
"200";"11.30633"
"209";"11.55241"
"217";"11.78655"
"225";"12.00446"
"234";"12.2066"
"242";"12.39624"
"250";"12.57676"
"259";"12.7498"
"267";"12.91524"
"275";"13.07377"
"284";"13.22843"
"292";"13.38256"
"300";"13.53807"
"309";"13.69664"
"317";"13.85912"
"325";"14.02243"
"334";"14.18022"
"342";"14.32794"
"350";"14.46594"
"359";"14.59827"
"367";"14.72945"
"375";"14.86228"
"384";"14.99641"
"392";"15.12854"
"400";"15.25593"
"409";"15.3794"
"417";"15.50256"
"425";"15.62971"
"434";"15.76351"
"442";"15.90453"
"450";"16.05364"
"459";"16.21244"
"467";"16.38127"
"475";"16.55874"
"484";"16.74311"
"492";"16.93311"
"500";"17.1278"
"509";"17.32622"
"517";"17.5276"
"526";"17.73159"
"534";"17.93786"
"542";"18.14602"
"551";"18.35588"
"559";"18.5672"
"567";"18.77898"
"576";"18.99002"
"584";"19.20031"
"592";"19.41254"
"601";"19.63275"
"609";"19.86572"
"617";"20.10931"
"626";"20.35923"
"634";"20.61689"
"642";"20.88683"
"651";"21.17078"
"659";"21.46771"
"667";"21.77659"
"676";"22.09805"
"684";"22.43347"
"692";"22.78291"
"701";"23.14458"
"709";"23.51586"
"717";"23.89589"
"726";"24.28642"
"734";"24.68966"
"742";"25.10704"
"751";"25.54029"
"759";"25.99171"
"767";"26.46289"
"776";"26.95349"
"784";"27.46206"
"792";"27.988"
"801";"28.53328"
"809";"29.10372"
"817";"29.70749"
"826";"30.35026"
"834";"31.0326"
"843";"31.7528"
"851";"32.51248"
"859";"33.31945"
"868";"34.18449"
"876";"35.11485"
"884";"36.11258"
"893";"37.17765"
"901";"38.3099"
"909";"39.50964"
"918";"40.77963"
"926";"42.12267"
"934";"43.53152"
"943";"44.98119"
