"Time (ms)";"Trajectory 1"
"0";"0"
"8";"0.5106018"
"17";"1.003282"
"25";"1.479792"
"33";"1.959459"
"42";"2.465235"
"50";"3.01585"
"58";"3.617069"
"67";"4.253264"
"75";"4.893008"
"83";"5.504624"
"92";"6.069665"
"100";"6.589228"
"108";"7.079413"
"117";"7.556512"
"125";"8.023597"
"133";"8.470651"
"142";"8.884592"
"150";"9.257249"
"158";"9.587742"
"167";"9.882565"
"175";"10.15363"
"184";"10.41243"
"192";"10.66434"
"200";"10.90934"
"209";"11.14626"
"217";"11.37405"
"225";"11.59207"
"234";"11.80142"
"242";"12.00422"
"250";"12.20151"
"259";"12.39285"
"267";"12.57702"
"275";"12.75401"
"284";"12.9278"
"292";"13.1053"
"300";"13.29029"
"309";"13.47954"
"317";"13.66634"
"325";"13.84772"
"334";"14.02611"
"342";"14.20507"
"350";"14.38657"
"359";"14.57108"
"367";"14.7581"
"375";"14.94664"
"384";"15.1354"
"392";"15.32274"
"400";"15.50788"
"409";"15.69258"
"417";"15.87956"
"425";"16.06949"
"434";"16.26137"
"442";"16.45452"
"450";"16.6487"
"459";"16.84361"
"467";"17.04"
"475";"17.24079"
"484";"17.44855"
"492";"17.66095"
"500";"17.87191"
"509";"18.07791"
"517";"18.28013"
"526";"18.4812"
"534";"18.68284"
"542";"18.88575"
"551";"19.09017"
"559";"19.29714"
"567";"19.50875"
"576";"19.7262"
"584";"19.94941"
"592";"20.17999"
"601";"20.42229"
"609";"20.67898"
"617";"20.94681"
"626";"21.21931"
"634";"21.49406"
"642";"21.77337"
"651";"22.05884"
"659";"22.34971"
"667";"22.64578"
"676";"22.94948"
"684";"23.26455"
"692";"23.59207"
"701";"23.92914"
"709";"24.27388"
"717";"24.62841"
"726";"24.99461"
"734";"25.37114"
"742";"25.75525"
"751";"26.14585"
"759";"26.54758"
"767";"26.97021"
"776";"27.42192"
"784";"27.90563"
"792";"28.42245"
"801";"28.97459"
"809";"29.56341"
"817";"30.18804"
"826";"30.8472"
"834";"31.54281"
"843";"32.28262"
"851";"33.07753"
"859";"33.93494"
"868";"34.85683"
"876";"35.8419"
"884";"36.88698"
"893";"37.98757"
"901";"39.13884"
"909";"40.33756"
"918";"41.57971"
"926";"42.85405"
"934";"44.14348"
