"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"0.7451338";"25.54553";"6.440851";"4.902466";"7.55237";"27.38642";"-1.807353";"41.33042";"0.7451338";"25.54553";"6.440851";"4.902466";"7.55237";"27.38642"
"8.341666";"1.182614";"25.40314";"6.588013";"4.805847";"7.629925";"27.30902";"-1.815743";"41.34484";"1.182614";"25.40314";"6.588013";"4.805847";"7.629925";"27.30902"
"16.68333";"1.462569";"25.27269";"6.662248";"4.625381";"7.931585";"27.07666";"-1.350746";"41.22865";"1.462569";"25.27269";"6.662248";"4.625381";"7.931585";"27.07666"
"25.025";"1.782307";"25.12387";"6.779973";"4.498661";"8.218477";"26.85714";"-0.9383157";"41.10726";"1.782307";"25.12387";"6.779973";"4.498661";"8.218477";"26.85714"
"33.36666";"2.125215";"25.06212";"6.957284";"4.444069";"8.576168";"26.65731";"-0.4431466";"40.98674";"2.125215";"25.06212";"6.957284";"4.444069";"8.576168";"26.65731"
"41.70833";"2.554969";"25.01873";"7.232339";"4.422703";"9.00846";"26.55202";"0.03806327";"40.95221";"2.554969";"25.01873";"7.232339";"4.422703";"9.00846";"26.55202"
"50.05";"3.004681";"25.05966";"7.565807";"4.400135";"9.464498";"26.5887";"0.5304602";"40.9435";"3.004681";"25.05966";"7.565807";"4.400135";"9.464498";"26.5887"
"58.39167";"3.49568";"25.1083";"7.817725";"4.380589";"9.93331";"26.69639";"1.051761";"41.00551";"3.49568";"25.1083";"7.817725";"4.380589";"9.93331";"26.69639"
"66.73333";"4.014092";"25.09998";"8.013171";"4.343407";"10.38675";"26.7426";"1.602827";"41.06821";"4.014092";"25.09998";"8.013171";"4.343407";"10.38675";"26.7426"
"75.075";"4.483833";"25.10501";"8.106594";"4.301289";"10.80409";"26.73041";"2.223785";"41.11093";"4.483833";"25.10501";"8.106594";"4.301289";"10.80409";"26.73041"
"83.41666";"4.8772";"25.08847";"8.162123";"4.269241";"11.17266";"26.63574";"2.878884";"41.11759";"4.8772";"25.08847";"8.162123";"4.269241";"11.17266";"26.63574"
"91.75833";"5.20786";"25.06753";"8.249711";"4.230434";"11.53398";"26.48518";"3.471825";"41.11871";"5.20786";"25.06753";"8.249711";"4.230434";"11.53398";"26.48518"
"100.1";"5.534614";"25.05649";"8.369707";"4.224705";"11.86778";"26.32987";"4.00898";"41.14746";"5.534614";"25.05649";"8.369707";"4.224705";"11.86778";"26.32987"
"108.4417";"5.862785";"25.07248";"8.466115";"4.210857";"12.16592";"26.21498";"4.477994";"41.11515";"5.862785";"25.07248";"8.466115";"4.210857";"12.16592";"26.21498"
"116.7833";"6.192322";"25.05957";"8.569942";"4.212044";"12.47878";"26.1602";"4.934762";"41.11549";"6.192322";"25.05957";"8.569942";"4.212044";"12.47878";"26.1602"
"125.125";"6.524312";"25.04055";"8.639987";"4.211067";"12.80495";"26.13381";"5.427143";"41.1301";"6.524312";"25.04055";"8.639987";"4.211067";"12.80495";"26.13381"
"133.4667";"6.850646";"25.01328";"8.718409";"4.21907";"13.12557";"26.10287";"5.919358";"41.10189";"6.850646";"25.01328";"8.718409";"4.21907";"13.12557";"26.10287"
"141.8083";"7.180825";"25.00152";"8.791215";"4.229095";"13.40991";"26.05684";"6.367223";"41.09985";"7.180825";"25.00152";"8.791215";"4.229095";"13.40991";"26.05684"
"150.15";"7.430387";"25.01304";"8.856396";"4.239414";"13.66064";"25.97502";"6.74593";"41.08345";"7.430387";"25.01304";"8.856396";"4.239414";"13.66064";"25.97502"
"158.4917";"7.630775";"24.99856";"8.901493";"4.243233";"13.89713";"25.8918";"7.101765";"41.05729";"7.630775";"24.99856";"8.901493";"4.243233";"13.89713";"25.8918"
"166.8333";"7.775826";"24.98206";"8.924154";"4.25526";"14.07043";"25.84958";"7.375456";"41.06093";"7.775826";"24.98206";"8.924154";"4.25526";"14.07043";"25.84958"
"175.175";"7.880262";"24.97372";"8.963032";"4.258682";"14.21012";"25.79528";"7.65421";"41.02415";"7.880262";"24.97372";"8.963032";"4.258682";"14.21012";"25.79528"
"183.5167";"8.011959";"24.96622";"8.981332";"4.257488";"14.36232";"25.7126";"7.89458";"41.02821";"8.011959";"24.96622";"8.981332";"4.257488";"14.36232";"25.7126"
"191.8583";"8.143028";"24.94946";"8.985783";"4.25864";"14.49799";"25.65913";"8.133119";"41.03556";"8.143028";"24.94946";"8.985783";"4.25864";"14.49799";"25.65913"
"200.2";"8.261065";"24.966";"9.005856";"4.259792";"14.61692";"25.62636";"8.368063";"41.04794";"8.261065";"24.966";"9.005856";"4.259792";"14.61692";"25.62636"
"208.5417";"8.407753";"24.95724";"9.014913";"4.256283";"14.75098";"25.60376";"8.5729";"41.05239";"8.407753";"24.95724";"9.014913";"4.256283";"14.75098";"25.60376"
