"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"0.8093477";"25.74079";"6.452283";"5.486526";"7.429614";"27.57933";"-1.864731";"41.52274";"0.8093477";"25.74079";"6.452283";"5.486526";"7.429614";"27.57933"
"8.341666";"1.172436";"25.59349";"6.539848";"5.209293";"7.432343";"27.51008";"-1.309274";"41.38587";"1.172436";"25.59349";"6.539848";"5.209293";"7.432343";"27.51008"
"16.68333";"1.506801";"25.46741";"6.629791";"5.056877";"7.750468";"27.29347";"-0.8446678";"41.26524";"1.506801";"25.46741";"6.629791";"5.056877";"7.750468";"27.29347"
"25.025";"1.846142";"25.34825";"6.817359";"4.996651";"8.100023";"27.08017";"-0.3337653";"41.15752";"1.846142";"25.34825";"6.817359";"4.996651";"8.100023";"27.08017"
"33.36666";"2.266177";"25.3232";"7.103546";"4.978046";"8.535311";"26.90818";"0.1634002";"41.07758";"2.266177";"25.3232";"7.103546";"4.978046";"8.535311";"26.90818"
"41.70833";"2.777354";"25.33904";"7.427278";"4.95932";"9.032324";"26.90418";"0.7113078";"41.06971";"2.777354";"25.33904";"7.427278";"4.95932";"9.032324";"26.90418"
"50.05";"3.312208";"25.38993";"7.766797";"4.959606";"9.554987";"27.00394";"1.305269";"41.09293";"3.312208";"25.38993";"7.766797";"4.959606";"9.554987";"27.00394"
"58.39167";"3.879807";"25.41059";"8.031195";"4.952229";"10.05397";"27.09783";"1.947445";"41.1482";"3.879807";"25.41059";"8.031195";"4.952229";"10.05397";"27.09783"
"66.73333";"4.482901";"25.41102";"8.233258";"4.924721";"10.54263";"27.09843";"2.570208";"41.21649";"4.482901";"25.41102";"8.233258";"4.924721";"10.54263";"27.09843"
"75.075";"5.021387";"25.39153";"8.356835";"4.909763";"10.97282";"27.05361";"3.264964";"41.27561";"5.021387";"25.39153";"8.356835";"4.909763";"10.97282";"27.05361"
"83.41666";"5.422201";"25.39044";"8.448521";"4.898464";"11.37142";"26.91896";"3.922201";"41.28743";"5.422201";"25.39044";"8.448521";"4.898464";"11.37142";"26.91896"
"91.75833";"5.783607";"25.39072";"8.556906";"4.902042";"11.75304";"26.75207";"4.541609";"41.28911";"5.783607";"25.39072";"8.556906";"4.902042";"11.75304";"26.75207"
