"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"1.32344";"26.03493";"6.732044";"6.220295";"7.61725";"27.72421";"-1.795251";"41.75979";"1.32344";"26.03493";"6.732044";"6.220295";"7.61725";"27.72421"
"8.341666";"1.708214";"25.81009";"6.956639";"5.979328";"7.626131";"27.71578";"-1.220054";"41.59283";"1.708214";"25.81009";"6.956639";"5.979328";"7.626131";"27.71578"
"16.68333";"2.178239";"25.62309";"7.189217";"5.759312";"8.059681";"27.49798";"-0.6930739";"41.45227";"2.178239";"25.62309";"7.189217";"5.759312";"8.059681";"27.49798"
"25.025";"2.605055";"25.45484";"7.381248";"5.556549";"8.451035";"27.24913";"-0.1019148";"41.30202";"2.605055";"25.45484";"7.381248";"5.556549";"8.451035";"27.24913"
"33.36666";"2.996051";"25.3254";"7.52148";"5.445087";"8.822387";"26.89996";"0.5049782";"41.16743";"2.996051";"25.3254";"7.52148";"5.445087";"8.822387";"26.89996"
"41.70833";"3.417613";"25.26622";"7.716037";"5.398121";"9.335568";"26.77033";"1.047023";"41.11359";"3.417613";"25.26622";"7.716037";"5.398121";"9.335568";"26.77033"
"50.05";"3.863583";"25.26297";"7.979829";"5.360367";"9.805936";"26.68385";"1.653471";"41.09964";"3.863583";"25.26297";"7.979829";"5.360367";"9.805936";"26.68385"
"58.39167";"4.36715";"25.29351";"8.246607";"5.342663";"10.29446";"26.69741";"2.297923";"41.10608";"4.36715";"25.29351";"8.246607";"5.342663";"10.29446";"26.69741"
"66.73333";"4.874347";"25.32724";"8.468993";"5.314285";"10.80842";"26.73914";"2.981342";"41.18057";"4.874347";"25.32724";"8.468993";"5.314285";"10.80842";"26.73914"
"75.075";"5.44333";"25.33502";"8.629606";"5.267345";"11.30229";"26.78423";"3.669164";"41.25782";"5.44333";"25.33502";"8.629606";"5.267345";"11.30229";"26.78423"
"83.41666";"5.96733";"25.327";"8.757794";"5.249496";"11.78068";"26.7578";"4.387583";"41.30551";"5.96733";"25.327";"8.757794";"5.249496";"11.78068";"26.7578"
"91.75833";"6.410893";"25.32972";"8.889448";"5.234138";"12.21881";"26.68899";"5.092776";"41.30856";"6.410893";"25.32972";"8.889448";"5.234138";"12.21881";"26.68899"
"100.1";"6.817229";"25.32696";"9.01743";"5.203823";"12.66842";"26.55518";"5.742173";"41.31275";"6.817229";"25.32696";"9.01743";"5.203823";"12.66842";"26.55518"
"108.4417";"7.218512";"25.32108";"9.122128";"5.201645";"13.03628";"26.41842";"6.332977";"41.30317";"7.218512";"25.32108";"9.122128";"5.201645";"13.03628";"26.41842"
"116.7833";"7.615241";"25.27706";"9.221042";"5.198971";"13.37977";"26.27826";"6.877338";"41.27501";"7.615241";"25.27706";"9.221042";"5.198971";"13.37977";"26.27826"
"125.125";"7.978756";"25.24712";"9.300779";"5.19746";"13.67268";"26.15403";"7.365158";"41.27716";"7.978756";"25.24712";"9.300779";"5.19746";"13.67268";"26.15403"
"133.4667";"8.274544";"25.22166";"9.359572";"5.210548";"13.94196";"26.04829";"7.822925";"41.27341";"8.274544";"25.22166";"9.359572";"5.210548";"13.94196";"26.04829"
