"Time (ms)";"Trajectory 1"
"0";"0"
"8";"0.1347466"
"17";"0.2589684"
"25";"0.3682709"
"33";"0.4650841"
"42";"0.5556793"
"50";"0.6464195"
"58";"0.7412872"
"67";"0.8412819"
"75";"0.9447556"
"83";"1.048439"
"92";"1.148941"
"100";"1.244015"
"108";"1.33316"
"117";"1.416649"
"125";"1.49398"
"133";"1.563705"
"142";"1.624664"
"150";"1.676971"
"158";"1.721329"
"167";"1.758362"
"175";"1.78978"
"184";"1.818932"
"192";"1.848541"
"200";"1.878483"
"209";"1.906395"
"217";"1.92934"
"225";"1.944866"
"234";"1.951859"
"242";"1.950619"
"250";"1.941826"
"259";"1.926476"
"267";"1.907192"
"275";"1.887894"
"284";"1.871281"
"292";"1.857437"
"300";"1.845108"
"309";"1.833405"
"317";"1.821999"
"325";"1.810703"
"334";"1.799526"
"342";"1.78838"
"350";"1.776539"
"359";"1.763081"
"367";"1.747623"
"375";"1.730312"
"384";"1.711628"
"392";"1.692436"
"400";"1.673668"
"409";"1.655323"
"417";"1.63596"
"425";"1.613377"
"434";"1.585697"
"442";"1.552254"
"450";"1.513824"
"459";"1.471828"
"467";"1.426998"
"475";"1.378815"
"484";"1.326237"
"492";"1.268791"
"500";"1.206173"
"509";"1.137245"
"517";"1.06049"
"526";"0.9749069"
"534";"0.8800964"
"542";"0.7757797"
"551";"0.6617508"
"559";"0.5387421"
"567";"0.4094238"
"576";"0.2783432"
"584";"0.149601"
"592";"0.0235405"
