"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"2.912967";"30.81456";"-10.81134";"14.29983";"8.37992";"26.25876";"14.0177";"41.80539";"2.912967";"30.81456";"-10.81134";"14.29983";"8.37992";"26.25876"
"8.341666";"4.019652";"31.08845";"-9.894627";"14.70227";"8.474683";"26.26711";"15.28152";"41.88146";"4.019652";"31.08845";"-9.894627";"14.70227";"8.474683";"26.26711"
"16.68333";"5.157519";"31.2709";"-8.907436";"15.08794";"9.561142";"26.42193";"16.60173";"41.97449";"5.157519";"31.2709";"-8.907436";"15.08794";"9.561142";"26.42193"
"25.025";"6.380407";"31.45081";"-7.985066";"15.37897";"10.67256";"26.54764";"17.90249";"42.02565";"6.380407";"31.45081";"-7.985066";"15.37897";"10.67256";"26.54764"
"33.36666";"7.612065";"31.61178";"-6.960571";"15.7291";"11.82325";"26.67579";"19.18709";"42.08904";"7.612065";"31.61178";"-6.960571";"15.7291";"11.82325";"26.67579"
"41.70833";"8.826474";"31.72335";"-5.959679";"16.10826";"12.97681";"26.81422";"20.51723";"42.13702";"8.826474";"31.72335";"-5.959679";"16.10826";"12.97681";"26.81422"
"50.05";"10.04272";"31.87674";"-4.927179";"16.49358";"14.12284";"26.9797";"21.8062";"42.20285";"10.04272";"31.87674";"-4.927179";"16.49358";"14.12284";"26.9797"
"58.39167";"11.27497";"32.05014";"-3.904178";"16.75788";"15.28483";"27.12591";"23.06531";"42.31236";"11.27497";"32.05014";"-3.904178";"16.75788";"15.28483";"27.12591"
"66.73333";"12.48304";"32.24385";"-2.769712";"16.98226";"16.43556";"27.29049";"24.30676";"42.42239";"12.48304";"32.24385";"-2.769712";"16.98226";"16.43556";"27.29049"
"75.075";"13.67706";"32.43797";"-1.563576";"17.14246";"17.62621";"27.44483";"25.5204";"42.58794";"13.67706";"32.43797";"-1.563576";"17.14246";"17.62621";"27.44483"
"83.41666";"14.90378";"32.58056";"-0.328954";"17.242";"18.82177";"27.59557";"26.7145";"42.74101";"14.90378";"32.58056";"-0.328954";"17.242";"18.82177";"27.59557"
"91.75833";"16.11029";"32.69507";"0.925432";"17.25422";"20.06273";"27.7099";"27.88791";"42.89324";"16.11029";"32.69507";"0.925432";"17.25422";"20.06273";"27.7099"
"100.1";"17.37368";"32.78878";"2.194091";"17.20722";"21.27028";"27.81369";"29.03237";"43.02747";"17.37368";"32.78878";"2.194091";"17.20722";"21.27028";"27.81369"
"108.4417";"18.5991";"32.82151";"3.5218";"17.12598";"22.52345";"27.87298";"30.18945";"43.17373";"18.5991";"32.82151";"3.5218";"17.12598";"22.52345";"27.87298"
"116.7833";"19.82006";"32.84929";"4.888562";"16.98558";"23.77347";"27.9342";"31.30381";"43.30965";"19.82006";"32.84929";"4.888562";"16.98558";"23.77347";"27.9342"
"125.125";"21.04624";"32.85623";"6.295435";"16.80697";"25.01725";"27.99269";"32.40889";"43.41635";"21.04624";"32.85623";"6.295435";"16.80697";"25.01725";"27.99269"
"133.4667";"22.28017";"32.85956";"7.726361";"16.56162";"26.30173";"28.01924";"33.51441";"43.53504";"22.28017";"32.85956";"7.726361";"16.56162";"26.30173";"28.01924"
"141.8083";"23.52542";"32.81991";"9.175143";"16.25932";"27.59988";"28.05341";"34.56618";"43.63769";"23.52542";"32.81991";"9.175143";"16.25932";"27.59988";"28.05341"
"150.15";"24.78465";"32.73746";"10.66409";"15.92849";"28.89248";"28.04974";"35.61799";"43.74579";"24.78465";"32.73746";"10.66409";"15.92849";"28.89248";"28.04974"
"158.4917";"26.0434";"32.63049";"12.25628";"15.53044";"30.18947";"28.04876";"36.66751";"43.82982";"26.0434";"32.63049";"12.25628";"15.53044";"30.18947";"28.04876"
"166.8333";"27.30583";"32.47932";"13.84848";"15.13239";"31.52586";"28.0146";"37.68177";"43.92699";"27.30583";"32.47932";"13.84848";"15.13239";"31.52586";"28.0146"
"175.175";"28.58492";"32.31808";"15.44067";"14.73434";"32.83036";"27.98874";"38.70403";"43.97463";"28.58492";"32.31808";"15.44067";"14.73434";"32.83036";"27.98874"
"183.5167";"29.85532";"32.11803";"17.03287";"14.33629";"34.2021";"27.92929";"39.69493";"44.02053";"29.85532";"32.11803";"17.03287";"14.33629";"34.2021";"27.92929"
"191.8583";"31.13041";"31.91173";"18.62506";"13.93825";"35.52943";"27.87056";"40.68383";"44.06856";"31.13041";"31.91173";"18.62506";"13.93825";"35.52943";"27.87056"
"200.2";"32.4161";"31.67752";"20.21726";"13.5402";"36.87001";"27.81145";"41.66433";"44.1006";"32.4161";"31.67752";"20.21726";"13.5402";"36.87001";"27.81145"
"208.5417";"33.69273";"31.43294";"21.80945";"13.14215";"38.22533";"27.76222";"42.57167";"44.12029";"33.69273";"31.43294";"21.80945";"13.14215";"38.22533";"27.76222"
"216.8833";"34.95087";"31.22804";"23.60067";"12.7441";"39.56242";"27.69174";"43.48497";"44.12882";"34.95087";"31.22804";"23.60067";"12.7441";"39.56242";"27.69174"
"225.225";"36.20447";"30.98577";"25.19287";"12.34605";"40.87627";"27.63988";"44.36377";"44.14532";"36.20447";"30.98577";"25.19287";"12.34605";"40.87627";"27.63988"
"233.5667";"37.53238";"30.6563";"26.98409";"11.948";"42.20271";"27.60536";"45.21926";"44.14693";"37.53238";"30.6563";"26.98409";"11.948";"42.20271";"27.60536"
"241.9083";"38.71922";"30.48185";"28.97433";"11.54995";"43.51973";"27.54872";"46.06908";"44.1437";"38.71922";"30.48185";"28.97433";"11.54995";"43.51973";"27.54872"
"250.25";"39.95744";"30.26073";"30.76555";"11.1519";"44.80397";"27.48958";"46.87281";"44.13672";"39.95744";"30.26073";"30.76555";"11.1519";"44.80397";"27.48958"
"258.5917";"41.18035";"30.04083";"32.7558";"10.75385";"46.09335";"27.48037";"47.68523";"44.12862";"41.18035";"30.04083";"32.7558";"10.75385";"46.09335";"27.48037"
"266.9333";"42.38105";"29.83382";"34.54702";"10.35581";"47.36371";"27.46988";"48.4495";"44.12033";"42.38105";"29.83382";"34.54702";"10.35581";"47.36371";"27.46988"
"275.275";"43.58317";"29.63052";"36.33824";"9.957758";"48.6243";"27.46511";"49.21824";"44.08702";"43.58317";"29.63052";"36.33824";"9.957758";"48.6243";"27.46511"
"283.6167";"44.78069";"29.42569";"38.32848";"9.559708";"49.86439";"27.47066";"49.94301";"44.07826";"44.78069";"29.42569";"38.32848";"9.559708";"49.86439";"27.47066"
"291.9583";"45.96777";"29.24067";"40.1197";"9.161659";"51.07324";"27.50224";"50.67213";"44.04537";"45.96777";"29.24067";"40.1197";"9.161659";"51.07324";"27.50224"
"300.3";"47.12567";"29.06715";"41.91092";"8.763611";"52.27489";"27.54171";"51.38441";"44.02178";"47.12567";"29.06715";"41.91092";"8.763611";"52.27489";"27.54171"
