"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"8.497519";"29.75172";"-5.164249";"13.33866";"13.9194";"25.31669";"19.60388";"41.20281";"8.497519";"29.75172";"-5.164249";"13.33866";"13.9194";"25.31669"
"8.341666";"9.678";"29.98415";"-4.347343";"13.76516";"13.85007";"25.27904";"20.98941";"41.30717";"9.678";"29.98415";"-4.347343";"13.76516";"13.85007";"25.27904"
"16.68333";"10.81654";"30.27838";"-3.360432";"14.17616";"14.98942";"25.44727";"22.30558";"41.39276";"10.81654";"30.27838";"-3.360432";"14.17616";"14.98942";"25.44727"
"25.025";"12.06769";"30.59415";"-2.311946";"14.56953";"16.14387";"25.63475";"23.64374";"41.50138";"12.06769";"30.59415";"-2.311946";"14.56953";"16.14387";"25.63475"
"33.36666";"13.29072";"30.85899";"-1.214154";"14.94277";"17.33928";"25.83491";"25.02401";"41.60926";"13.29072";"30.85899";"-1.214154";"14.94277";"17.33928";"25.83491"
"41.70833";"14.59086";"31.10107";"-0.06755218";"15.35026";"18.5676";"26.02091";"26.42523";"41.73142";"14.59086";"31.10107";"-0.06755218";"15.35026";"18.5676";"26.02091"
"50.05";"15.95587";"31.29669";"1.164227";"15.68197";"19.86525";"26.1976";"27.8037";"41.82458";"15.95587";"31.29669";"1.164227";"15.68197";"19.86525";"26.1976"
"58.39167";"17.34149";"31.45366";"2.395837";"15.93698";"21.24106";"26.31379";"29.21471";"41.946";"17.34149";"31.45366";"2.395837";"15.93698";"21.24106";"26.31379"
"66.73333";"18.76305";"31.59531";"3.745969";"16.13007";"22.59479";"26.43207";"30.55878";"42.05091";"18.76305";"31.59531";"3.745969";"16.13007";"22.59479";"26.43207"
"75.075";"20.11539";"31.68336";"5.185009";"16.2681";"24.00793";"26.55611";"31.92819";"42.19534";"20.11539";"31.68336";"5.185009";"16.2681";"24.00793";"26.55611"
"83.41666";"21.5204";"31.8015";"6.646571";"16.31144";"25.38688";"26.67637";"33.2554";"42.33968";"21.5204";"31.8015";"6.646571";"16.31144";"25.38688";"26.67637"
"91.75833";"22.87384";"31.87892";"8.168979";"16.27324";"26.78638";"26.79097";"34.54481";"42.46781";"22.87384";"31.87892";"8.168979";"16.27324";"26.78638";"26.79097"
"100.1";"24.27077";"31.94606";"9.739212";"16.14349";"28.24862";"26.88367";"35.8616";"42.60981";"24.27077";"31.94606";"9.739212";"16.14349";"28.24862";"26.88367"
"108.4417";"25.6986";"31.9439";"11.39321";"15.93914";"29.72128";"26.90814";"37.16018";"42.73051";"25.6986";"31.9439";"11.39321";"15.93914";"29.72128";"26.90814"
"116.7833";"27.1647";"31.86914";"13.07992";"15.67931";"31.20536";"26.93455";"38.43394";"42.82616";"27.1647";"31.86914";"13.07992";"15.67931";"31.20536";"26.93455"
"125.125";"28.66794";"31.76473";"14.8436";"15.33142";"32.74282";"26.94946";"39.75377";"42.9368";"28.66794";"31.76473";"14.8436";"15.33142";"32.74282";"26.94946"
"133.4667";"30.15553";"31.61358";"16.63482";"14.93337";"34.31009";"26.93099";"41.0587";"42.99554";"30.15553";"31.61358";"16.63482";"14.93337";"34.31009";"26.93099"
"141.8083";"31.72499";"31.43608";"18.42604";"14.53532";"35.87488";"26.88062";"42.35328";"43.05638";"31.72499";"31.43608";"18.42604";"14.53532";"35.87488";"26.88062"
"150.15";"33.29906";"31.23379";"20.41628";"14.13727";"37.44842";"26.83692";"43.6717";"43.11251";"33.29906";"31.23379";"20.41628";"14.13727";"37.44842";"26.83692"
"158.4917";"34.81414";"31.03514";"22.2075";"13.73922";"39.03156";"26.80528";"44.925";"43.15104";"34.81414";"31.03514";"22.2075";"13.73922";"39.03156";"26.80528"
"166.8333";"36.40075";"30.80466";"23.99872";"13.34117";"40.72812";"26.76121";"46.16203";"43.18321";"36.40075";"30.80466";"23.99872";"13.34117";"40.72812";"26.76121"
"175.175";"37.94032";"30.57211";"25.98897";"12.94312";"42.32357";"26.71392";"47.37022";"43.21142";"37.94032";"30.57211";"25.98897";"12.94312";"42.32357";"26.71392"
"183.5167";"39.52263";"30.25825";"27.97921";"12.54507";"43.90425";"26.66753";"48.57059";"43.24238";"39.52263";"30.25825";"27.97921";"12.54507";"43.90425";"26.66753"
"191.8583";"41.07571";"30.02991";"29.96946";"12.14703";"45.53092";"26.63323";"49.75608";"43.26998";"41.07571";"30.02991";"29.96946";"12.14703";"45.53092";"26.63323"
"200.2";"42.60275";"29.79694";"31.9597";"11.74898";"47.14267";"26.59651";"50.90079";"43.27428";"42.60275";"29.79694";"31.9597";"11.74898";"47.14267";"26.59651"
"208.5417";"44.10019";"29.46215";"33.94994";"11.35093";"48.77889";"26.52965";"52.00568";"43.29954";"44.10019";"29.46215";"33.94994";"11.35093";"48.77889";"26.52965"
"216.8833";"45.6498";"29.29497";"36.13921";"10.95288";"50.35493";"26.53501";"53.08688";"43.30727";"45.6498";"29.29497";"36.13921";"10.95288";"50.35493";"26.53501"
"225.225";"47.12693";"29.08447";"38.32848";"10.55483";"51.90711";"26.51804";"54.10705";"43.33491";"47.12693";"29.08447";"38.32848";"10.55483";"51.90711";"26.51804"
"233.5667";"48.59316";"28.86316";"40.51775";"10.15678";"53.44479";"26.51396";"55.09595";"43.34126";"48.59316";"28.86316";"40.51775";"10.15678";"53.44479";"26.51396"
"241.9083";"50.04755";"28.67305";"42.70702";"9.758732";"54.98997";"26.5173";"56.06765";"43.36636";"50.04755";"28.67305";"42.70702";"9.758732";"54.98997";"26.5173"
"250.25";"51.49757";"28.48167";"44.89629";"9.360683";"56.52792";"26.56443";"57.03619";"43.36685";"51.49757";"28.48167";"44.89629";"9.360683";"56.52792";"26.56443"
"258.5917";"52.9734";"28.27916";"47.08556";"8.962635";"57.99228";"26.59832";"58.01225";"43.36452";"52.9734";"28.27916";"47.08556";"8.962635";"57.99228";"26.59832"
