"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"13.12057";"29.37222";"0.2756994";"11.9566";"18.40191";"25.54224";"23.47348";"41.26007";"13.12057";"29.37222";"0.2756994";"11.9566";"18.40191";"25.54224"
"8.341666";"13.91281";"29.74307";"0.9262338";"12.36483";"18.42604";"25.48166";"24.41443";"41.31817";"13.91281";"29.74307";"0.9262338";"12.36483";"18.42604";"25.48166"
"16.68333";"14.81895";"30.05482";"1.570804";"12.75668";"19.28245";"25.61827";"25.46143";"41.42107";"14.81895";"30.05482";"1.570804";"12.75668";"19.28245";"25.61827"
"25.025";"15.69753";"30.31612";"2.294345";"13.16881";"20.16982";"25.81431";"26.53413";"41.55128";"15.69753";"30.31612";"2.294345";"13.16881";"20.16982";"25.81431"
"33.36666";"16.67753";"30.61093";"3.070363";"13.54362";"21.04635";"25.96503";"27.5949";"41.66423";"16.67753";"30.61093";"3.070363";"13.54362";"21.04635";"25.96503"
"41.70833";"17.64319";"30.87102";"3.883698";"13.90751";"21.97627";"26.12991";"28.69143";"41.77707";"17.64319";"30.87102";"3.883698";"13.90751";"21.97627";"26.12991"
"50.05";"18.61383";"31.12231";"4.739585";"14.26929";"22.91337";"26.30579";"29.77694";"41.90701";"18.61383";"31.12231";"4.739585";"14.26929";"22.91337";"26.30579"
"58.39167";"19.62818";"31.33056";"5.612236";"14.62322";"23.88907";"26.4758";"30.85987";"41.99447";"19.62818";"31.33056";"5.612236";"14.62322";"23.88907";"26.4758"
"66.73333";"20.68913";"31.52099";"6.596462";"14.92469";"24.90147";"26.63314";"31.97377";"42.13111";"20.68913";"31.52099";"6.596462";"14.92469";"24.90147";"26.63314"
"75.075";"21.8063";"31.70862";"7.613499";"15.16509";"25.98546";"26.78497";"33.06422";"42.22607";"21.8063";"31.70862";"7.613499";"15.16509";"25.98546";"26.78497"
"83.41666";"22.91913";"31.85117";"8.698366";"15.34387";"27.07932";"26.88238";"34.16673";"42.33667";"22.91913";"31.85117";"8.698366";"15.34387";"27.07932";"26.88238"
"91.75833";"24.02141";"31.91457";"9.839562";"15.47236";"28.19072";"27.01503";"35.22834";"42.43991";"24.02141";"31.91457";"9.839562";"15.47236";"28.19072";"27.01503"
"100.1";"25.16184";"32.01322";"11.02576";"15.52066";"29.3201";"27.11716";"36.30578";"42.57954";"25.16184";"32.01322";"11.02576";"15.52066";"29.3201";"27.11716"
"108.4417";"26.24239";"32.08721";"12.28367";"15.51239";"30.46119";"27.21924";"37.33994";"42.69533";"26.24239";"32.08721";"12.28367";"15.51239";"30.46119";"27.21924"
