"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"5.446374";"30.37958";"-7.0918";"13.52764";"11.03548";"26.25718";"16.01818";"41.74439";"5.446374";"30.37958";"-7.0918";"13.52764";"11.03548";"26.25718"
"8.341666";"6.536454";"30.6873";"-6.245862";"13.9152";"11.06213";"26.27776";"17.23598";"41.86779";"6.536454";"30.6873";"-6.245862";"13.9152";"11.06213";"26.27776"
"16.68333";"7.568383";"30.91964";"-5.420379";"14.26696";"12.06213";"26.38477";"18.49978";"41.93816";"7.568383";"30.91964";"-5.420379";"14.26696";"12.06213";"26.38477"
"25.025";"8.647894";"31.14543";"-4.527417";"14.67003";"13.08244";"26.50581";"19.70895";"42.00735";"8.647894";"31.14543";"-4.527417";"14.67003";"13.08244";"26.50581"
"33.36666";"9.782433";"31.40905";"-3.643275";"14.97715";"14.12724";"26.65478";"20.946";"42.11003";"9.782433";"31.40905";"-3.643275";"14.97715";"14.12724";"26.65478"
"41.70833";"10.89161";"31.61684";"-2.63626";"15.31614";"15.20123";"26.8244";"22.15408";"42.19909";"10.89161";"31.61684";"-2.63626";"15.31614";"15.20123";"26.8244"
"50.05";"12.07114";"31.81117";"-1.612178";"15.57874";"16.32302";"26.98951";"23.38486";"42.30535";"12.07114";"31.81117";"-1.612178";"15.57874";"16.32302";"26.98951"
"58.39167";"13.28291";"31.97215";"-0.4935889";"15.82133";"17.4988";"27.10153";"24.56431";"42.40712";"13.28291";"31.97215";"-0.4935889";"15.82133";"17.4988";"27.10153"
"66.73333";"14.49544";"32.06491";"0.7088059";"15.97095";"18.71574";"27.22594";"25.77315";"42.54751";"14.49544";"32.06491";"0.7088059";"15.97095";"18.71574";"27.22594"
"75.075";"15.72186";"32.16047";"1.971221";"16.06016";"19.93483";"27.3247";"26.91541";"42.68748";"15.72186";"32.16047";"1.971221";"16.06016";"19.93483";"27.3247"
"83.41666";"16.91437";"32.24264";"3.24423";"16.07805";"21.16943";"27.42626";"28.08358";"42.80173";"16.91437";"32.24264";"3.24423";"16.07805";"21.16943";"27.42626"
"91.75833";"18.143";"32.30078";"4.610105";"16.01969";"22.41159";"27.51274";"29.25683";"42.92287";"18.143";"32.30078";"4.610105";"16.01969";"22.41159";"27.51274"
"100.1";"19.38152";"32.32711";"6.017355";"15.88105";"23.69259";"27.58034";"30.38276";"43.02761";"19.38152";"32.32711";"6.017355";"15.88105";"23.69259";"27.58034"
"108.4417";"20.65714";"32.28473";"7.466259";"15.68126";"24.966";"27.60762";"31.55116";"43.13909";"20.65714";"32.28473";"7.466259";"15.68126";"24.966";"27.60762"
"116.7833";"21.94762";"32.21261";"9.07189";"15.33142";"26.3047";"27.62093";"32.66503";"43.23065";"21.94762";"32.21261";"9.07189";"15.33142";"26.3047";"27.62093"
"125.125";"23.25434";"32.0849";"10.57017";"15.06878";"27.64624";"27.6287";"33.82186";"43.30211";"23.25434";"32.0849";"10.57017";"15.06878";"27.64624";"27.6287"
"133.4667";"24.63234";"31.94888";"12.25628";"14.73434";"29.03831";"27.60195";"34.95546";"43.3689";"24.63234";"31.94888";"12.25628";"14.73434";"29.03831";"27.60195"
"141.8083";"26.01404";"31.77735";"13.84848";"14.33629";"30.44841";"27.56678";"36.08764";"43.41143";"26.01404";"31.77735";"13.84848";"14.33629";"30.44841";"27.56678"
"150.15";"27.3911";"31.58553";"15.6397";"13.93825";"31.87255";"27.51229";"37.20387";"43.42433";"27.3911";"31.58553";"15.6397";"13.93825";"31.87255";"27.51229"
"158.4917";"28.75633";"31.38633";"17.23189";"13.5402";"33.29527";"27.46936";"38.32642";"43.45753";"28.75633";"31.38633";"17.23189";"13.5402";"33.29527";"27.46936"
"166.8333";"30.14739";"31.17973";"19.02311";"13.14215";"34.70433";"27.43549";"39.43359";"43.50292";"30.14739";"31.17973";"19.02311";"13.14215";"34.70433";"27.43549"
"175.175";"31.53337";"30.96143";"20.61531";"12.7441";"36.13549";"27.40122";"40.51714";"43.52168";"31.53337";"30.96143";"20.61531";"12.7441";"36.13549";"27.40122"
"183.5167";"32.95482";"30.6563";"22.40653";"12.34605";"37.56195";"27.37501";"41.54655";"43.54664";"32.95482";"30.6563";"22.40653";"12.34605";"37.56195";"27.37501"
"191.8583";"34.31643";"30.48672";"24.19775";"11.948";"38.99125";"27.3135";"42.5587";"43.55114";"34.31643";"30.48672";"24.19775";"11.948";"38.99125";"27.3135"
"200.2";"35.66281";"30.27161";"25.98897";"11.54995";"40.42898";"27.2603";"43.55042";"43.5855";"35.66281";"30.27161";"25.98897";"11.54995";"40.42898";"27.2603"
"208.5417";"36.99573";"30.07939";"27.78019";"11.1519";"41.81622";"27.24396";"44.52778";"43.59431";"36.99573";"30.07939";"27.78019";"11.1519";"41.81622";"27.24396"
"216.8833";"38.31286";"29.86856";"29.57141";"10.75385";"43.2056";"27.23241";"45.46622";"43.62142";"38.31286";"29.86856";"29.57141";"10.75385";"43.2056";"27.23241"
"225.225";"39.62141";"29.68429";"31.56165";"10.35581";"44.58961";"27.23485";"46.35173";"43.64182";"39.62141";"29.68429";"31.56165";"10.35581";"44.58961";"27.23485"
"233.5667";"40.9416";"29.50088";"33.35287";"9.957758";"45.94697";"27.23597";"47.2365";"43.67659";"40.9416";"29.50088";"33.35287";"9.957758";"45.94697";"27.23597"
"241.9083";"42.21818";"29.32351";"35.34312";"9.559708";"47.30601";"27.24618";"48.08955";"43.69183";"42.21818";"29.32351";"35.34312";"9.559708";"47.30601";"27.24618"
"250.25";"43.52484";"29.16019";"37.33336";"9.161659";"48.66378";"27.26891";"48.93776";"43.70218";"43.52484";"29.16019";"37.33336";"9.161659";"48.66378";"27.26891"
"258.5917";"44.78159";"28.99502";"39.3236";"8.763611";"50.00163";"27.31408";"49.78247";"43.70053";"44.78159";"28.99502";"39.3236";"8.763611";"50.00163";"27.31408"
"266.9333";"46.06196";"28.83447";"41.10627";"8.543705";"51.30963";"27.35947";"50.61238";"43.69524";"46.06196";"28.83447";"41.10627";"8.543705";"51.30963";"27.35947"
"275.275";"47.33718";"28.68332";"43.10507";"8.166536";"52.63152";"27.41019";"51.4261";"43.69862";"47.33718";"28.68332";"43.10507";"8.166536";"52.63152";"27.41019"
"283.6167";"48.597";"28.53151";"44.96985";"8.018143";"53.90644";"27.45478";"52.23497";"43.67813";"48.597";"28.53151";"44.96985";"8.018143";"53.90644";"27.45478"
"291.9583";"49.82217";"28.42082";"46.8315";"7.785542";"55.18225";"27.52114";"53.03141";"43.67737";"49.82217";"28.42082";"46.8315";"7.785542";"55.18225";"27.52114"
"300.3";"51.05582";"28.28495";"48.69114";"7.608955";"56.43156";"27.61017";"53.79651";"43.62646";"51.05582";"28.28495";"48.69114";"7.608955";"56.43156";"27.61017"
"308.6417";"52.24717";"28.19463";"50.52995";"7.447052";"57.63954";"27.69609";"54.53879";"43.62574";"52.24717";"28.19463";"50.52995";"7.447052";"57.63954";"27.69609"
"316.9833";"53.43621";"28.08107";"52.29892";"7.33073";"58.84476";"27.79758";"55.29043";"43.59238";"53.43621";"28.08107";"52.29892";"7.33073";"58.84476";"27.79758"
"325.325";"54.58634";"27.99301";"54.08122";"7.222313";"60.0064";"27.88634";"55.99557";"43.55671";"54.58634";"27.99301";"54.08122";"7.222313";"60.0064";"27.88634"
"333.6667";"55.71426";"27.92221";"55.79059";"7.13932";"61.15001";"27.99753";"56.70192";"43.53806";"55.71426";"27.92221";"55.79059";"7.13932";"61.15001";"27.99753"
"342.0083";"56.81737";"27.85793";"57.46848";"7.089104";"62.23836";"28.09012";"57.40079";"43.49504";"56.81737";"27.85793";"57.46848";"7.089104";"62.23836";"28.09012"
"350.35";"57.90423";"27.7891";"59.1483";"7.041";"63.33814";"28.20403";"58.06681";"43.45253";"57.90423";"27.7891";"59.1483";"7.041";"63.33814";"28.20403"
"358.6917";"58.96597";"27.72474";"60.75342";"7.029995";"64.38161";"28.30214";"58.70441";"43.41501";"58.96597";"27.72474";"60.75342";"7.029995";"64.38161";"28.30214"
"367.0333";"59.99333";"27.67116";"62.31102";"7.027626";"65.40234";"28.41398";"59.35365";"43.37452";"59.99333";"27.67116";"62.31102";"7.027626";"65.40234";"28.41398"
"375.375";"61.00213";"27.63522";"63.84042";"7.049286";"66.38534";"28.52649";"59.97317";"43.33651";"61.00213";"27.63522";"63.84042";"7.049286";"66.38534";"28.52649"
"383.7167";"61.99057";"27.60572";"65.30582";"7.065235";"67.33576";"28.62804";"60.60561";"43.28766";"61.99057";"27.60572";"65.30582";"7.065235";"67.33576";"28.62804"
"392.0583";"62.97253";"27.55389";"66.71848";"7.103573";"68.24655";"28.7417";"61.20315";"43.23476";"62.97253";"27.55389";"66.71848";"7.103573";"68.24655";"28.7417"
"400.4";"63.89423";"27.53228";"68.07359";"7.160786";"69.15093";"28.84541";"61.81397";"43.18753";"63.89423";"27.53228";"68.07359";"7.160786";"69.15093";"28.84541"
"408.7417";"64.8111";"27.506";"69.36072";"7.201248";"70.00386";"28.95117";"62.41107";"43.14551";"64.8111";"27.506";"69.36072";"7.201248";"70.00386";"28.95117"
"417.0833";"65.68443";"27.48269";"70.60222";"7.235432";"70.84592";"29.03377";"63.0173";"43.08642";"65.68443";"27.48269";"70.60222";"7.235432";"70.84592";"29.03377"
