"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Trajectory 1/0/X";"Trajectory 1/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"5.425068";"30.66118";"-8.02672";"14.51364";"10.59911";"26.36644";"16.35295";"41.59737";"5.425068";"30.66118";"-8.02672";"14.51364";"10.59911";"26.36644"
"8.341666";"6.54554";"30.95637";"-7.196463";"14.89349";"10.66409";"26.27776";"17.62925";"41.74794";"6.54554";"30.95637";"-7.196463";"14.89349";"10.66409";"26.27776"
"16.68333";"7.550684";"31.2512";"-6.276315";"15.29474";"11.66065";"26.45301";"18.78989";"41.89639";"7.550684";"31.2512";"-6.276315";"15.29474";"11.66065";"26.45301"
"25.025";"8.606483";"31.54636";"-5.303727";"15.65882";"12.70523";"26.64763";"19.95525";"42.03478";"8.606483";"31.54636";"-5.303727";"15.65882";"12.70523";"26.64763"
"33.36666";"9.747084";"31.81734";"-4.358227";"15.9991";"13.79291";"26.84731";"21.13551";"42.18858";"9.747084";"31.81734";"-4.358227";"15.9991";"13.79291";"26.84731"
"41.70833";"10.90396";"32.04427";"-3.243051";"16.28906";"14.88903";"27.05236";"22.35538";"42.34853";"10.90396";"32.04427";"-3.243051";"16.28906";"14.88903";"27.05236"
"50.05";"12.10203";"32.244";"-2.116007";"16.54877";"16.04898";"27.24338";"23.5149";"42.49611";"12.10203";"32.244";"-2.116007";"16.54877";"16.04898";"27.24338"
"58.39167";"13.39132";"32.4198";"-0.9010399";"16.72114";"17.28182";"27.39558";"24.75281";"42.62719";"13.39132";"32.4198";"-0.9010399";"16.72114";"17.28182";"27.39558"
"66.73333";"14.65604";"32.49316";"0.3368863";"16.82207";"18.58979";"27.49755";"25.97088";"42.77415";"14.65604";"32.49316";"0.3368863";"16.82207";"18.58979";"27.49755"
"75.075";"15.96637";"32.55112";"1.69404";"16.84865";"19.86209";"27.6238";"27.2057";"42.90206";"15.96637";"32.55112";"1.69404";"16.84865";"19.86209";"27.6238"
"83.41666";"17.24845";"32.59943";"3.053684";"16.7829";"21.1769";"27.72204";"28.37976";"43.03648";"17.24845";"32.59943";"3.053684";"16.7829";"21.1769";"27.72204"
"91.75833";"18.54374";"32.63626";"4.485545";"16.66091";"22.46754";"27.81584";"29.5734";"43.17277";"18.54374";"32.63626";"4.485545";"16.66091";"22.46754";"27.81584"
"100.1";"19.83728";"32.63702";"5.95629";"16.47069";"23.80535";"27.88722";"30.76563";"43.31047";"19.83728";"32.63702";"5.95629";"16.47069";"23.80535";"27.88722"
"108.4417";"21.13658";"32.62493";"7.479694";"16.12751";"25.16369";"27.92755";"31.88944";"43.43067";"21.13658";"32.62493";"7.479694";"16.12751";"25.16369";"27.92755"
"116.7833";"22.4742";"32.52781";"9.090365";"15.86785";"26.51748";"27.98066";"33.01561";"43.55495";"22.4742";"32.52781";"9.090365";"15.86785";"26.51748";"27.98066"
"125.125";"23.80781";"32.42442";"10.66409";"15.53044";"27.86874";"27.99968";"34.12404";"43.63773";"23.80781";"32.42442";"10.66409";"15.53044";"27.86874";"27.99968"
"133.4667";"25.16613";"32.27917";"12.45531";"15.13239";"29.26587";"28.00053";"35.22069";"43.74277";"25.16613";"32.27917";"12.45531";"15.13239";"29.26587";"28.00053"
"141.8083";"26.53786";"32.11333";"14.0475";"14.73434";"30.67194";"27.97807";"36.32672";"43.8266";"26.53786";"32.11333";"14.0475";"14.73434";"30.67194";"27.97807"
"150.15";"27.92924";"31.91665";"15.83872";"14.33629";"32.12811";"27.96336";"37.37464";"43.88365";"27.92924";"31.91665";"15.83872";"14.33629";"32.12811";"27.96336"
"158.4917";"29.28414";"31.72033";"17.43092";"13.93825";"33.54764";"27.93098";"38.43548";"43.94191";"29.28414";"31.72033";"17.43092";"13.93825";"33.54764";"27.93098"
"166.8333";"30.6649";"31.52122";"19.22214";"13.5402";"34.97223";"27.89413";"39.46094";"43.98454";"30.6649";"31.52122";"19.22214";"13.5402";"34.97223";"27.89413"
"175.175";"32.00783";"31.27887";"21.01336";"13.14215";"36.37961";"27.87443";"40.45565";"44.01504";"32.00783";"31.27887";"21.01336";"13.14215";"36.37961";"27.87443"
"183.5167";"33.35627";"31.05759";"22.80457";"12.7441";"37.7911";"27.83357";"41.43316";"44.04621";"33.35627";"31.05759";"22.80457";"12.7441";"37.7911";"27.83357"
