 -0.1221 , -0.0411 , -0.4771 ,  0.8520 ,  1.0613 ,  0.0054 ,
 -0.0404 ,  0.0406 , -0.1591 , -0.0562 , -0.0715 ,  0.0018 ,
 -0.2016 ,  0.0414 , -0.1607 ,  0.7200 ,  0.9214 ,  0.3270 ,
 -0.0409 , -0.0409 , -0.1590 ,  2.3911 , -0.0559 ,  0.9775 ,
  0.0013 ,  0.1229 ,  0.3170 , -0.9690 ,  0.6003 ,  0.6469 ,
 -0.0399 ,  0.0817 , -0.0006 , -0.8975 ,  1.7882 , -0.3252 ,
 -0.0399 ,  0.0005 ,  0.1582 ,  0.7703 ,  0.5601 ,  0.3234 ,
 -0.1218 , -0.0408 , -0.3184 , -0.7026 , -0.8048 ,  0.3288 ,
 -0.1215 , -0.1217 , -0.0010 ,  0.9602 , -0.1653 ,  0.0000 ,
 -0.0411 , -0.1629 , -0.0001 ,  1.7958 , -0.0317 , -0.3252 ,
  0.0001 , -0.0405 ,  0.1587 , -0.7183 ,  0.6308 , -0.6523 ,
 -0.0001 ,  0.0405 , -0.1587 ,  3.0428 ,  1.8582 ,  0.6522 ,
 -0.0808 , -0.0404 , -0.0007 ,  0.0621 ,  2.3710 , -0.6505 ,
  0.0399 , -0.0005 , -0.1582 ,  0.7794 ,  1.9290 , -0.3235 ,
 -0.0008 ,  0.0398 , -0.4760 , -0.0468 , -0.6324 , -0.3199 ,
  0.0392 , -0.0011 , -0.4755 ,  2.3387 ,  0.0607 ,  0.3306 ,
 -0.0397 ,  0.1225 , -0.0006 ,  0.5908 ,  0.5359 , -0.6505 ,
 -0.0003 , -0.0003 , -0.1586 ,  2.3294 , -1.2454 , -0.3234 ,
 -0.1205 ,  0.0009 ,  0.1574 , -0.0039 ,  0.4343 , -0.3270 ,
 -0.0816 , -0.0005 , -0.4767 ,  0.0154 , -0.7504 ,  0.6558 ,
 -0.0388 ,  0.0827 ,  0.4755 ,  1.4228 , -0.0796 ,  0.3182 ,
 -0.0401 , -0.0397 ,  0.1582 ,  0.0587 ,  1.1957 , -0.3213 ,
 -0.1205 , -0.0394 ,  0.1578 ,  0.8417 ,  0.4353 ,  0.3233 ,
 -0.0003 , -0.0003 , -0.1586 ,  0.0049 , -0.0007 , -0.3234 ,
 -0.1205 ,  0.0009 ,  0.1574 , -0.0039 , -0.1880 ,  0.3235 ,
 -0.1225 , -0.0414 , -0.6357 , -0.6928 ,  0.4383 , -0.3181 ,
 -0.0389 ,  0.1636 ,  0.3163 , -1.0304 , -0.0903 ,  0.6609 ,
  0.0392 , -0.0011 , -0.4755 ,  0.0143 , -1.1840 ,  0.3306 ,
 -0.0001 , -0.0812 ,  0.1588 ,  0.1180 ,  1.8832 ,  0.3234 ,
 -0.2022 ,  0.0003 , -0.3193 ,  0.0115 ,  0.3062 , -0.3217 ,
 -0.1207 , -0.0393 ,  0.1574 ,  0.0593 ,  1.6940 , -0.3213 ,
  0.0395 , -0.0820 , -0.1581 ,  0.1275 ,  0.0778 , -0.3235 ,
 -0.0813 , -0.0002 , -0.3181 , -2.3142 ,  1.1171 ,  0.3288 ,
  0.0808 ,  0.0404 ,  0.0007 , -0.0622 ,  1.9849 , -0.0000 ,
 -0.1203 , -0.0394 ,  0.3163 ,  0.8297 , -0.1805 ,  0.6586 ,
 -0.0811 ,  0.0405 , -0.3182 , -0.8259 ,  1.1094 , -0.6469 ,
 -0.1205 ,  0.0009 ,  0.1574 ,  1.5458 , -1.4327 , -0.0018 ,
 -0.0409 , -0.0409 , -0.1590 ,  0.0667 , -0.0559 , -0.3234 ,
 -0.0809 ,  0.0813 , -0.3182 , -1.6622 , -0.1430 ,  0.0036 ,
 -0.1216 , -0.0000 , -0.3185 ,  0.0108 , -0.1903 ,  0.3288 ,
 -0.0812 , -0.0407 , -0.1594 ,  2.3915 ,  0.5035 ,  0.3270 ,
 -0.1220 , -0.0816 , -0.3183 , -1.4160 , -0.7970 ,  0.3288 ,
 -0.0391 ,  0.0420 ,  0.4753 , -0.0754 ,  0.5513 , -0.3051 ,
 -0.0016 , -0.0420 , -0.6345 ,  0.8558 ,  0.0048 ,  0.0071 ,
 -0.1212 ,  0.0003 , -0.1599 ,  0.7807 , -1.4342 ,  0.0018 ,
 -0.0811 ,  0.0405 , -0.3182 ,  1.4986 , -0.7575 ,  0.0036 ,
 -0.0392 , -0.0394 ,  0.6337 , -1.5024 ,  0.5692 , -0.3197 ,
  0.0805 ,  0.0401 , -0.1579 ,  0.7176 , -1.1274 , -0.3235 ,
 -0.0397 ,  0.0414 ,  0.3151 , -1.6219 ,  1.1685 , -0.3283 ,
  0.0808 , -0.0403 ,  0.1594 ,  0.0577 ,  2.0086 , -0.3213 ,
 -0.0002 , -0.0408 ,  0.0001 , -0.7134 ,  0.6301 ,  0.6504 ,
 -0.1208 ,  0.0818 , -0.1600 , -0.1170 ,  1.0394 , -0.3234 ,
 -0.0415 , -0.1632 , -0.1587 , -0.5238 ,  1.2120 ,  0.3270 ,
  0.0408 , -0.0403 ,  0.3178 ,  0.0513 ,  0.0722 ,  0.3153 ,
 -0.2015 ,  0.0010 , -0.0020 ,  0.7765 ,  0.3077 , -0.6504 ,
 -0.0399 ,  0.0005 ,  0.1582 , -0.7795 , -0.0622 , -0.0018 ,
 -0.0399 ,  0.0414 ,  0.1579 , -0.0653 ,  0.5511 , -0.0010 ,
 -0.0409 , -0.0409 , -0.1590 ,  0.0667 ,  1.1887 , -0.6487 ,
 -0.0806 ,  0.0004 , -0.0008 , -1.5490 , -0.7482 , -0.6505 ,
 -0.0402 ,  0.0814 , -0.1592 ,  0.6571 ,  0.5430 , -0.3234 ,
  0.0408 ,  0.0408 ,  0.1574 , -1.6258 ,  1.2943 , -0.2988 ,
  0.0415 ,  0.1224 ,  0.1590 , -0.9675 , -0.5678 , -0.3251 ,
 -0.0416 , -0.0415 , -0.4762 , -1.4733 ,  2.4316 ,  0.0053 ,
 -0.1210 ,  0.0410 , -0.1599 , -3.1549 , -0.1973 ,  0.3270 ,
  0.0002 ,  0.0408 , -0.0001 ,  0.7133 ,  1.2367 ,  0.3252 ,
 -0.0003 , -0.0003 , -0.1586 , -0.7700 ,  0.6215 ,  0.0018 ,
