"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"-287.0858";"-71.64423";"-81.7749";"-292.2571";"-145.8256";"-17.7085";"-287.0858";"-71.64423";"-81.7749";"-292.2571";"-145.8256";"-17.7085"
"8.341666";"-286.9553";"-72.12628";"-81.7749";"-292.2571";"-146";"-18";"-286.9553";"-72.12628";"-81.7749";"-292.2571";"-146";"-18"
"16.68333";"-286.9695";"-72.29297";"-82.03894";"-291.9446";"-145.9128";"-18.08038";"-286.9695";"-72.29297";"-82.03894";"-291.9446";"-145.9128";"-18.08038"
"25.025";"-286.942";"-72.2608";"-82.03894";"-291.9446";"-145.821";"-18.05884";"-286.942";"-72.2608";"-82.03894";"-291.9446";"-145.821";"-18.05884"
"33.36666";"-286.9511";"-72.32147";"-82.03894";"-291.9446";"-145.7742";"-18.06061";"-286.9511";"-72.32147";"-82.03894";"-291.9446";"-145.7742";"-18.06061"
"41.70833";"-286.9124";"-72.29266";"-82.03894";"-291.9446";"-145.6981";"-18.05688";"-286.9124";"-72.29266";"-82.03894";"-291.9446";"-145.6981";"-18.05688"
"50.05";"-286.8574";"-72.39569";"-82.03894";"-291.9446";"-145.5862";"-18.10889";"-286.8574";"-72.39569";"-82.03894";"-291.9446";"-145.5862";"-18.10889"
"58.39167";"-286.8357";"-72.3772";"-82.03894";"-291.9446";"-145.5389";"-18.11871";"-286.8357";"-72.3772";"-82.03894";"-291.9446";"-145.5389";"-18.11871"
"66.73333";"-286.8281";"-72.44818";"-82.03894";"-291.9446";"-145.4418";"-18.10095";"-286.8281";"-72.44818";"-82.03894";"-291.9446";"-145.4418";"-18.10095"
"75.075";"-286.7798";"-72.57831";"-82.03894";"-291.9446";"-145.387";"-18.12024";"-286.7798";"-72.57831";"-82.03894";"-291.9446";"-145.387";"-18.12024"
"83.41666";"-286.7975";"-72.67139";"-82.03894";"-291.9446";"-145.2219";"-18.09442";"-286.7975";"-72.67139";"-82.03894";"-291.9446";"-145.2219";"-18.09442"
"91.75833";"-286.7723";"-72.84723";"-82.03894";"-291.9446";"-145.1731";"-18.11005";"-286.7723";"-72.84723";"-82.03894";"-291.9446";"-145.1731";"-18.11005"
"100.1";"-286.9082";"-72.87524";"-82.03894";"-291.9446";"-145.0898";"-18.11987";"-286.9082";"-72.87524";"-82.03894";"-291.9446";"-145.0898";"-18.11987"
"108.4417";"-287.7586";"-73.35406";"-82.03894";"-291.9446";"-145.0551";"-18.1311";"-287.7586";"-73.35406";"-82.03894";"-291.9446";"-145.0551";"-18.1311"
"116.7833";"-287.9786";"-73.49689";"-82.03894";"-291.9446";"-144.9372";"-18.09137";"-287.9786";"-73.49689";"-82.03894";"-291.9446";"-144.9372";"-18.09137"
"125.125";"-288.0319";"-73.55304";"-82.03894";"-291.9446";"-144.8987";"-18.10297";"-288.0319";"-73.55304";"-82.03894";"-291.9446";"-144.8987";"-18.10297"
"133.4667";"-287.4683";"-74.06171";"-82.03894";"-291.9446";"-144.8324";"-18.12482";"-287.4683";"-74.06171";"-82.03894";"-291.9446";"-144.8324";"-18.12482"
"141.8083";"-287.9727";"-74.01508";"-82.03894";"-291.9446";"-144.7864";"-18.11633";"-287.9727";"-74.01508";"-82.03894";"-291.9446";"-144.7864";"-18.11633"
"150.15";"-287.0021";"-73.35413";"-82.03894";"-291.9446";"-144.6796";"-18.09821";"-287.0021";"-73.35413";"-82.03894";"-291.9446";"-144.6796";"-18.09821"
"158.4917";"-286.4969";"-73.03485";"-82.03894";"-291.9446";"-144.6284";"-18.1076";"-286.4969";"-73.03485";"-82.03894";"-291.9446";"-144.6284";"-18.1076"
"166.8333";"-285.9293";"-73.19";"-82.03894";"-291.9446";"-144.5612";"-18.11389";"-285.9293";"-73.19";"-82.03894";"-291.9446";"-144.5612";"-18.11389"
"175.175";"-285.9297";"-73.04962";"-82.03894";"-291.9446";"-144.4887";"-18.07434";"-285.9297";"-73.04962";"-82.03894";"-291.9446";"-144.4887";"-18.07434"
