"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"-286.9161";"-69.56226";"-90.85632";"-290.4138";"-146.6574";"-17.53906";"-286.9161";"-69.56226";"-90.85632";"-290.4138";"-146.6574";"-17.53906"
"8.341666";"-286.9389";"-70.08026";"-91.05334";"-290.0521";"-147.0052";"-18.07849";"-286.9389";"-70.08026";"-91.05334";"-290.0521";"-147.0052";"-18.07849"
"16.68333";"-286.9215";"-70.18549";"-87.97522";"-289.5322";"-146.8967";"-18.11884";"-286.9215";"-70.18549";"-87.97522";"-289.5322";"-146.8967";"-18.11884"
"25.025";"-286.9189";"-70.3031";"-95.86206";"-290.0632";"-146.7159";"-18.13953";"-286.9189";"-70.3031";"-95.86206";"-290.0632";"-146.7159";"-18.13953"
"33.36666";"-286.8267";"-70.41974";"-88.10309";"-289.8345";"-146.6903";"-18.17389";"-286.8267";"-70.41974";"-88.10309";"-289.8345";"-146.6903";"-18.17389"
"41.70833";"-287.129";"-70.56042";"-88.13312";"-290.0757";"-146.6435";"-18.18591";"-287.129";"-70.56042";"-88.13312";"-290.0757";"-146.6435";"-18.18591"
"50.05";"-286.9579";"-71.05609";"-87.60278";"-290.1164";"-146.5374";"-18.18646";"-286.9579";"-71.05609";"-87.60278";"-290.1164";"-146.5374";"-18.18646"
"58.39167";"-287.5878";"-71.34998";"-89.3559";"-290.0362";"-146.4295";"-18.12982";"-287.5878";"-71.34998";"-89.3559";"-290.0362";"-146.4295";"-18.12982"
"66.73333";"-287.9285";"-71.06219";"-88.9046";"-289.9644";"-146.3557";"-18.10699";"-287.9285";"-71.06219";"-88.9046";"-289.9644";"-146.3557";"-18.10699"
"75.075";"-287.9146";"-71.02136";"-90.56622";"-289.6339";"-146.3347";"-18.12189";"-287.9146";"-71.02136";"-90.56622";"-289.6339";"-146.3347";"-18.12189"
"83.41666";"-287.9111";"-71.23895";"-89.11627";"-290.6548";"-146.2266";"-18.12201";"-287.9111";"-71.23895";"-89.11627";"-290.6548";"-146.2266";"-18.12201"
"91.75833";"-287.897";"-71.16992";"-83.94751";"-290.2623";"-146.1711";"-18.15314";"-287.897";"-71.16992";"-83.94751";"-290.2623";"-146.1711";"-18.15314"
"100.1";"-287.9064";"-71.43689";"-86.38666";"-290.1176";"-146.0309";"-18.14917";"-287.9064";"-71.43689";"-86.38666";"-290.1176";"-146.0309";"-18.14917"
"108.4417";"-287.7314";"-72.75549";"-88.32666";"-290.1016";"-146.0088";"-18.16742";"-287.7314";"-72.75549";"-88.32666";"-290.1016";"-146.0088";"-18.16742"
"116.7833";"-287.9748";"-73.07941";"-88.81812";"-290.1569";"-145.9664";"-18.13641";"-287.9748";"-73.07941";"-88.81812";"-290.1569";"-145.9664";"-18.13641"
"125.125";"-288.0379";"-73.10266";"-89.57739";"-290.0011";"-145.9415";"-18.13141";"-288.0379";"-73.10266";"-89.57739";"-290.0011";"-145.9415";"-18.13141"
