"Time";"Angle 1.o/0/X";"Angle 1.o/0/Y";"Angle 1.a/0/X";"Angle 1.a/0/Y";"Angle 1.b/0/X";"Angle 1.b/0/Y";"Angle 1/o/X";"Angle 1/o/Y";"Angle 1/a/X";"Angle 1/a/Y";"Angle 1/b/X";"Angle 1/b/Y"
"0";"-286.282";"-71.00812";"-86.69727";"-292.7581";"-146.3485";"-17.99469";"-286.282";"-71.00812";"-86.69727";"-292.7581";"-146.3485";"-17.99469"
"8.341666";"-285.9792";"-71.06091";"-86.69727";"-292.7581";"-146";"-18";"-285.9792";"-71.06091";"-86.69727";"-292.7581";"-146";"-18"
"16.68333";"-285.9639";"-71.03485";"-86.69727";"-292.7581";"-145.9764";"-18.07861";"-285.9639";"-71.03485";"-86.69727";"-292.7581";"-145.9764";"-18.07861"
"25.025";"-285.9351";"-71.06531";"-86.69727";"-292.7581";"-145.9769";"-18.0849";"-285.9351";"-71.06531";"-86.69727";"-292.7581";"-145.9769";"-18.0849"
"33.36666";"-285.9395";"-71.07916";"-86.69727";"-292.7581";"-145.979";"-18.08661";"-285.9395";"-71.07916";"-86.69727";"-292.7581";"-145.979";"-18.08661"
"41.70833";"-285.9556";"-71.07544";"-86.69727";"-292.7581";"-145.9763";"-18.08325";"-285.9556";"-71.07544";"-86.69727";"-292.7581";"-145.9763";"-18.08325"
"50.05";"-285.9492";"-71.06787";"-86.69727";"-292.7581";"-145.9775";"-18.08337";"-285.9492";"-71.06787";"-86.69727";"-292.7581";"-145.9775";"-18.08337"
"58.39167";"-285.9579";"-71.0481";"-86.69727";"-292.7581";"-145.9763";"-18.08563";"-285.9579";"-71.0481";"-86.69727";"-292.7581";"-145.9763";"-18.08563"
"66.73333";"-285.9659";"-71.05463";"-86.69727";"-292.7581";"-145.9784";"-18.08551";"-285.9659";"-71.05463";"-86.69727";"-292.7581";"-145.9784";"-18.08551"
"75.075";"-285.9909";"-71.0824";"-86.69727";"-292.7581";"-145.9706";"-18.08948";"-285.9909";"-71.0824";"-86.69727";"-292.7581";"-145.9706";"-18.08948"
"83.41666";"-285.9786";"-71.08392";"-86.69727";"-292.7581";"-145.9506";"-18.08655";"-285.9786";"-71.08392";"-86.69727";"-292.7581";"-145.9506";"-18.08655"
"91.75833";"-285.9521";"-71.05432";"-86.69727";"-292.7581";"-145.9119";"-18.05682";"-285.9521";"-71.05432";"-86.69727";"-292.7581";"-145.9119";"-18.05682"
"100.1";"-285.9422";"-71.13446";"-86.69727";"-292.7581";"-145.8724";"-18.05664";"-285.9422";"-71.13446";"-86.69727";"-292.7581";"-145.8724";"-18.05664"
"108.4417";"-285.937";"-71.17548";"-86.69727";"-292.7581";"-145.7933";"-18.0752";"-285.937";"-71.17548";"-86.69727";"-292.7581";"-145.7933";"-18.0752"
"116.7833";"-285.9379";"-71.21594";"-86.69727";"-292.7581";"-145.6603";"-18.03882";"-285.9379";"-71.21594";"-86.69727";"-292.7581";"-145.6603";"-18.03882"
"125.125";"-285.8744";"-71.23584";"-86.69727";"-292.7581";"-145.6316";"-18.04138";"-285.8744";"-71.23584";"-86.69727";"-292.7581";"-145.6316";"-18.04138"
"133.4667";"-285.8812";"-71.33289";"-86.69727";"-292.7581";"-145.5409";"-18.09888";"-285.8812";"-71.33289";"-86.69727";"-292.7581";"-145.5409";"-18.09888"
"141.8083";"-285.8201";"-71.47931";"-86.69727";"-292.7581";"-145.416";"-18.03131";"-285.8201";"-71.47931";"-86.69727";"-292.7581";"-145.416";"-18.03131"
"150.15";"-285.7847";"-71.48187";"-86.69727";"-292.7581";"-145.3621";"-18.04974";"-285.7847";"-71.48187";"-86.69727";"-292.7581";"-145.3621";"-18.04974"
"158.4917";"-285.7337";"-71.59534";"-86.69727";"-292.7581";"-145.1977";"-18.07446";"-285.7337";"-71.59534";"-86.69727";"-292.7581";"-145.1977";"-18.07446"
"166.8333";"-285.744";"-71.66937";"-86.69727";"-292.7581";"-145.1929";"-18.07898";"-285.744";"-71.66937";"-86.69727";"-292.7581";"-145.1929";"-18.07898"
"175.175";"-285.693";"-71.87793";"-86.69727";"-292.7581";"-145.0854";"-18.08582";"-285.693";"-71.87793";"-86.69727";"-292.7581";"-145.0854";"-18.08582"
"183.5167";"-285.6947";"-71.84302";"-86.69727";"-292.7581";"-145.0265";"-18.08905";"-285.6947";"-71.84302";"-86.69727";"-292.7581";"-145.0265";"-18.08905"
"191.8583";"-285.6644";"-72.02209";"-86.69727";"-292.7581";"-144.9124";"-18.11017";"-285.6644";"-72.02209";"-86.69727";"-292.7581";"-144.9124";"-18.11017"
"200.2";"-285.6434";"-72.12445";"-86.69727";"-292.7581";"-144.8724";"-18.09247";"-285.6434";"-72.12445";"-86.69727";"-292.7581";"-144.8724";"-18.09247"
